ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
128	"ENSG00000127463"	NA	chr1	-	19241015	19242473	19241015	19241142	19241510	19242473	128	8,14,6	9,5,3	12,17,13	6,6,7	198	99	0.489053243946	0.88518637154226	0.308,0.583,0.5	0.5,0.586,0.481	-0.059
129	"ENSG00000183814"	NA	chr1	-	226277774	226286458	226277774	226277932	226286332	226286458	129	1,0,0	16,13,14	0,0,2	15,14,12	198	99	1	1.0	0.03,0.0,0.0	0.0,0.0,0.077	-0.016
130	"ENSG00000289835"	NA	chr1	-	23790608	23793558	23790608	23790790	23793471	23793558	130	262,245,264	3,2,6	560,535,533	2,1,7	198	99	0.10552584443	0.28939663396712123	0.978,0.984,0.957	0.993,0.996,0.974	-0.015
132	"ENSG00000117091"	NA	chr1	-	160678745	160681468	160678745	160679131	160680421	160681468	132	1483,1500,1476	53583,52868,53512	2960,2934,2853	106148,106340,106261	198	99	0.923698570557	1.0	0.014,0.014,0.014	0.014,0.014,0.013	0.0
133	"ENSG00000143847"	NA	chr1	+	203060969	203061678	203060969	203061032	203061365	203061678	133	1,0,0	192,203,179	1,0,0	169,166,194	198	99	1	1.0	0.003,0.0,0.0	0.003,0.0,0.0	0.0
134	"ENSG00000065243"	NA	chr1	+	88804845	88806268	88804845	88804921	88805496	88806268	134	26,26,22	194,203,204	32,22,31	450,451,449	198	99	0.000464733131565	0.0024033341946647145	0.063,0.06,0.051	0.034,0.024,0.033	0.028
135	"ENSG00000054523"	NA	chr1	+	10295085	10295766	10295085	10295165	10295659	10295766	135	14,9,14	0,0,0	7,5,3	0,0,1	198	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.6	0.133
136	"ENSG00000143127"	NA	chr1	-	145897010	145897339	145897010	145897087	145897246	145897339	136	25,31,27	131,146,134	32,27,20	260,258,253	198	99	0.000351507038776	0.0018712580593663532	0.087,0.096,0.092	0.058,0.05,0.038	0.043
137	"ENSG00000162843"	NA	chr1	+	241723296	241738489	241723296	241723436	241738362	241738489	137	4,2,2	47,56,41	3,3,1	57,48,64	198	99	0.590802748445	1.0	0.041,0.018,0.024	0.026,0.03,0.008	0.006
138	"ENSG00000116675"	NA	chr1	+	65345610	65364785	65345610	65345723	65364634	65364785	138	26,27,20	416,469,439	48,46,52	925,890,891	198	99	0.965172050836	1.0	0.03,0.028,0.022	0.025,0.025,0.028	0.001
139	"ENSG00000231992"	NA	chr1	+	95120146	95138554	95120146	95120286	95138274	95138554	139	0,0,1	18,23,13	0,0,0	6,13,19	198	99	1	1.0	0.0,0.0,0.037	0.0,0.0,0.0	0.012
140	"ENSG00000143036"	NA	chr1	+	94889198	94891267	94889198	94889355	94891129	94891267	140	407,428,383	74,81,80	210,207,200	152,138,159	198	99	0	0.0	0.733,0.725,0.705	0.409,0.429,0.386	0.313
141	"ENSG00000285954"	NA	chr1	+	53352717	53365473	53352717	53352811	53365129	53365473	141	364,355,328	458,403,394	673,724,687	414,439,430	198	99	1.22188925644e-11	1.3009526789155293e-10	0.284,0.306,0.294	0.448,0.452,0.444	-0.153
142	"ENSG00000233217"	NA	chr1	+	200949523	200949874	200949523	200949661	200949758	200949874	142	0,0,1	1,2,0	1,1,1	0,1,0	196	99	4.22884512974e-06	3.0616838739317596e-05	0.0,0.0,1.0	1.0,0.336,1.0	-0.445
143	"ENSG00000228918"	NA	chr1	-	182293255	182310208	182293255	182293345	182310160	182310208	143	2,0,0	0,0,1	0,2,1	0,0,0	198	99	1	1.0	1.0,NA,0.0	NA,1.0,1.0	-0.5
144	"ENSG00000085999"	NA	chr1	+	46247580	46248408	46247580	46247746	46247762	46248408	144	0,0,1	0,3,0	1,0,0	2,2,8	115	99	1	1.0	NA,0.0,1.0	0.301,0.0,0.0	0.4
145	"ENSG00000116793"	NA	chr1	-	113711745	113712113	113711745	113711835	113711939	113712113	145	834,861,833	33,19,34	466,420,448	27,29,36	198	99	5.69077072373e-05	0.0003590267480440966	0.927,0.958,0.925	0.896,0.879,0.862	0.058
146	"ENSG00000134243"	NA	chr1	-	109366782	109368808	109366782	109367481	109368477	109368808	146	0,0,0	1,1,3	0,0,1	3,3,1	198	99	1	1.0	0.0,0.0,0.0	0.0,0.0,0.333	-0.111
147	"ENSG00000258465"	NA	chr1	-	160282038	160282458	160282038	160282200	160282416	160282458	147	40,34,43	783,726,772	55,43,51	805,736,769	198	99	0.128936988873	0.33339421408590003	0.025,0.023,0.027	0.033,0.028,0.032	-0.006
148	"ENSG00000121957"	NA	chr1	+	108884820	108886172	108884820	108885578	108886078	108886172	148	20,20,13	2,4,1	11,10,12	6,4,9	198	99	0.000936505770957	0.0042632805042304754	0.833,0.714,0.867	0.478,0.556,0.4	0.327
150	"ENSG00000143799"	NA	chr1	-	226379921	226381883	226379921	226381208	226381745	226381883	150	41,41,41	109,108,119	21,23,19	214,240,224	198	99	5.12923037377e-14	5.802441860327312e-13	0.158,0.16,0.147	0.047,0.046,0.041	0.11
151	"ENSG00000143502"	NA	chr1	-	223302762	223359121	223302762	223302827	223358824	223359121	151	10078,10152,9999	55,66,64	5149,5126,5142	105,98,105	198	99	0	0.0	0.989,0.987,0.987	0.961,0.963,0.961	0.026
152	"ENSG00000135749"	NA	chr1	-	233161270	233177898	233161270	233161363	233177801	233177898	152	13,13,13	278,292,245	12,14,18	573,556,517	198	99	0.0226751148808	0.07644276994153333	0.023,0.022,0.026	0.01,0.012,0.017	0.011
153	"ENSG00000189195"	NA	chr1	+	92102472	92108001	92102472	92102669	92107883	92108001	153	66,52,58	2293,2277,2260	119,127,117	4443,4390,4479	198	99	0.637404693897	1.0	0.014,0.011,0.013	0.013,0.014,0.013	-0.001
154	"ENSG00000260971"	NA	chr1	-	56168238	56173802	56168238	56168490	56172203	56173802	154	909,861,884	149,163,150	865,912,869	155,138,164	198	99	0.942133972125	1.0	0.753,0.725,0.747	0.736,0.768,0.726	-0.002
156	"ENSG00000143801"	NA	chr1	+	226888828	226891849	226888828	226891365	226891742	226891849	156	3,18,16	47,30,41	9,9,8	34,42,42	198	99	0.295730486288	0.6152553795187127	0.031,0.231,0.163	0.117,0.097,0.087	0.041
157	"ENSG00000077549"	NA	chr1	-	19420024	19449330	19420024	19420144	19448833	19449330	157	3,0,1	2,3,6	5,2,1	3,1,3	198	99	0.0713275382967	0.20172319424535468	0.429,0.0,0.077	0.455,0.5,0.143	-0.197
158	"ENSG00000132694"	NA	chr1	-	156969997	156971825	156969997	156970043	156971696	156971825	158	4,5,7	143,127,109	12,12,2	125,143,140	198	99	0.182771318543	0.4352843244247763	0.014,0.019,0.031	0.046,0.04,0.007	-0.01
159	"ENSG00000070886"	NA	chr1	+	22597311	22597861	22597311	22597476	22597675	22597861	159	3,0,1	30,32,28	5,7,2	57,78,73	198	99	0.1172046903	0.3166275961835821	0.048,0.0,0.018	0.042,0.043,0.014	-0.011
160	"ENSG00000196482"	NA	chr1	-	217076851	217078360	217076851	217076931	217078135	217078360	160	1,2,0	200,174,206	0,2,0	383,446,419	198	99	1	1.0	0.002,0.006,0.0	0.0,0.002,0.0	0.002
162	"ENSG00000186094"	NA	chr1	-	49527227	49697437	49527227	49527604	49697312	49697437	162	38,25,33	1,2,2	19,10,18	4,4,6	198	99	0.000222074040019	0.0012561062888574686	0.95,0.862,0.892	0.704,0.556,0.6	0.281
163	"ENSG00000155363"	NA	chr1	+	112674736	112676750	112674736	112675049	112675485	112676750	163	11,23,15	4,2,0	9,5,9	5,5,6	198	99	0.000942161437399	0.0042632805042304754	0.579,0.852,1.0	0.474,0.333,0.429	0.398
164	"ENSG00000159023"	NA	chr1	+	28987430	28989435	28987430	28987905	28989355	28989435	164	23,25,18	687,687,691	45,48,46	1329,1387,1378	198	99	0.65359810353	1.0	0.016,0.018,0.013	0.017,0.017,0.016	-0.001
165	"ENSG00000116473"	NA	chr1	+	111703335	111704486	111703335	111703476	111704342	111704486	165	3179,3170,3175	45,32,27	1640,1563,1596	88,68,89	198	99	0	0.0	0.972,0.98,0.983	0.903,0.92,0.9	0.071
167	"ENSG00000289402"	NA	chr1	-	20486357	20487405	20486357	20486979	20487268	20487405	167	106,126,132	1,1,6	221,295,229	2,0,1	198	99	0.0489683837374	0.14772129094115666	0.981,0.984,0.917	0.982,1.0,0.991	-0.03
168	"ENSG00000143862"	NA	chr1	-	202135458	202138038	202135458	202135800	202137964	202138038	168	455,466,481	234,204,208	205,256,245	379,390,365	198	99	0	0.0	0.493,0.533,0.536	0.213,0.247,0.251	0.284
170	"ENSG00000233268"	NA	chr1	-	9660827	9662626	9660827	9660918	9662296	9662626	170	0,0,0	0,1,1	0,0,1	0,0,1	198	99	1	1.0	NA,0.0,0.0	NA,NA,0.333	-0.333
171	"ENSG00000236140"	NA	chr1	-	145286609	145287755	145286609	145286870	145287635	145287755	171	1,0,0	0,1,0	0,0,0	1,0,1	198	99	1	1.0	1.0,0.0,NA	0.0,NA,0.0	0.5
172	"ENSG00000224209"	NA	chr1	-	63197142	63199020	63197142	63197389	63198715	63199020	172	930,888,915	1,1,2	482,492,479	5,0,2	198	99	1	1.0	0.998,0.998,0.996	0.98,1.0,0.992	0.007
173	"ENSG00000224525"	NA	chr1	+	242209217	242210827	242209217	242209335	242210368	242210827	173	10,11,12	1,0,5	6,19,10	0,1,1	198	99	0.00971897777978	0.03742840379021659	0.833,1.0,0.545	1.0,0.905,0.833	-0.12
175	"ENSG00000000971"	NA	chr1	+	196744750	196745999	196744750	196745094	196745816	196745999	175	1,3,4	32,31,39	2,3,3	62,81,71	198	99	0.260594664633	0.568284750585217	0.015,0.046,0.049	0.016,0.018,0.021	0.018
176	"ENSG00000284668"	NA	chr1	+	3995784	3996932	3995784	3995830	3996806	3996932	176	26,39,24	2,4,4	50,61,72	5,3,1	198	99	0.121678783016	0.32388029008670594	0.867,0.83,0.75	0.833,0.91,0.973	-0.09
177	"ENSG00000229444"	NA	chr1	-	43709391	43719126	43709391	43709535	43718993	43719126	177	53,82,72	1,0,1	116,129,130	0,0,0	198	99	1	1.0	0.964,1.0,0.973	1.0,1.0,1.0	-0.021
178	"ENSG00000198837"	NA	chr1	-	153932175	153933871	153932175	153933319	153933482	153933871	178	75,84,77	22,29,29	80,91,58	32,31,25	198	99	0.512050564708	0.9024034235887789	0.63,0.592,0.57	0.556,0.595,0.537	0.035
179	"ENSG00000094975"	NA	chr1	+	172555868	172557417	172555868	172556023	172557279	172557417	179	54,40,51	36,48,33	46,48,48	34,34,35	198	99	0.633897227727	1.0	0.429,0.294,0.436	0.404,0.414,0.407	-0.022
180	"ENSG00000277406"	NA	chr1	-	146325223	146328211	146325223	146325370	146328050	146328211	180	5,7,5	18,15,18	16,10,8	22,18,13	198	99	0.0482914549341	0.14772129094115666	0.122,0.189,0.122	0.267,0.217,0.235	-0.095
181	"ENSG00000058799"	NA	chr1	-	53882942	53883276	53882942	53883031	53883112	53883276	181	821,866,906	664,728,633	482,451,508	1362,1312,1373	180	99	0	0.0	0.405,0.395,0.44	0.163,0.159,0.169	0.25
182	"ENSG00000143434"	NA	chr1	-	151138315	151138731	151138315	151138406	151138629	151138731	182	9432,9633,9563	78,77,80	9667,9488,9580	79,82,79	198	99	0.927190615156	1.0	0.984,0.984,0.984	0.984,0.983,0.984	0.0
183	"ENSG00000118200"	NA	chr1	+	200854816	200856125	200854816	200854889	200856009	200856125	183	284,291,306	3379,3475,3351	265,253,314	6654,6775,6697	198	99	1.58761892521e-14	1.9157268364200665e-13	0.04,0.04,0.044	0.02,0.018,0.023	0.021
184	"ENSG00000142794"	NA	chr1	+	21442239	21445219	21442239	21442358	21444943	21445219	184	6,5,6	1,1,0	1,3,4	0,0,1	198	99	1	1.0	0.75,0.714,1.0	1.0,1.0,0.667	-0.068
185	"ENSG00000155761"	NA	chr1	-	117963798	117964810	117963798	117963938	117964680	117964810	185	25,35,44	1,1,0	34,52,44	0,0,0	198	99	1	1.0	0.926,0.946,1.0	1.0,1.0,1.0	-0.043
186	"ENSG00000287224"	NA	chr1	-	61588048	61589904	61588048	61589353	61589793	61589904	186	62,40,37	11,9,5	86,113,102	6,9,16	198	99	0.0860657430438	0.23965999216812	0.738,0.69,0.787	0.878,0.863,0.761	-0.096
187	"ENSG00000142687"	NA	chr1	-	35447045	35448332	35447045	35447233	35447597	35448332	187	39,43,41	35,49,45	44,46,46	45,54,42	198	99	0.952361943954	1.0	0.358,0.305,0.313	0.328,0.299,0.354	-0.002
188	"ENSG00000226889"	NA	chr1	-	161749451	161765501	161749451	161750367	161765324	161765501	188	94,85,86	0,1,1	83,74,86	2,0,2	198	99	0.796344140857	1.0	1.0,0.977,0.977	0.954,1.0,0.956	0.015
189	"ENSG00000142945"	NA	chr1	+	44762139	44762658	44762139	44762451	44762544	44762658	189	2,5,10	116,149,143	5,12,7	142,137,122	192	99	0.245198616711	0.5479129583295185	0.009,0.017,0.035	0.018,0.043,0.029	-0.01
190	"ENSG00000171502"	NA	chr1	-	85961248	85965062	85961248	85961293	85965008	85965062	190	3825,4077,3952	205,160,168	1935,2005,1944	373,342,359	198	99	0	0.0	0.903,0.927,0.922	0.722,0.746,0.73	0.185
191	"ENSG00000264443"	NA	chr1	-	24538801	24552048	24538801	24539876	24551887	24552048	191	199,172,216	48,64,37	169,183,188	19,31,18	198	99	0.00088556499317	0.004218085888520263	0.675,0.573,0.745	0.816,0.747,0.839	-0.136
192	"ENSG00000284309"	NA	chr1	+	26046664	26049099	26046664	26047149	26048643	26049099	192	82,68,61	2855,2894,2771	77,62,60	2789,2720,2969	198	99	0.730589629964	1.0	0.014,0.012,0.011	0.014,0.011,0.01	0.001
193	"ENSG00000183888"	NA	chr1	+	16004235	16008807	16004235	16004385	16005918	16008807	193	36,25,44	1,3,0	28,15,26	4,7,10	198	99	9.88188661022e-06	6.879313370960847e-05	0.947,0.806,1.0	0.778,0.517,0.565	0.298
194	"ENSG00000225675"	NA	chr1	+	53331167	53336509	53331167	53331251	53336169	53336509	194	12,16,19	3,1,1	25,27,27	2,1,3	198	99	0.777707870201	1.0	0.667,0.889,0.905	0.862,0.931,0.818	-0.05
195	"ENSG00000121900"	NA	chr1	-	32898125	32901438	32898125	32898319	32901222	32901438	195	8,8,1	27,26,20	6,5,1	27,33,27	198	99	0.179861269048	0.43406519596917337	0.129,0.133,0.024	0.1,0.07,0.018	0.033
196	"ENSG00000116729"	NA	chr1	-	68137779	68142862	68137779	68138162	68142603	68142862	196	1090,1142,1115	20,26,22	530,578,570	38,64,49	198	99	0	0.0	0.965,0.956,0.962	0.875,0.819,0.853	0.112
197	"ENSG00000143595"	NA	chr1	+	154321932	154323119	154321932	154322059	154322981	154323119	197	34,48,35	1020,1199,1144	55,32,39	1194,1011,905	198	99	0.345426654077	0.6645522651674316	0.016,0.02,0.015	0.023,0.016,0.021	-0.003
198	"ENSG00000231612"	NA	chr1	-	245673731	245676478	245673731	245673905	245676205	245676478	198	4,1,4	24,21,35	1,0,1	20,14,30	198	99	0.0165404249432	0.05870229244547451	0.077,0.023,0.054	0.024,0.0,0.016	0.038
199	"ENSG00000143624"	NA	chr1	+	153769768	153770311	153769768	153769844	153770197	153770311	199	6,6,9	49,53,62	6,1,3	127,105,101	198	99	0.000150472192627	0.0008785634472737743	0.058,0.054,0.068	0.023,0.005,0.015	0.046
