ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
126	"ENSG00000163050"	NA	chr1	+	226940285	226961562	226940285	226940580	226961376	226961562	126	11246,11658,11786	27,41,39	10957,11231,10870	47,41,39	20895	99	0.162945120356	0.41071098829457536	0.664,0.574,0.589	0.525,0.565,0.569	0.056
127	"ENSG00000143199"	NA	chr1	-	167901661	167902054	167901661	167901842	167902015	167902054	127	23,19,16	459,434,470	25,26,29	462,467,505	272	99	0.156673072936	0.4003867419475555	0.018,0.016,0.012	0.019,0.02,0.02	-0.004
128	"ENSG00000127463"	NA	chr1	-	19241015	19242473	19241015	19241142	19241510	19242473	128	22,32,19	9,5,3	27,27,30	6,6,7	467	99	0.940889906357	1.0	0.341,0.576,0.573	0.488,0.488,0.476	0.013
129	"ENSG00000183814"	NA	chr1	-	226277774	226286458	226277774	226277932	226286332	226286458	129	43,31,32	16,13,14	42,50,34	15,14,12	8499	99	0.401918868479	0.8500353080475402	0.03,0.027,0.026	0.032,0.04,0.032	-0.007
130	"ENSG00000289835"	NA	chr1	-	23790608	23793558	23790608	23790790	23793471	23793558	130	6237,6401,6560	3,2,6	13114,13274,13051	2,1,7	2780	99	0.961790244566	1.0	0.987,0.991,0.975	0.996,0.998,0.985	-0.009
131	"ENSG00000175984"	NA	chr1	-	114599273	114600352	114599273	114599451	114600203	114600352	131	0,0,2	3,0,3	0,2,0	5,5,3	851	99	1	1.0	0.0,NA,0.072	0.0,0.044,0.0	0.021
132	"ENSG00000117091"	NA	chr1	-	160678745	160681468	160678745	160679131	160680421	160681468	132	1563,1580,1553	53583,52868,53512	3003,2952,2880	106148,106340,106261	1389	99	1	1.0	0.002,0.002,0.002	0.002,0.002,0.002	0.0
133	"ENSG00000143847"	NA	chr1	+	203060969	203061678	203060969	203061032	203061365	203061678	133	1,0,0	192,203,179	2,3,0	169,166,194	432	99	1	1.0	0.001,0.0,0.0	0.003,0.004,0.0	-0.002
134	"ENSG00000065243"	NA	chr1	+	88804845	88806268	88804845	88804921	88805496	88806268	134	56,69,63	194,203,204	50,39,46	450,451,449	674	99	1.07691633389e-14	9.907630271788e-14	0.041,0.048,0.043	0.016,0.013,0.015	0.029
135	"ENSG00000054523"	NA	chr1	+	10295085	10295766	10295085	10295165	10295659	10295766	135	35,25,32	0,0,0	29,18,12	0,0,1	593	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.667	0.111
136	"ENSG00000143127"	NA	chr1	-	145897010	145897339	145897010	145897087	145897246	145897339	136	33,38,35	131,146,134	36,34,25	260,258,253	258	99	2.54666451145e-05	0.00013016285280744445	0.088,0.091,0.091	0.05,0.048,0.037	0.045
137	"ENSG00000162843"	NA	chr1	+	241723296	241738489	241723296	241723436	241738362	241738489	137	6,6,4	47,56,41	9,19,5	57,48,64	15025	99	1	1.0	0.001,0.001,0.001	0.001,0.003,0.001	-0.001
138	"ENSG00000116675"	NA	chr1	+	65345610	65364785	65345610	65345723	65364634	65364785	138	290,282,260	416,469,439	170,167,149	925,890,891	19010	99	1	1.0	0.004,0.003,0.003	0.001,0.001,0.001	0.002
139	"ENSG00000231992"	NA	chr1	+	95120146	95138554	95120146	95120286	95138274	95138554	139	8,28,16	18,23,13	33,14,34	6,13,19	18087	99	0.796606921089	1.0	0.002,0.007,0.007	0.029,0.006,0.01	-0.01
140	"ENSG00000143036"	NA	chr1	+	94889198	94891267	94889198	94889355	94891129	94891267	140	3930,3946,3690	74,81,80	1931,2032,1865	152,138,159	1873	99	0	0.0	0.737,0.72,0.709	0.402,0.438,0.383	0.314
141	"ENSG00000285954"	NA	chr1	+	53352717	53365473	53352717	53352811	53365129	53365473	141	20828,21021,20902	458,403,394	43053,41924,42479	414,439,430	12417	99	4.78506123613e-14	4.1926250830853337e-13	0.266,0.294,0.297	0.453,0.432,0.441	-0.156
142	"ENSG00000233217"	NA	chr1	+	200949523	200949874	200949523	200949661	200949758	200949874	142	0,0,1	1,2,0	1,1,1	0,1,0	196	99	4.22884512974e-06	2.3579015268853333e-05	0.0,0.0,1.0	1.0,0.336,1.0	-0.445
143	"ENSG00000228918"	NA	chr1	-	182293255	182310208	182293255	182293345	182310160	182310208	143	87,58,80	0,0,1	92,58,52	0,0,0	16914	99	1	1.0	1.0,1.0,0.319	1.0,1.0,1.0	-0.227
144	"ENSG00000085999"	NA	chr1	+	46247580	46248408	46247580	46247746	46247762	46248408	144	0,0,1	0,3,0	1,0,0	2,2,8	115	99	1	1.0	NA,0.0,1.0	0.301,0.0,0.0	0.4
145	"ENSG00000116793"	NA	chr1	-	113711745	113712113	113711745	113711835	113711939	113712113	145	851,887,857	33,19,34	477,429,452	27,29,36	203	99	4.61746172199e-05	0.00022962512347193516	0.926,0.958,0.925	0.896,0.878,0.86	0.058
146	"ENSG00000134243"	NA	chr1	-	109366782	109368808	109366782	109367481	109368477	109368808	146	0,2,0	1,1,3	0,0,2	3,3,1	1095	99	1	1.0	0.0,0.153,0.0	0.0,0.0,0.153	0.0
147	"ENSG00000258465"	NA	chr1	-	160282038	160282458	160282038	160282200	160282416	160282458	147	48,41,52	783,726,772	72,55,70	805,736,769	315	99	0.0219699249778	0.06969769303302069	0.019,0.017,0.021	0.027,0.023,0.028	-0.007
148	"ENSG00000121957"	NA	chr1	+	108884820	108886172	108884820	108885578	108886078	108886172	148	53,66,52	2,4,1	27,33,42	6,4,9	599	99	0.000323351933639	0.0014874188947393999	0.814,0.732,0.896	0.427,0.577,0.435	0.334
149	"ENSG00000136636"	NA	chr1	+	215608016	215611921	215608016	215608172	215611824	215611921	149	0,1,2	5,1,1	2,0,2	8,3,7	3751	99	1	1.0	0.0,0.026,0.05	0.007,0.0,0.007	0.021
150	"ENSG00000143799"	NA	chr1	-	226379921	226381883	226379921	226381208	226381745	226381883	150	120,118,91	109,108,119	57,53,40	214,240,224	636	99	0	0.0	0.146,0.145,0.106	0.04,0.033,0.027	0.099
151	"ENSG00000143502"	NA	chr1	-	223302762	223359121	223302762	223302827	223358824	223359121	151	2834478,2833226,2838233	55,66,64	1421095,1419383,1417792	105,98,105	56096	99	0	0.0	0.989,0.987,0.987	0.96,0.962,0.96	0.027
152	"ENSG00000135749"	NA	chr1	-	233161270	233177898	233161270	233161363	233177801	233177898	152	390,430,456	278,292,245	170,150,156	573,556,517	16537	99	0.889134119975	1.0	0.008,0.009,0.011	0.002,0.002,0.002	0.007
153	"ENSG00000189195"	NA	chr1	+	92102472	92108001	92102472	92102669	92107883	92108001	153	150,135,160	2293,2277,2260	152,172,162	4443,4390,4479	5313	99	1	1.0	0.001,0.001,0.001	0.001,0.001,0.001	0.0
154	"ENSG00000260971"	NA	chr1	-	56168238	56173802	56168238	56168490	56172203	56173802	154	17298,16819,17416	149,163,150	16784,17527,17234	155,138,164	3812	99	0.915279794342	1.0	0.751,0.728,0.751	0.738,0.767,0.732	-0.002
156	"ENSG00000143801"	NA	chr1	+	226888828	226891849	226888828	226891365	226891742	226891849	156	15,39,36	47,30,41	22,25,22	34,42,42	476	99	0.289965855257	0.6506550898449757	0.062,0.213,0.154	0.119,0.11,0.098	0.034
157	"ENSG00000077549"	NA	chr1	-	19420024	19449330	19420024	19420144	19448833	19449330	157	309,360,419	2,3,6	374,361,388	3,1,3	28788	99	0.373164179776	0.7983977799858605	0.347,0.292,0.194	0.3,0.554,0.308	-0.11
158	"ENSG00000132694"	NA	chr1	-	156969997	156971825	156969997	156970043	156971696	156971825	158	18,6,15	143,127,109	20,22,2	125,143,140	1752	99	1	1.0	0.007,0.003,0.008	0.009,0.009,0.001	-0.0
159	"ENSG00000070886"	NA	chr1	+	22597311	22597861	22597311	22597476	22597675	22597861	159	3,0,1	30,32,28	5,7,2	57,78,73	298	99	0.167291869046	0.4159689716819459	0.032,0.0,0.012	0.028,0.029,0.009	-0.007
160	"ENSG00000196482"	NA	chr1	-	217076851	217078360	217076851	217076931	217078135	217078360	160	5,4,2	200,174,206	1,4,0	383,446,419	1303	99	1	1.0	0.002,0.002,0.001	0.0,0.001,0.0	0.001
162	"ENSG00000186094"	NA	chr1	-	49527227	49697437	49527227	49527604	49697312	49697437	162	28681,28831,29191	1,2,2	14906,15264,14243	4,4,6	169807	99	0.000133452595249	0.0006461915138372632	0.944,0.894,0.895	0.685,0.69,0.581	0.259
163	"ENSG00000155363"	NA	chr1	+	112674736	112676750	112674736	112675049	112675485	112676750	163	26,49,34	4,2,0	28,14,24	5,5,6	535	99	0.00359939140548	0.014091234438474893	0.546,0.819,1.0	0.509,0.341,0.425	0.363
164	"ENSG00000159023"	NA	chr1	+	28987430	28989435	28987430	28987905	28989355	28989435	164	96,97,85	687,687,691	80,102,71	1329,1387,1378	1549	99	1	1.0	0.009,0.009,0.008	0.004,0.005,0.003	0.005
165	"ENSG00000116473"	NA	chr1	+	111703335	111704486	111703335	111703476	111704342	111704486	165	15608,16090,15601	45,32,27	7934,7885,8105	88,68,89	965	99	0	0.0	0.973,0.981,0.983	0.902,0.922,0.903	0.07
167	"ENSG00000289402"	NA	chr1	-	20486357	20487405	20486357	20486979	20487268	20487405	167	239,269,286	1,1,6	516,616,484	2,0,1	388	99	0.0800262870398	0.22310358811095757	0.984,0.986,0.924	0.985,1.0,0.992	-0.028
168	"ENSG00000143862"	NA	chr1	-	202135458	202138038	202135458	202135800	202137964	202138038	168	5375,5149,5141	234,204,208	2467,2425,2687	379,390,365	2263	99	0	0.0	0.501,0.525,0.52	0.222,0.214,0.244	0.289
170	"ENSG00000233268"	NA	chr1	-	9660827	9662626	9660827	9660918	9662296	9662626	170	2,2,2	0,1,1	2,2,2	0,0,1	1477	99	0.00540543051843	0.020182504087744003	1.0,0.118,0.118	1.0,1.0,0.118	-0.294
171	"ENSG00000236140"	NA	chr1	-	145286609	145287755	145286609	145286870	145287635	145287755	171	2,2,2	0,1,0	1,2,6	1,0,1	864	99	0.516339825032	1.0	1.0,0.186,1.0	0.103,1.0,0.407	0.225
172	"ENSG00000224209"	NA	chr1	-	63197142	63199020	63197142	63197389	63198715	63199020	172	6675,6465,6216	1,1,2	3412,3366,3237	5,0,2	1425	99	1	1.0	0.998,0.998,0.995	0.979,1.0,0.991	0.007
173	"ENSG00000224525"	NA	chr1	+	242209217	242210827	242209217	242209335	242210368	242210827	173	76,71,67	1,0,5	38,102,86	0,1,1	1132	99	1	1.0	0.869,1.0,0.54	1.0,0.899,0.883	-0.124
175	"ENSG00000000971"	NA	chr1	+	196744750	196745999	196744750	196745094	196745816	196745999	175	8,9,17	32,31,39	10,7,8	62,81,71	821	99	0.000644874093959	0.0028251626973441906	0.029,0.034,0.05	0.019,0.01,0.013	0.024
176	"ENSG00000284668"	NA	chr1	+	3995784	3996932	3995784	3995830	3996806	3996932	176	172,164,154	2,4,4	280,360,321	5,3,1	1075	99	0.127245916498	0.33932244399466666	0.888,0.791,0.78	0.838,0.917,0.967	-0.088
177	"ENSG00000229444"	NA	chr1	-	43709391	43719126	43709391	43709535	43718993	43719126	177	4055,3933,3885	1,0,1	7839,8452,7962	0,0,0	9557	99	1	1.0	0.977,1.0,0.976	1.0,1.0,1.0	-0.016
178	"ENSG00000198837"	NA	chr1	-	153932175	153933871	153932175	153933319	153933482	153933871	178	94,119,105	22,29,29	108,116,81	32,31,25	262	99	0.466262720401	0.9427729731185055	0.618,0.608,0.578	0.56,0.586,0.55	0.036
179	"ENSG00000094975"	NA	chr1	+	172555868	172557417	172555868	172556023	172557279	172557417	179	302,271,304	36,48,33	317,323,355	34,34,35	1355	99	0.15059198181	0.3902665444090141	0.38,0.292,0.402	0.405,0.41,0.426	-0.056
180	"ENSG00000277406"	NA	chr1	-	146325223	146328211	146325223	146325370	146328050	146328211	180	101,103,88	18,15,18	202,160,131	22,18,13	2779	99	0.0264931011986	0.08262255289054915	0.167,0.197,0.148	0.246,0.241,0.264	-0.08
181	"ENSG00000058799"	NA	chr1	-	53882942	53883276	53882942	53883031	53883112	53883276	181	821,866,906	664,728,633	482,451,508	1362,1312,1373	180	99	0	0.0	0.405,0.395,0.44	0.163,0.159,0.169	0.25
182	"ENSG00000143434"	NA	chr1	-	151138315	151138731	151138315	151138406	151138629	151138731	182	15273,15635,15526	78,77,80	15726,15549,15621	79,82,79	322	99	0.967128104637	1.0	0.984,0.984,0.984	0.984,0.983,0.984	0.0
183	"ENSG00000118200"	NA	chr1	+	200854816	200856125	200854816	200854889	200856009	200856125	183	1312,1362,1288	3379,3475,3351	818,731,837	6654,6775,6697	1219	99	0	0.0	0.031,0.031,0.03	0.01,0.009,0.01	0.021
184	"ENSG00000142794"	NA	chr1	+	21442239	21445219	21442239	21442358	21444943	21445219	184	62,81,91	1,1,0	36,50,28	0,0,1	2684	99	1	1.0	0.696,0.749,1.0	1.0,1.0,0.508	-0.021
185	"ENSG00000155761"	NA	chr1	-	117963798	117964810	117963798	117963938	117964680	117964810	185	112,160,162	1,1,0	136,168,145	0,0,0	841	99	1	1.0	0.929,0.95,1.0	1.0,1.0,1.0	-0.04
186	"ENSG00000287224"	NA	chr1	-	61588048	61589904	61588048	61589353	61589793	61589904	186	178,116,114	11,9,5	267,299,345	6,9,16	539	99	0.0566165105721	0.16535615786137142	0.748,0.703,0.807	0.891,0.859,0.798	-0.097
187	"ENSG00000142687"	NA	chr1	-	35447045	35448332	35447045	35447233	35447597	35448332	187	89,83,102	35,49,45	108,102,108	45,54,42	463	99	0.720773248521	1.0	0.352,0.266,0.326	0.339,0.288,0.355	-0.013
188	"ENSG00000226889"	NA	chr1	-	161749451	161765501	161749451	161750367	161765324	161765501	188	6013,6295,6175	0,1,1	5867,6088,6377	2,0,2	15056	99	0.622627855959	1.0	1.0,0.976,0.976	0.951,1.0,0.954	0.016
189	"ENSG00000142945"	NA	chr1	+	44762139	44762658	44762139	44762451	44762544	44762658	189	2,5,10	116,149,143	5,12,7	142,137,122	192	99	0.245198616711	0.571481494815595	0.009,0.017,0.035	0.018,0.043,0.029	-0.01
190	"ENSG00000171502"	NA	chr1	-	85961248	85965062	85961248	85961293	85965008	85965062	190	74054,75523,75611	205,160,168	36430,37581,37566	373,342,359	3814	99	0	0.0	0.904,0.925,0.921	0.717,0.74,0.731	0.187
191	"ENSG00000264443"	NA	chr1	-	24538801	24552048	24538801	24539876	24551887	24552048	191	12230,11933,11873	48,64,37	11469,11887,11881	19,31,18	12110	99	2.47514524406e-05	0.00013012192140201143	0.676,0.604,0.724	0.832,0.758,0.844	-0.143
192	"ENSG00000284309"	NA	chr1	+	26046664	26049099	26046664	26047149	26048643	26049099	192	87,76,61	2855,2894,2771	78,62,62	2789,2720,2969	1593	99	1	1.0	0.002,0.002,0.001	0.002,0.001,0.001	0.0
193	"ENSG00000183888"	NA	chr1	+	16004235	16008807	16004235	16004385	16005918	16008807	193	380,315,378	1,3,0	216,215,198	4,7,10	1632	99	5.45758607529e-07	3.3473194595112e-06	0.958,0.864,1.0	0.766,0.651,0.546	0.286
194	"ENSG00000225675"	NA	chr1	+	53331167	53336509	53331167	53331251	53336169	53336509	194	348,439,465	3,1,1	819,767,950	2,1,3	5017	99	0.864741436304	1.0	0.696,0.897,0.902	0.89,0.938,0.862	-0.065
195	"ENSG00000121900"	NA	chr1	-	32898125	32901438	32898125	32898319	32901222	32901438	195	133,79,49	27,26,20	72,83,53	27,33,27	3002	99	0.0536310396764	0.1591630854912516	0.14,0.091,0.075	0.081,0.077,0.061	0.029
196	"ENSG00000116729"	NA	chr1	-	68137779	68142862	68137779	68138162	68142603	68142862	196	25645,25358,25889	20,26,22	12492,13271,13111	38,64,49	4540	99	0	0.0	0.965,0.955,0.962	0.878,0.819,0.854	0.11
197	"ENSG00000143595"	NA	chr1	+	154321932	154323119	154321932	154322059	154322981	154323119	197	53,56,41	1020,1199,1144	73,54,53	1194,1011,905	1021	99	1	1.0	0.005,0.005,0.003	0.006,0.005,0.006	-0.001
198	"ENSG00000231612"	NA	chr1	-	245673731	245676478	245673731	245673905	245676205	245676478	198	6,3,6	24,21,35	3,2,3	20,14,30	2399	99	1	1.0	0.01,0.006,0.007	0.006,0.006,0.004	0.002
199	"ENSG00000143624"	NA	chr1	+	153769768	153770311	153769768	153769844	153770197	153770311	199	14,15,16	49,53,62	16,3,6	127,105,101	452	99	1.8198503775e-06	1.0464139670625e-05	0.059,0.058,0.053	0.027,0.006,0.013	0.041
