"ASE","compare","Freq","mean_delta_psi_mean","uncertainty","isoform_compare","alternative_transcripts","total_transcripts","classification"
"ENSG00000114779.20;A3:chr3:51971892-51973965:51971698-51973965:-","D5/D6",2,-0.00910674112857142,-63.7576111808376,"ENSG00000114779.20;A3:chr3:51971892-51973965:51971698-51973965:- D5/D6","ENST00000395008.6","ENST00000395008.6,ENST00000315877.14,ENST00000483233.5,ENST00000361143.10,ENST00000473912.1,ENST00000461108.5","Low Confidence"
"ENSG00000114779.20;A3:chr3:51971892-51973965:51971698-51973965:-","M8/D6",2,-0.0336440961369048,-19.096508800884,"ENSG00000114779.20;A3:chr3:51971892-51973965:51971698-51973965:- M8/D6","ENST00000395008.6","ENST00000395008.6,ENST00000315877.14,ENST00000483233.5,ENST00000361143.10,ENST00000473912.1,ENST00000461108.5","Low Confidence"
"ENSG00000114779.20;SE:chr3:51970184-51971460:51971892-51973965:-","D5/D6",3,-0.0370434014095238,-5.07719122407075,"ENSG00000114779.20;SE:chr3:51970184-51971460:51971892-51973965:- D5/D6","ENST00000395008.6","ENST00000395008.6,ENST00000487005.1","Medium Confidence"
"ENSG00000114779.20;SE:chr3:51970184-51971460:51971892-51973965:-","F7/D6",3,0.0514656103714286,9.93218963822873,"ENSG00000114779.20;SE:chr3:51970184-51971460:51971892-51973965:- F7/D6","ENST00000395008.6","ENST00000395008.6,ENST00000487005.1","Medium Confidence"
"ENSG00000114779.20;SE:chr3:51970184-51971460:51971892-51973965:-","M8/D6",3,0.0578888882857143,3.98970142957403,"ENSG00000114779.20;SE:chr3:51970184-51971460:51971892-51973965:- M8/D6","ENST00000395008.6","ENST00000395008.6,ENST00000487005.1","Medium Confidence"
"ENSG00000114857.19;SE:chr3:42619708-42620016:42620043-42621429:+","M8/D6",2,-0.0420378929142857,-24.484857998714,"ENSG00000114857.19;SE:chr3:42619708-42620016:42620043-42621429:+ M8/D6","ENST00000429888.5,ENST00000478488.1","ENST00000232978.13,ENST00000478488.1,ENST00000429888.5","Low Confidence"
"ENSG00000114857.19;SE:chr3:42621516-42627200:42627227-42630546:+","M8/D6",2,-0.0405523113928572,-24.4475193596923,"ENSG00000114857.19;SE:chr3:42621516-42627200:42627227-42630546:+ M8/D6","ENST00000429888.5,ENST00000466553.1","ENST00000232978.13,ENST00000465584.5,ENST00000466553.1,ENST00000429888.5","Low Confidence"
"ENSG00000114867.22;AF:chr3:184314495:184314674-184315763:184315166:184315545-184315763:+","M8/D6",2,0.00217306975,153.971446876672,"ENSG00000114867.22;AF:chr3:184314495:184314674-184315763:184315166:184315545-184315763:+ M8/D6","ENST00000352767.7","ENST00000352767.7,ENST00000342981.8","Low Confidence"
"ENSG00000114993.17;AF:chr2:74432666-74440353:74440631:74432666-74441706:74441937:-","D5/D6",3,0.08377399465,15.9372393889776,"ENSG00000114993.17;AF:chr2:74432666-74440353:74440631:74432666-74441706:74441937:- D5/D6","ENST00000233330.6","ENST00000272430.10,ENST00000233330.6","Medium Confidence"
"ENSG00000114993.17;AF:chr2:74432666-74440353:74440631:74432666-74441706:74441937:-","M8/D6",3,-0.171764341661905,-3.23323312784112,"ENSG00000114993.17;AF:chr2:74432666-74440353:74440631:74432666-74441706:74441937:- M8/D6","ENST00000233330.6","ENST00000272430.10,ENST00000233330.6","Medium Confidence"
"ENSG00000115042.10;SE:chr2:95402872-95405277:95405402-95405553:+","D5/D6",2,-0.0982314629928573,-3.85860890501779,"ENSG00000115042.10;SE:chr2:95402872-95405277:95405402-95405553:+ D5/D6","ENST00000447036.5","ENST00000233379.9,ENST00000447036.5","Low Confidence"
"ENSG00000115042.10;SE:chr2:95402872-95405277:95405402-95405553:+","F7/D6",2,-0.0251741285928571,-10.1042854284322,"ENSG00000115042.10;SE:chr2:95402872-95405277:95405402-95405553:+ F7/D6","ENST00000447036.5","ENST00000233379.9,ENST00000447036.5","Low Confidence"
"ENSG00000115042.10;SE:chr2:95402872-95405277:95405402-95405553:+","M8/D6",2,-0.0031014524,-153.057840163623,"ENSG00000115042.10;SE:chr2:95402872-95405277:95405402-95405553:+ M8/D6","ENST00000447036.5","ENST00000233379.9,ENST00000447036.5","Low Confidence"
"ENSG00000115107.20;SE:chr2:119223888-119230620:119231034-119245489:+","F7/D6",2,0.0299960657428571,71.1465572474156,"ENSG00000115107.20;SE:chr2:119223888-119230620:119231034-119245489:+ F7/D6","ENST00000393110.7","ENST00000393107.2,ENST00000409811.5,ENST00000393110.7","Low Confidence"
"ENSG00000115107.20;SE:chr2:119223888-119230620:119231034-119245489:+","M8/D6",2,0.0428215193214286,15.8083341543143,"ENSG00000115107.20;SE:chr2:119223888-119230620:119231034-119245489:+ M8/D6","ENST00000393110.7","ENST00000393107.2,ENST00000409811.5,ENST00000393110.7","Low Confidence"
"ENSG00000115295.21;A5:chr2:29175600-29181572:29174445-29181572:+","D5/D6",2,-0.0747638391785714,-10.7722712265727,"ENSG00000115295.21;A5:chr2:29175600-29181572:29174445-29181572:+ D5/D6","ENST00000691509.1","ENST00000693232.1,ENST00000481628.2,ENST00000687450.1,ENST00000404424.5,ENST00000686848.1,ENST00000689017.1,ENST00000687104.1,ENST00000687506.1,ENST00000689687.1,ENST00000320081.10,ENST00000685126.1,ENST00000693041.1,ENST00000691341.1,ENST00000689605.1,ENST00000690615.1,ENST00000690063.1,ENST00000401617.6,ENST00000691129.1,ENST00000693264.1,ENST00000691796.1,ENST00000688724.1,ENST00000691852.1,ENST00000693482.1,ENST00000693513.1,ENST00000686470.1,ENST00000691509.1","Low Confidence"
"ENSG00000115295.21;A5:chr2:29175600-29181572:29174445-29181572:+","M8/D6",2,0.0682631944285715,21.5905932207631,"ENSG00000115295.21;A5:chr2:29175600-29181572:29174445-29181572:+ M8/D6","ENST00000691509.1","ENST00000693232.1,ENST00000481628.2,ENST00000687450.1,ENST00000404424.5,ENST00000686848.1,ENST00000689017.1,ENST00000687104.1,ENST00000687506.1,ENST00000689687.1,ENST00000320081.10,ENST00000685126.1,ENST00000693041.1,ENST00000691341.1,ENST00000689605.1,ENST00000690615.1,ENST00000690063.1,ENST00000401617.6,ENST00000691129.1,ENST00000693264.1,ENST00000691796.1,ENST00000688724.1,ENST00000691852.1,ENST00000693482.1,ENST00000693513.1,ENST00000686470.1,ENST00000691509.1","Low Confidence"
"ENSG00000115317.13;RI:chr2:74530911:74531105-74531339:74531702:+","F7/D6",2,-0.0469551733,-26.3540166723227,"ENSG00000115317.13;RI:chr2:74530911:74531105-74531339:74531702:+ F7/D6","ENST00000696729.1,ENST00000696730.1","ENST00000696730.1,ENST00000696729.1,ENST00000484352.5","Low Confidence"
"ENSG00000115325.14;SE:chr2:74555668-74555894:74556078-74556308:+","D5/D6",2,-0.0073041987238095,-290.106533389499,"ENSG00000115325.14;SE:chr2:74555668-74555894:74556078-74556308:+ D5/D6","ENST00000409429.5,ENST00000233668.10,ENST00000480318.5,ENST00000464613.1","ENST00000480318.5,ENST00000233668.10,ENST00000409429.5,ENST00000489958.5,ENST00000340004.6,ENST00000464613.1","Low Confidence"
"ENSG00000115325.14;SE:chr2:74555668-74555894:74556078-74556308:+","F7/D6",4,0.0819798842595238,3.91707813813345,"ENSG00000115325.14;SE:chr2:74555668-74555894:74556078-74556308:+ F7/D6","ENST00000409429.5,ENST00000233668.10,ENST00000480318.5,ENST00000464613.1","ENST00000480318.5,ENST00000233668.10,ENST00000409429.5,ENST00000489958.5,ENST00000340004.6,ENST00000464613.1","High Confidence"
"ENSG00000115325.14;SE:chr2:74555668-74555894:74556078-74556308:+","M8/D6",4,0.05360003775,2.91241612588665,"ENSG00000115325.14;SE:chr2:74555668-74555894:74556078-74556308:+ M8/D6","ENST00000409429.5,ENST00000233668.10,ENST00000480318.5,ENST00000464613.1","ENST00000480318.5,ENST00000233668.10,ENST00000409429.5,ENST00000489958.5,ENST00000340004.6,ENST00000464613.1","High Confidence"
"ENSG00000115392.13;A5:chr2:58161638-58162866:58161638-58163434:-","D5/D6",2,0.0068087905392857,71.4276546065685,"ENSG00000115392.13;A5:chr2:58161638-58162866:58161638-58163434:- D5/D6","ENST00000696542.1,ENST00000696548.1,ENST00000696619.1,ENST00000696364.1,ENST00000696378.1,ENST00000696566.1,ENST00000696361.1,ENST00000696358.1,ENST00000470506.2,ENST00000696394.1,ENST00000696396.1,ENST00000696341.1,ENST00000696375.1,ENST00000696397.1,ENST00000696306.1,ENST00000696637.1,ENST00000696639.1,ENST00000696470.1,ENST00000696414.1,ENST00000696509.1,ENST00000696496.1,ENST00000696416.1,ENST00000696460.1","ENST00000696358.1,ENST00000696639.1,ENST00000696433.1,ENST00000696416.1,ENST00000696460.1,ENST00000696564.1,ENST00000696527.1,ENST00000696498.1,ENST00000696456.1,ENST00000696397.1,ENST00000696566.1,ENST00000696413.1,ENST00000696496.1,ENST00000696324.1,ENST00000696619.1,ENST00000696509.1,ENST00000696455.1,ENST00000696475.1,ENST00000696472.1,ENST00000696459.1,ENST00000696314.1,ENST00000696637.1,ENST00000696565.1,ENST00000696339.1,ENST00000696341.1,ENST00000696544.1,ENST00000696414.1,ENST00000696470.1,ENST00000470506.2,ENST00000696440.1,ENST00000696306.1,ENST00000696542.1,ENST00000696364.1,ENST00000696528.1,ENST00000696396.1,ENST00000696318.1,ENST00000696548.1,ENST00000696494.1,ENST00000696394.1,ENST00000696375.1,ENST00000696378.1,ENST00000696543.1,ENST00000696361.1,ENST00000696570.1","Low Confidence"
"ENSG00000115392.13;A5:chr2:58165874-58198579:58165874-58198594:-","D5/D6",2,0.0478255491785714,3.89449942071724,"ENSG00000115392.13;A5:chr2:58165874-58198579:58165874-58198594:- D5/D6","ENST00000696432.1,ENST00000696434.1,ENST00000696319.1,ENST00000696634.1,ENST00000696493.1,ENST00000696378.1,ENST00000696546.1,ENST00000402135.8,ENST00000696467.1,ENST00000696324.1,ENST00000696455.1,ENST00000417361.2,ENST00000696624.1,ENST00000696469.1,ENST00000696358.1,ENST00000470506.2,ENST00000696325.1,ENST00000696472.1,ENST00000696415.1,ENST00000696569.1,ENST00000696530.1,ENST00000696531.1,ENST00000696401.1,ENST00000696345.1","ENST00000696361.1,ENST00000696358.1,ENST00000696527.1,ENST00000696343.1,ENST00000696545.1,ENST00000696307.1,ENST00000696417.1,ENST00000696410.1,ENST00000402135.8,ENST00000696508.1,ENST00000696498.1,ENST00000696458.1,ENST00000696401.1,ENST00000696344.1,ENST00000696438.1,ENST00000696397.1,ENST00000696566.1,ENST00000696324.1,ENST00000696624.1,ENST00000417361.2,ENST00000696455.1,ENST00000696530.1,ENST00000696315.1,ENST00000696472.1,ENST00000696635.1,ENST00000696567.1,ENST00000696475.1,ENST00000696317.1,ENST00000696459.1,ENST00000696314.1,ENST00000696594.1,ENST00000696400.1,ENST00000696338.1,ENST00000696637.1,ENST00000696363.1,ENST00000449070.6,ENST00000233741.9,ENST00000696467.1,ENST00000696339.1,ENST00000696434.1,ENST00000696340.1,ENST00000696473.1,ENST00000696316.1,ENST00000696415.1,ENST00000696492.1,ENST00000696544.1,ENST00000403676.6,ENST00000696531.1,ENST00000696373.1,ENST00000696341.1,ENST00000696432.1,ENST00000696414.1,ENST00000696380.1,ENST00000696319.1,ENST00000470506.2,ENST00000403295.8,ENST00000696621.1,ENST00000696623.1,ENST00000696325.1,ENST00000696595.1,ENST00000696569.1,ENST00000696364.1,ENST00000696528.1,ENST00000696396.1,ENST00000696360.1,ENST00000696497.1,ENST00000696379.1,ENST00000696398.1,ENST00000696305.1,ENST00000696548.1,ENST00000696494.1,ENST00000696546.1,ENST00000696394.1,ENST00000696377.1,ENST00000696469.1,ENST00000696342.1,ENST00000696320.1,ENST00000696634.1,ENST00000696493.1,ENST00000696378.1,ENST00000696345.1,ENST00000696454.1,ENST00000696543.1,ENST00000696409.1,ENST00000696371.1","Low Confidence"
"ENSG00000115392.13;SE:chr2:58165874-58194229:58194273-58198594:-","D5/D6",2,-0.0443902058285714,-7.69970642121135,"ENSG00000115392.13;SE:chr2:58165874-58194229:58194273-58198594:- D5/D6","ENST00000427708.7,ENST00000696564.1,ENST00000696547.1,ENST00000696622.1,ENST00000696638.1,ENST00000696460.1","ENST00000696307.1,ENST00000696417.1,ENST00000696564.1,ENST00000696527.1,ENST00000696460.1,ENST00000696638.1,ENST00000696545.1,ENST00000696410.1,ENST00000696508.1,ENST00000696498.1,ENST00000696458.1,ENST00000696344.1,ENST00000696438.1,ENST00000696547.1,ENST00000696397.1,ENST00000696566.1,ENST00000696635.1,ENST00000696315.1,ENST00000696567.1,ENST00000696475.1,ENST00000696459.1,ENST00000696317.1,ENST00000696594.1,ENST00000696314.1,ENST00000696400.1,ENST00000696338.1,ENST00000696637.1,ENST00000696363.1,ENST00000449070.6,ENST00000233741.9,ENST00000696622.1,ENST00000696339.1,ENST00000696340.1,ENST00000696473.1,ENST00000696316.1,ENST00000696544.1,ENST00000696492.1,ENST00000696341.1,ENST00000403676.6,ENST00000696373.1,ENST00000696380.1,ENST00000696414.1,ENST00000403295.8,ENST00000696621.1,ENST00000696623.1,ENST00000696595.1,ENST00000696364.1,ENST00000696528.1,ENST00000696396.1,ENST00000696360.1,ENST00000696497.1,ENST00000696379.1,ENST00000696398.1,ENST00000696305.1,ENST00000696548.1,ENST00000696494.1,ENST00000427708.7,ENST00000696394.1,ENST00000696377.1,ENST00000696342.1,ENST00000696320.1,ENST00000696543.1,ENST00000696409.1,ENST00000696454.1,ENST00000696361.1,ENST00000696371.1,ENST00000696343.1","Low Confidence"
"ENSG00000115392.13;SE:chr2:58165874-58194229:58194273-58198594:-","F7/D6",2,-0.0313535586142857,-14.7496284453431,"ENSG00000115392.13;SE:chr2:58165874-58194229:58194273-58198594:- F7/D6","ENST00000427708.7,ENST00000696564.1,ENST00000696547.1,ENST00000696622.1,ENST00000696638.1,ENST00000696460.1","ENST00000696307.1,ENST00000696417.1,ENST00000696564.1,ENST00000696527.1,ENST00000696460.1,ENST00000696638.1,ENST00000696545.1,ENST00000696410.1,ENST00000696508.1,ENST00000696498.1,ENST00000696458.1,ENST00000696344.1,ENST00000696438.1,ENST00000696547.1,ENST00000696397.1,ENST00000696566.1,ENST00000696635.1,ENST00000696315.1,ENST00000696567.1,ENST00000696475.1,ENST00000696459.1,ENST00000696317.1,ENST00000696594.1,ENST00000696314.1,ENST00000696400.1,ENST00000696338.1,ENST00000696637.1,ENST00000696363.1,ENST00000449070.6,ENST00000233741.9,ENST00000696622.1,ENST00000696339.1,ENST00000696340.1,ENST00000696473.1,ENST00000696316.1,ENST00000696544.1,ENST00000696492.1,ENST00000696341.1,ENST00000403676.6,ENST00000696373.1,ENST00000696380.1,ENST00000696414.1,ENST00000403295.8,ENST00000696621.1,ENST00000696623.1,ENST00000696595.1,ENST00000696364.1,ENST00000696528.1,ENST00000696396.1,ENST00000696360.1,ENST00000696497.1,ENST00000696379.1,ENST00000696398.1,ENST00000696305.1,ENST00000696548.1,ENST00000696494.1,ENST00000427708.7,ENST00000696394.1,ENST00000696377.1,ENST00000696342.1,ENST00000696320.1,ENST00000696543.1,ENST00000696409.1,ENST00000696454.1,ENST00000696361.1,ENST00000696371.1,ENST00000696343.1","Low Confidence"
"ENSG00000115392.13;SE:chr2:58165874-58194229:58194273-58198594:-","M8/D6",3,0.0875137334666667,2.70465560795334,"ENSG00000115392.13;SE:chr2:58165874-58194229:58194273-58198594:- M8/D6","ENST00000427708.7,ENST00000696564.1,ENST00000696547.1,ENST00000696622.1,ENST00000696638.1,ENST00000696460.1","ENST00000696307.1,ENST00000696417.1,ENST00000696564.1,ENST00000696527.1,ENST00000696460.1,ENST00000696638.1,ENST00000696545.1,ENST00000696410.1,ENST00000696508.1,ENST00000696498.1,ENST00000696458.1,ENST00000696344.1,ENST00000696438.1,ENST00000696547.1,ENST00000696397.1,ENST00000696566.1,ENST00000696635.1,ENST00000696315.1,ENST00000696567.1,ENST00000696475.1,ENST00000696459.1,ENST00000696317.1,ENST00000696594.1,ENST00000696314.1,ENST00000696400.1,ENST00000696338.1,ENST00000696637.1,ENST00000696363.1,ENST00000449070.6,ENST00000233741.9,ENST00000696622.1,ENST00000696339.1,ENST00000696340.1,ENST00000696473.1,ENST00000696316.1,ENST00000696544.1,ENST00000696492.1,ENST00000696341.1,ENST00000403676.6,ENST00000696373.1,ENST00000696380.1,ENST00000696414.1,ENST00000403295.8,ENST00000696621.1,ENST00000696623.1,ENST00000696595.1,ENST00000696364.1,ENST00000696528.1,ENST00000696396.1,ENST00000696360.1,ENST00000696497.1,ENST00000696379.1,ENST00000696398.1,ENST00000696305.1,ENST00000696548.1,ENST00000696494.1,ENST00000427708.7,ENST00000696394.1,ENST00000696377.1,ENST00000696342.1,ENST00000696320.1,ENST00000696543.1,ENST00000696409.1,ENST00000696454.1,ENST00000696361.1,ENST00000696371.1,ENST00000696343.1","Medium Confidence"
"ENSG00000115459.18;RI:chr2:85390138:85390265-85390760:85391748:+","D5/D6",2,0.0859410512285714,7.36932523036567,"ENSG00000115459.18;RI:chr2:85390138:85390265-85390760:85391748:+ D5/D6","ENST00000446464.7,ENST00000315658.11","ENST00000315658.11,ENST00000409344.7,ENST00000446464.7,ENST00000409013.8,ENST00000393852.8","Low Confidence"
"ENSG00000115459.18;RI:chr2:85390138:85390265-85390760:85391748:+","F7/D6",2,0.102143430235714,17.301387241804,"ENSG00000115459.18;RI:chr2:85390138:85390265-85390760:85391748:+ F7/D6","ENST00000446464.7,ENST00000315658.11","ENST00000315658.11,ENST00000409344.7,ENST00000446464.7,ENST00000409013.8,ENST00000393852.8","Low Confidence"
"ENSG00000115459.18;RI:chr2:85390138:85390265-85390760:85391748:+","M8/D6",2,0.137885102557142,7.60046918355694,"ENSG00000115459.18;RI:chr2:85390138:85390265-85390760:85391748:+ M8/D6","ENST00000446464.7,ENST00000315658.11","ENST00000315658.11,ENST00000409344.7,ENST00000446464.7,ENST00000409013.8,ENST00000393852.8","Low Confidence"
"ENSG00000115459.18;SE:chr2:85355170-85355555:85355598-85356967:+","F7/D6",2,0.0154036030714285,190.385781771847,"ENSG00000115459.18;SE:chr2:85355170-85355555:85355598-85356967:+ F7/D6","ENST00000409013.8","ENST00000462396.5,ENST00000423095.7,ENST00000409013.8,ENST00000393852.8","Low Confidence"
"ENSG00000115459.18;SE:chr2:85377474-85387098:85387225-85389751:+","D5/D6",2,0.0608218463642857,23.5305289930509,"ENSG00000115459.18;SE:chr2:85377474-85387098:85387225-85389751:+ D5/D6","ENST00000446464.7,ENST00000444108.7","ENST00000444108.7,ENST00000315658.11,ENST00000414593.5,ENST00000409890.6,ENST00000496957.1,ENST00000490508.5,ENST00000409013.8,ENST00000393852.8,ENST00000409344.7,ENST00000446464.7,ENST00000410106.5","Low Confidence"
"ENSG00000115459.18;SE:chr2:85377474-85387098:85387225-85389751:+","M8/D6",2,0.110933059528571,9.06030545409129,"ENSG00000115459.18;SE:chr2:85377474-85387098:85387225-85389751:+ M8/D6","ENST00000446464.7,ENST00000444108.7","ENST00000444108.7,ENST00000315658.11,ENST00000414593.5,ENST00000409890.6,ENST00000496957.1,ENST00000490508.5,ENST00000409013.8,ENST00000393852.8,ENST00000409344.7,ENST00000446464.7,ENST00000410106.5","Low Confidence"
"ENSG00000115504.15;SE:chr2:62979335-62987931:62988038-62990716:+","D5/D6",2,-0.00972546140714283,-54.6627796169115,"ENSG00000115504.15;SE:chr2:62979335-62987931:62988038-62990716:+ D5/D6","ENST00000263991.9,ENST00000405289.5,ENST00000422032.1","ENST00000405015.7,ENST00000405289.5,ENST00000431489.6,ENST00000491965.1,ENST00000263991.9,ENST00000422032.1,ENST00000496857.5","Low Confidence"
"ENSG00000115504.15;SE:chr2:62979335-62987931:62988038-62990716:+","F7/D6",2,-0.00301675194285715,-1307.18742981453,"ENSG00000115504.15;SE:chr2:62979335-62987931:62988038-62990716:+ F7/D6","ENST00000263991.9,ENST00000405289.5,ENST00000422032.1","ENST00000405015.7,ENST00000405289.5,ENST00000431489.6,ENST00000491965.1,ENST00000263991.9,ENST00000422032.1,ENST00000496857.5","Low Confidence"
"ENSG00000115504.15;SE:chr2:62979335-62987931:62988038-62990716:+","M8/D6",2,-0.0128597952642857,-69.7423010017628,"ENSG00000115504.15;SE:chr2:62979335-62987931:62988038-62990716:+ M8/D6","ENST00000263991.9,ENST00000405289.5,ENST00000422032.1","ENST00000405015.7,ENST00000405289.5,ENST00000431489.6,ENST00000491965.1,ENST00000263991.9,ENST00000422032.1,ENST00000496857.5","Low Confidence"
"ENSG00000115540.15;SE:chr2:197516146-197523624:197523686-197535530:+","M8/D6",2,-0.0122885378642857,-157.877603561299,"ENSG00000115540.15;SE:chr2:197516146-197523624:197523686-197535530:+ M8/D6","ENST00000323303.9","ENST00000409355.2,ENST00000323303.9,ENST00000448447.6","Low Confidence"
"ENSG00000115661.14;A5:chr2:219245796-219245896:219245522-219245896:+","D5/D6",2,0.0139366338571429,82.9002736129037,"ENSG00000115661.14;A5:chr2:219245796-219245896:219245522-219245896:+ D5/D6","ENST00000475696.5,ENST00000396738.7,ENST00000496443.5,ENST00000496800.5","ENST00000496443.5,ENST00000475696.5,ENST00000491697.1,ENST00000496800.5,ENST00000409638.7,ENST00000461417.5,ENST00000409516.7,ENST00000396738.7","Low Confidence"
"ENSG00000115661.14;A5:chr2:219245796-219245896:219245522-219245896:+","M8/D6",2,0.0257202298571428,69.8257977687813,"ENSG00000115661.14;A5:chr2:219245796-219245896:219245522-219245896:+ M8/D6","ENST00000475696.5,ENST00000396738.7,ENST00000496443.5,ENST00000496800.5","ENST00000496443.5,ENST00000475696.5,ENST00000491697.1,ENST00000496800.5,ENST00000409638.7,ENST00000461417.5,ENST00000409516.7,ENST00000396738.7","Low Confidence"
"ENSG00000115677.18;AF:chr2:241268541-241272761:241272886:241268541-241315102:241315292:-","D5/D6",2,-0.100074916421429,-3.94727339402939,"ENSG00000115677.18;AF:chr2:241268541-241272761:241272886:241268541-241315102:241315292:- D5/D6","ENST00000391975.5","ENST00000391976.6,ENST00000391975.5","Low Confidence"
"ENSG00000115677.18;AF:chr2:241268541-241272761:241272886:241268541-241315570:241315672:-","D5/D6",2,-0.0623806822571428,-6.42462796514853,"ENSG00000115677.18;AF:chr2:241268541-241272761:241272886:241268541-241315570:241315672:- D5/D6","ENST00000391975.5","ENST00000310931.10,ENST00000413241.5,ENST00000391975.5","Low Confidence"
"ENSG00000115677.18;AF:chr2:241268541-241315102:241315292:241268541-241315570:241315672:-","D5/D6",2,0.0215269541785714,18.4493618156123,"ENSG00000115677.18;AF:chr2:241268541-241315102:241315292:241268541-241315570:241315672:- D5/D6","ENST00000391976.6","ENST00000310931.10,ENST00000391976.6,ENST00000413241.5","Low Confidence"
"ENSG00000115677.18;AF:chr2:241268541-241315102:241315292:241268541-241315570:241315672:-","F7/D6",2,-0.0546905136071429,-15.1254329213679,"ENSG00000115677.18;AF:chr2:241268541-241315102:241315292:241268541-241315570:241315672:- F7/D6","ENST00000391976.6","ENST00000310931.10,ENST00000391976.6,ENST00000413241.5","Low Confidence"
"ENSG00000115694.15;A5:chr2:241508135-241508443:241508135-241508505:-","D5/D6",2,0.00271660725,176.551995929061,"ENSG00000115694.15;A5:chr2:241508135-241508443:241508135-241508505:- D5/D6","ENST00000316586.9,ENST00000405883.7,ENST00000452891.5,ENST00000426941.1","ENST00000405585.5,ENST00000452891.5,ENST00000495372.1,ENST00000405883.7,ENST00000316586.9,ENST00000426941.1,ENST00000436917.5,ENST00000483603.5,ENST00000403346.7","Low Confidence"
"ENSG00000115694.15;A5:chr2:241508135-241508443:241508135-241508505:-","F7/D6",2,-0.0431241209785714,-36.9973661129384,"ENSG00000115694.15;A5:chr2:241508135-241508443:241508135-241508505:- F7/D6","ENST00000316586.9,ENST00000405883.7,ENST00000452891.5,ENST00000426941.1","ENST00000405585.5,ENST00000452891.5,ENST00000495372.1,ENST00000405883.7,ENST00000316586.9,ENST00000426941.1,ENST00000436917.5,ENST00000483603.5,ENST00000403346.7","Low Confidence"
"ENSG00000115694.15;A5:chr2:241508135-241508443:241508135-241508505:-","M8/D6",2,-0.0238437229142857,-0.500068720093037,"ENSG00000115694.15;A5:chr2:241508135-241508443:241508135-241508505:- M8/D6","ENST00000316586.9,ENST00000405883.7,ENST00000452891.5,ENST00000426941.1","ENST00000405585.5,ENST00000452891.5,ENST00000495372.1,ENST00000405883.7,ENST00000316586.9,ENST00000426941.1,ENST00000436917.5,ENST00000483603.5,ENST00000403346.7","Low Confidence"
"ENSG00000115760.16;A5:chr2:32453954-32463194:32453942-32463194:+","D5/D6",2,0.0565786276142857,20.6938414117212,"ENSG00000115760.16;A5:chr2:32453954-32463194:32453942-32463194:+ D5/D6","ENST00000700518.1,ENST00000700519.1,ENST00000648282.1","ENST00000700518.1,ENST00000700519.1,ENST00000648282.1,ENST00000421745.7","Low Confidence"
"ENSG00000115760.16;A5:chr2:32453954-32463194:32453942-32463194:+","M8/D6",2,0.0305358697285714,14.2367329076534,"ENSG00000115760.16;A5:chr2:32453954-32463194:32453942-32463194:+ M8/D6","ENST00000700518.1,ENST00000700519.1,ENST00000648282.1","ENST00000700518.1,ENST00000700519.1,ENST00000648282.1,ENST00000421745.7","Low Confidence"
"ENSG00000115760.16;A5:chr2:32471151-32473112:32471124-32473112:+","D5/D6",2,0.0565786276142857,20.6938414117212,"ENSG00000115760.16;A5:chr2:32471151-32473112:32471124-32473112:+ D5/D6","ENST00000700518.1,ENST00000700519.1,ENST00000648282.1","ENST00000700518.1,ENST00000700519.1,ENST00000648282.1,ENST00000421745.7","Low Confidence"
"ENSG00000115760.16;A5:chr2:32471151-32473112:32471124-32473112:+","M8/D6",2,0.0305358697285714,14.2367329076534,"ENSG00000115760.16;A5:chr2:32471151-32473112:32471124-32473112:+ M8/D6","ENST00000700518.1,ENST00000700519.1,ENST00000648282.1","ENST00000700518.1,ENST00000700519.1,ENST00000648282.1,ENST00000421745.7","Low Confidence"
"ENSG00000115760.16;SE:chr2:32433804-32435496:32435585-32436053:+","D5/D6",2,-0.066430428092857,-56.9103700233104,"ENSG00000115760.16;SE:chr2:32433804-32435496:32435585-32436053:+ D5/D6","ENST00000421745.7,ENST00000700519.1","ENST00000700518.1,ENST00000700519.1,ENST00000648282.1,ENST00000444173.5,ENST00000421745.7","Low Confidence"
"ENSG00000115760.16;SE:chr2:32433804-32435496:32435585-32436053:+","M8/D6",2,-0.0660634570785714,-24.7974755141461,"ENSG00000115760.16;SE:chr2:32433804-32435496:32435585-32436053:+ M8/D6","ENST00000421745.7,ENST00000700519.1","ENST00000700518.1,ENST00000700519.1,ENST00000648282.1,ENST00000444173.5,ENST00000421745.7","Low Confidence"
"ENSG00000115875.19;RI:chr2:38748579:38748653-38749529:38749705:-","D5/D6",3,0.0126212693047619,9.94450565903459,"ENSG00000115875.19;RI:chr2:38748579:38748653-38749529:38749705:- D5/D6","ENST00000431066.5,ENST00000443213.5","ENST00000409276.5,ENST00000443213.5,ENST00000431066.5,ENST00000313117.11,ENST00000446327.6","Medium Confidence"
"ENSG00000115875.19;RI:chr2:38748579:38748653-38749529:38749705:-","M8/D6",2,0.0254137148357143,10.3327285336319,"ENSG00000115875.19;RI:chr2:38748579:38748653-38749529:38749705:- M8/D6","ENST00000431066.5,ENST00000443213.5","ENST00000409276.5,ENST00000443213.5,ENST00000431066.5,ENST00000313117.11,ENST00000446327.6","Low Confidence"
"ENSG00000115935.19;AF:chr2:174585611-174597601:174597804:174585611-174634518:174634579:-","D5/D6",3,0.00218751439047621,593.252206291533,"ENSG00000115935.19;AF:chr2:174585611-174597601:174597804:174585611-174634518:174634579:- D5/D6","ENST00000679041.1,ENST00000480400.1","ENST00000392547.6,ENST00000679041.1,ENST00000480400.1","Medium Confidence"
