isoform,compare,Freq,fc,log2FC,uncertainty,isoform_compare,gene_id,gene_name,gene_type,transcript_name,transcript_type,transcript_length,exon_count,junction_count,classification
ENST00000274963,D5/D6,2,0.79788652,-0.327729988,5.242762122,ENST00000274963.13 D5/D6,ENSG00000146192.15,FGD2,protein_coding,FGD2-201,protein_coding,3037,16,15,Low Confidence
ENST00000274963,F7/D6,3,0.659946505,-0.613984936,10.26459769,ENST00000274963.13 F7/D6,ENSG00000146192.15,FGD2,protein_coding,FGD2-201,protein_coding,3037,16,15,Low Confidence
ENST00000275034,D5/D6,2,1.270752691,0.345627322,0.880792007,ENST00000275034.5 D5/D6,ENSG00000146247.15,PHIP,protein_coding,PHIP-201,protein_coding,11926,40,39,Low Confidence
ENST00000275036,D5/D6,2,1.178523558,0.236453001,2.703953391,ENST00000275036.11 D5/D6,ENSG00000118418.16,HMGN3,protein_coding,HMGN3-201,protein_coding,831,6,5,Medium Confidence
ENST00000275036,F7/D6,3,0.837364183,-0.256207895,0.966465435,ENST00000275036.11 F7/D6,ENSG00000118418.16,HMGN3,protein_coding,HMGN3-201,protein_coding,831,6,5,High Confidence
ENST00000275072,D5/D6,3,2.577931225,1.364289969,3.693800166,ENST00000275072.5 D5/D6,ENSG00000146281.6,PM20D2,protein_coding,PM20D2-201,protein_coding,4703,7,6,Medium Confidence
ENST00000275227,D5/D6,3,1.366555666,0.449809803,2.239282034,ENST00000275227.9 D5/D6,ENSG00000146409.12,SLC18B1,protein_coding,SLC18B1-201,protein_coding,2452,14,13,Medium Confidence
ENST00000275227,F7/D6,2,0.755474924,-0.406225573,4.825069087,ENST00000275227.9 F7/D6,ENSG00000146409.12,SLC18B1,protein_coding,SLC18B1-201,protein_coding,2452,14,13,Low Confidence
ENST00000275364,D5/D6,3,0.765314892,-0.391136446,5.907623339,ENST00000275364.8 D5/D6,ENSG00000146535.14,GNA12,protein_coding,GNA12-201,protein_coding,4369,4,3,Low Confidence
ENST00000275364,F7/D6,3,0.706241754,-0.502191433,1.711788618,ENST00000275364.8 F7/D6,ENSG00000146535.14,GNA12,protein_coding,GNA12-201,protein_coding,4369,4,3,High Confidence
ENST00000275418,D5/D6,2,1.820005337,0.862731663,4.095631113,ENST00000275418.13 D5/D6,ENSG00000117868.18,ESYT2,protein_coding,ESYT2-202,protein_coding,5902,23,22,Low Confidence
ENST00000275517,M8/D6,3,1.961449319,0.971906142,0.310777365,ENST00000275517.8 M8/D6,ENSG00000146670.10,CDCA5,protein_coding,CDCA5-201,protein_coding,2475,6,5,High Confidence
ENST00000275603,D5/D6,3,1.215706297,0.281663172,0.951954769,ENST00000275603.9 D5/D6,ENSG00000146731.11,CCT6A,protein_coding,CCT6A-201,protein_coding,2584,14,13,High Confidence
ENST00000275635,D5/D6,4,0.707484956,-0.499890465,1.767065643,ENST00000275635.11 D5/D6,ENSG00000086730.17,LAT2,protein_coding,LAT2-201,protein_coding,1869,14,13,High Confidence
ENST00000275635,F7/D6,3,0.736312529,-0.441873894,1.356324503,ENST00000275635.11 F7/D6,ENSG00000086730.17,LAT2,protein_coding,LAT2-201,protein_coding,1869,14,13,High Confidence
ENST00000275635,M8/D6,3,0.741506415,-0.431672539,1.192202265,ENST00000275635.11 M8/D6,ENSG00000086730.17,LAT2,protein_coding,LAT2-201,protein_coding,1869,14,13,High Confidence
ENST00000275767,D5/D6,3,0.473676767,-1.078548627,1.899105148,ENST00000275767.3 D5/D6,ENSG00000146859.6,TMEM140,protein_coding,TMEM140-201,protein_coding,1997,2,1,Medium Confidence
ENST00000275767,F7/D6,3,0.638028669,-0.648415705,0.869128242,ENST00000275767.3 F7/D6,ENSG00000146859.6,TMEM140,protein_coding,TMEM140-201,protein_coding,1997,2,1,High Confidence
ENST00000275767,M8/D6,3,0.763739475,-0.38937623,1.919422856,ENST00000275767.3 M8/D6,ENSG00000146859.6,TMEM140,protein_coding,TMEM140-201,protein_coding,1997,2,1,Medium Confidence
ENST00000276055,F7/D6,2,0.75490007,-0.406357943,3.14871327,ENST00000276055.4 F7/D6,ENSG00000147119.4,CHST7,protein_coding,CHST7-201,protein_coding,2396,2,1,Medium Confidence
ENST00000276079,D5/D6,2,1.174286875,0.231638575,1.424168789,ENST00000276079.13 D5/D6,ENSG00000147140.17,NONO,protein_coding,NONO-201,protein_coding,2661,12,11,Low Confidence
ENST00000276096,F7/D6,3,0.581226639,-0.78285607,0.446177266,ENST00000276096.10 F7/D6,ENSG00000147155.11,EBP,protein_coding,EBP-201,protein_coding_CDS_not_defined,904,5,4,High Confidence
ENST00000276096,M8/D6,3,0.462460568,-1.112693302,0.814196216,ENST00000276096.10 M8/D6,ENSG00000147155.11,EBP,protein_coding,EBP-201,protein_coding_CDS_not_defined,904,5,4,High Confidence
ENST00000276201,D5/D6,3,0.404407985,-1.314750961,7.899079283,ENST00000276201.7 D5/D6,ENSG00000125351.14,UPF3B,protein_coding,UPF3B-201,protein_coding,2343,11,10,Low Confidence
ENST00000276202,D5/D6,2,1.251237784,0.322801798,2.77122833,ENST00000276202.9 D5/D6,ENSG00000147251.16,DOCK11,protein_coding,DOCK11-201,protein_coding,6719,53,52,Medium Confidence
ENST00000276282,F7/D6,4,0.555261484,-0.849208734,1.436767827,ENST00000276282.7 F7/D6,ENSG00000147324.11,MFHAS1,protein_coding,MFHAS1-201,protein_coding,6399,3,2,High Confidence
ENST00000276420,D5/D6,3,0.526976669,-0.924451761,1.34634862,ENST00000276420.9 D5/D6,ENSG00000147443.13,DOK2,protein_coding,DOK2-201,protein_coding,1766,5,4,High Confidence
ENST00000276420,F7/D6,2,1.347945494,0.430691566,0.989239617,ENST00000276420.9 F7/D6,ENSG00000147443.13,DOK2,protein_coding,DOK2-201,protein_coding,1766,5,4,Low Confidence
ENST00000276420,M8/D6,2,1.444034684,0.52722709,6.310488396,ENST00000276420.9 M8/D6,ENSG00000147443.13,DOK2,protein_coding,DOK2-201,protein_coding,1766,5,4,Low Confidence
ENST00000276500,M8/D6,3,3.496749113,1.804339415,3.398937901,ENST00000276500.4 M8/D6,ENSG00000147509.14,RGS20,protein_coding,RGS20-201,protein_coding,1664,5,4,Medium Confidence
ENST00000276590,D5/D6,3,1.353201899,0.435409691,2.604257373,ENST00000276590.5 D5/D6,ENSG00000147592.9,LACTB2,protein_coding,LACTB2-201,protein_coding,1526,7,6,Medium Confidence
ENST00000276704,D5/D6,2,0.94866742,-0.076064826,0.736527037,ENST00000276704.6 D5/D6,ENSG00000189376.12,C8orf76,protein_coding,C8orf76-201,protein_coding,1310,6,5,Low Confidence
ENST00000276704,M8/D6,3,0.840201044,-0.251302503,0.871543142,ENST00000276704.6 M8/D6,ENSG00000189376.12,C8orf76,protein_coding,C8orf76-201,protein_coding,1310,6,5,High Confidence
ENST00000276893,M8/D6,2,0.678855459,-0.563852116,8.334671284,ENST00000276893.10 M8/D6,ENSG00000147854.17,UHRF2,protein_coding,UHRF2-201,protein_coding,3576,16,15,Low Confidence
ENST00000276914,D5/D6,4,0.672649568,-0.572215414,0.815229324,ENST00000276914.7 D5/D6,ENSG00000147872.10,PLIN2,protein_coding,PLIN2-201,protein_coding,1897,8,7,High Confidence
ENST00000276914,F7/D6,4,0.481699109,-1.053915737,0.742357696,ENST00000276914.7 F7/D6,ENSG00000147872.10,PLIN2,protein_coding,PLIN2-201,protein_coding,1897,8,7,High Confidence
ENST00000277010,D5/D6,3,1.610056087,0.686814577,1.426301487,ENST00000277010.9 D5/D6,ENSG00000147955.18,SIGMAR1,protein_coding,SIGMAR1-201,protein_coding,1672,4,3,High Confidence
ENST00000277010,F7/D6,3,1.411216781,0.496735291,1.186946987,ENST00000277010.9 F7/D6,ENSG00000147955.18,SIGMAR1,protein_coding,SIGMAR1-201,protein_coding,1672,4,3,High Confidence
ENST00000277141,D5/D6,2,1.56692277,0.637581507,11.93700575,ENST00000277141.10 D5/D6,ENSG00000083223.18,TUT7,protein_coding,TUT7-201,protein_coding,5724,28,27,Low Confidence
ENST00000277165,D5/D6,3,1.323946428,0.403150393,3.458646739,ENST00000277165.11 D5/D6,ENSG00000048828.18,FAM120A,protein_coding,FAM120A-201,protein_coding,5160,18,17,Medium Confidence
ENST00000277225,M8/D6,2,2.618215221,1.388545487,0.727762722,ENST00000277225.10 M8/D6,ENSG00000148143.13,ZNF462,protein_coding,ZNF462-201,protein_coding,10345,13,12,Low Confidence
ENST00000277746,D5/D6,3,0.785420807,-0.348821914,1.579724926,ENST00000277746.11 D5/D6,ENSG00000148572.16,NRBF2,protein_coding,NRBF2-201,protein_coding,1813,4,3,High Confidence
ENST00000277746,M8/D6,4,0.757849237,-0.400085303,0.561436011,ENST00000277746.11 M8/D6,ENSG00000148572.16,NRBF2,protein_coding,NRBF2-201,protein_coding,1813,4,3,High Confidence
ENST00000278070,D5/D6,3,1.469478222,0.555042087,1.342102909,ENST00000278070.7 D5/D6,ENSG00000148840.11,PPRC1,protein_coding,PPRC1-201,protein_coding,5328,14,13,High Confidence
ENST00000278100,D5/D6,3,1.363033424,0.446799147,0.389108267,ENST00000278100.11 D5/D6,ENSG00000107949.17,BCCIP,protein_coding,BCCIP-201,protein_coding,1234,7,6,High Confidence
ENST00000278100,F7/D6,3,1.230480188,0.299218061,0.152860263,ENST00000278100.11 F7/D6,ENSG00000107949.17,BCCIP,protein_coding,BCCIP-201,protein_coding,1234,7,6,High Confidence
ENST00000278175,F7/D6,2,1.957721375,0.96896331,1.714789539,ENST00000278175.10 F7/D6,ENSG00000148926.10,ADM,protein_coding,ADM-201,protein_coding,1492,4,3,Low Confidence
ENST00000278302,D5/D6,3,0.472943295,-1.082353706,3.815278876,ENST00000278302.9 D5/D6,ENSG00000121236.21,TRIM6,protein_coding,TRIM6-201,protein_coding,3217,8,7,Low Confidence
ENST00000278302,F7/D6,2,1.886216022,0.915413732,1.060820921,ENST00000278302.9 F7/D6,ENSG00000121236.21,TRIM6,protein_coding,TRIM6-201,protein_coding,3217,8,7,Low Confidence
ENST00000278353,D5/D6,4,1.25377429,0.326262089,0.268535186,ENST00000278353.10 D5/D6,ENSG00000149084.13,HSD17B12,protein_coding,HSD17B12-201,protein_coding,2396,11,10,High Confidence
ENST00000278412,D5/D6,3,1.130450117,0.176848146,0.584883311,ENST00000278412.7 D5/D6,ENSG00000149136.9,SSRP1,protein_coding,SSRP1-201,protein_coding,2831,17,16,High Confidence
ENST00000278422,D5/D6,3,1.301109615,0.379491437,1.315614841,ENST00000278422.9 D5/D6,ENSG00000213593.10,TMX2,protein_coding,TMX2-201,protein_coding,1645,8,7,High Confidence
ENST00000278422,M8/D6,3,0.78965262,-0.340800032,0.78802054,ENST00000278422.9 M8/D6,ENSG00000213593.10,TMX2,protein_coding,TMX2-201,protein_coding,1645,8,7,High Confidence
ENST00000278426,D5/D6,4,2.035968923,1.02551533,0.958595268,ENST00000278426.8 D5/D6,ENSG00000149150.9,SLC43A1,protein_coding,SLC43A1-201,protein_coding,2514,15,14,High Confidence
ENST00000278483,D5/D6,3,0.912826989,-0.13190166,1.471658525,ENST00000278483.8 D5/D6,ENSG00000149196.17,HIKESHI,protein_coding,HIKESHI-201,protein_coding,1108,5,4,High Confidence
ENST00000278505,D5/D6,4,0.635974102,-0.655744111,3.507133576,ENST00000278505.5 D5/D6,ENSG00000149218.5,ENDOD1,protein_coding,ENDOD1-201,protein_coding,4651,2,1,Medium Confidence
ENST00000278505,F7/D6,4,0.690205022,-0.536305055,2.536573546,ENST00000278505.5 F7/D6,ENSG00000149218.5,ENDOD1,protein_coding,ENDOD1-201,protein_coding,4651,2,1,Medium Confidence
ENST00000278505,M8/D6,2,0.831531954,-0.266156604,0.054392146,ENST00000278505.5 M8/D6,ENSG00000149218.5,ENDOD1,protein_coding,ENDOD1-201,protein_coding,4651,2,1,Low Confidence
ENST00000278840,D5/D6,3,0.664079155,-0.591240316,2.146803357,ENST00000278840.9 D5/D6,ENSG00000134824.14,FADS2,protein_coding,FADS2-202,protein_coding,3091,12,11,Medium Confidence
ENST00000278840,F7/D6,2,1.150354384,0.201262804,3.361518429,ENST00000278840.9 F7/D6,ENSG00000134824.14,FADS2,protein_coding,FADS2-202,protein_coding,3091,12,11,Medium Confidence
ENST00000278840,M8/D6,2,1.289251593,0.366529145,0.254795457,ENST00000278840.9 M8/D6,ENSG00000134824.14,FADS2,protein_coding,FADS2-202,protein_coding,3091,12,11,Low Confidence
ENST00000278856,D5/D6,2,1.584992553,0.659999383,7.865607189,ENST00000278856.9 D5/D6,ENSG00000133316.16,WDR74,protein_coding,WDR74-201,protein_coding,1219,11,10,Low Confidence
ENST00000278919,D5/D6,3,0.63734076,-0.650296259,1.72241903,ENST00000278919.8 D5/D6,ENSG00000149557.14,FEZ1,protein_coding,FEZ1-201,protein_coding,4583,10,9,High Confidence
ENST00000278919,F7/D6,3,1.727386065,0.787025294,3.298114032,ENST00000278919.8 F7/D6,ENSG00000149557.14,FEZ1,protein_coding,FEZ1-201,protein_coding,4583,10,9,Medium Confidence
ENST00000278919,M8/D6,3,2.68760071,1.426046106,1.379568837,ENST00000278919.8 M8/D6,ENSG00000149557.14,FEZ1,protein_coding,FEZ1-201,protein_coding,4583,10,9,High Confidence
ENST00000279147,D5/D6,3,1.083759324,0.114599188,3.138482959,ENST00000279147.9 D5/D6,ENSG00000149716.13,LTO1,protein_coding,LTO1-201,protein_coding,2484,5,4,Medium Confidence
ENST00000279242,D5/D6,2,0.858159545,-0.22070228,0.527559038,ENST00000279242.7 D5/D6,ENSG00000149792.9,MRPL49,protein_coding,MRPL49-201,protein_coding,2026,4,3,Low Confidence
ENST00000279249,F7/D6,2,1.718212197,0.777542336,6.822927217,ENST00000279249.3 F7/D6,ENSG00000149798.5,CDC42EP2,protein_coding,CDC42EP2-201,protein_coding,1963,2,1,Low Confidence
ENST00000279281,F7/D6,2,1.171739982,0.228650087,0.181411959,ENST00000279281.8 F7/D6,ENSG00000149823.9,VPS51,protein_coding,VPS51-201,protein_coding,2661,10,9,Low Confidence
ENST00000279396,D5/D6,3,0.859598606,-0.218364279,0.827597019,ENST00000279396.11 D5/D6,ENSG00000149932.17,TMEM219,protein_coding,TMEM219-201,protein_coding,946,6,5,High Confidence
ENST00000279550,D5/D6,3,1.3914675,0.476275972,1.519695212,ENST00000279550.11 D5/D6,ENSG00000060138.13,YBX3,protein_coding,YBX3-202,protein_coding,1708,9,8,High Confidence
ENST00000279839,D5/D6,3,1.0142645,0.020037094,1.667066707,ENST00000279839.8 D5/D6,ENSG00000150316.12,CWC15,protein_coding,CWC15-201,protein_coding,1522,7,6,High Confidence
ENST00000279873,M8/D6,2,0.739217186,-0.436192817,1.909334192,ENST00000279873.12 M8/D6,ENSG00000150347.17,ARID5B,protein_coding,ARID5B-201,protein_coding,7492,10,9,Medium Confidence
ENST00000280083,M8/D6,2,0.784556419,-0.35008987,0.735023049,ENST00000280083.7 M8/D6,ENSG00000150527.18,MIA2,protein_coding,MIA2-202,protein_coding,3860,24,23,Low Confidence
ENST00000280154,M8/D6,3,0.767887448,-0.381119238,0.774079167,ENST00000280154.12 M8/D6,ENSG00000150593.18,PDCD4,protein_coding,PDCD4-201,protein_coding,3481,12,11,High Confidence
ENST00000280326,D5/D6,4,1.31900054,0.398843673,1.648783365,ENST00000280326.9 D5/D6,ENSG00000150753.12,CCT5,protein_coding,CCT5-201,protein_coding,3293,11,10,High Confidence
ENST00000280326,F7/D6,2,0.911396581,-0.133849339,0.053064044,ENST00000280326.9 F7/D6,ENSG00000150753.12,CCT5,protein_coding,CCT5-201,protein_coding,3293,11,10,Low Confidence
ENST00000280527,M8/D6,2,2.918992965,1.545167208,2.051066088,ENST00000280527.7 M8/D6,ENSG00000150938.10,CRIM1,protein_coding,CRIM1-201,protein_coding,6060,17,16,Medium Confidence
ENST00000280551,D5/D6,4,0.667740022,-0.583553257,2.047731395,ENST00000280551.11 D5/D6,ENSG00000150961.15,SEC24D,protein_coding,SEC24D-201,protein_coding,4018,23,22,Medium Confidence
ENST00000280551,M8/D6,4,0.766083602,-0.385388629,2.098675345,ENST00000280551.11 M8/D6,ENSG00000150961.15,SEC24D,protein_coding,SEC24D-201,protein_coding,4018,23,22,Medium Confidence
ENST00000280557,D5/D6,3,1.209661394,0.274601691,0.104579058,ENST00000280557.11 D5/D6,ENSG00000139726.11,DENR,protein_coding,DENR-201,protein_coding,2719,8,7,High Confidence
ENST00000280557,M8/D6,3,1.229985639,0.298410138,1.269532876,ENST00000280557.11 M8/D6,ENSG00000139726.11,DENR,protein_coding,DENR-201,protein_coding,2719,8,7,High Confidence
ENST00000280571,D5/D6,4,1.164863146,0.218907188,2.405396876,ENST00000280571.10 D5/D6,ENSG00000150977.11,RILPL2,protein_coding,RILPL2-201,protein_coding,1752,4,3,Medium Confidence
ENST00000280612,M8/D6,3,1.213917112,0.279484435,1.134998163,ENST00000280612.9 M8/D6,ENSG00000151012.13,SLC7A11,protein_coding,SLC7A11-201,protein_coding,9645,12,11,High Confidence
ENST00000280665,M8/D6,3,1.29207789,0.369110685,2.015212123,ENST00000280665.11 M8/D6,ENSG00000151065.14,DCP1B,protein_coding,DCP1B-201,protein_coding,2033,9,8,Medium Confidence
ENST00000280700,F7/D6,2,1.200811688,0.26355248,2.517840307,ENST00000280700.10 F7/D6,ENSG00000151092.18,NGLY1,protein_coding,NGLY1-202,protein_coding,2534,12,11,Medium Confidence
ENST00000280756,F7/D6,3,1.625932531,0.697073376,5.348345619,ENST00000280756.9 F7/D6,ENSG00000151135.10,TMEM263,protein_coding,TMEM263-201,protein_coding,3228,4,3,Low Confidence
ENST00000280756,M8/D6,3,0.708511217,-0.498445035,3.010130098,ENST00000280756.9 M8/D6,ENSG00000151135.10,TMEM263,protein_coding,TMEM263-201,protein_coding,3228,4,3,Medium Confidence
ENST00000280904,F7/D6,2,2.462418472,1.299192497,3.498554641,ENST00000280904.11 F7/D6,ENSG00000134755.18,DSC2,protein_coding,DSC2-202,protein_coding,12331,16,15,Medium Confidence
ENST00000281017,D5/D6,2,1.207337716,0.271658052,1.540607497,ENST00000281017.8 D5/D6,ENSG00000151353.15,TMEM18,protein_coding,TMEM18-201,protein_coding,6187,5,4,Low Confidence
ENST00000281017,F7/D6,2,1.155598854,0.208624455,0.474244964,ENST00000281017.8 F7/D6,ENSG00000151353.15,TMEM18,protein_coding,TMEM18-201,protein_coding,6187,5,4,Low Confidence
ENST00000281031,M8/D6,3,0.779784969,-0.358855524,0.161838241,ENST00000281031.5 M8/D6,ENSG00000151366.13,NDUFC2,protein_coding,NDUFC2-201,protein_coding,2168,3,2,High Confidence
ENST00000281038,D5/D6,3,1.273130943,0.348263601,0.899628013,ENST00000281038.10 D5/D6,ENSG00000137513.11,NARS2,protein_coding,NARS2-201,protein_coding,2512,14,13,High Confidence
ENST00000281141,D5/D6,4,1.276596662,0.352176733,0.759847675,ENST00000281141.9 D5/D6,ENSG00000151465.14,CDC123,protein_coding,CDC123-201,protein_coding,1321,13,12,High Confidence
ENST00000281243,D5/D6,2,1.222582568,0.289930938,0.115566591,ENST00000281243.10 D5/D6,ENSG00000151552.13,QDPR,protein_coding,QDPR-201,protein_coding,1507,7,6,Low Confidence
ENST00000281273,D5/D6,2,1.384789955,0.468904938,3.249788958,ENST00000281273.8 D5/D6,ENSG00000151576.10,QTRT2,protein_coding,QTRT2-201,protein_coding,4023,10,9,Medium Confidence
ENST00000281382,M8/D6,2,0.639298482,-0.64663474,4.07071097,ENST00000281382.11 M8/D6,ENSG00000151665.13,PIGF,protein_coding,PIGF-201,protein_coding,1294,6,5,Low Confidence
ENST00000281455,D5/D6,2,0.845041007,-0.243198679,2.01153517,ENST00000281455.7 D5/D6,ENSG00000151726.16,ACSL1,protein_coding,ACSL1-201,protein_coding,3712,21,20,Medium Confidence
ENST00000281456,D5/D6,2,1.361687644,0.445295577,1.178700173,ENST00000281456.11 D5/D6,ENSG00000151729.11,SLC25A4,protein_coding,SLC25A4-201,protein_coding,4415,4,3,Low Confidence
ENST00000281471,M8/D6,3,1.535231082,0.616492384,3.731945437,ENST00000281471.11 M8/D6,ENSG00000151743.11,AMN1,protein_coding,AMN1-201,protein_coding,1952,7,6,Low Confidence
ENST00000281513,D5/D6,2,0.908889421,-0.157077717,16.22935014,ENST00000281513.10 D5/D6,ENSG00000151779.14,NBAS,protein_coding,NBAS-201,protein_coding,7278,52,51,Low Confidence
ENST00000281623,F7/D6,3,1.443627323,0.524611747,6.043917962,ENST00000281623.8 F7/D6,ENSG00000151876.13,FBXO4,protein_coding,FBXO4-201,protein_coding,1655,7,6,Low Confidence
ENST00000281623,M8/D6,2,1.373764347,0.458105058,0.639383191,ENST00000281623.8 M8/D6,ENSG00000151876.13,FBXO4,protein_coding,FBXO4-201,protein_coding,1655,7,6,Low Confidence
ENST00000281631,D5/D6,3,1.344343514,0.422987378,5.133939552,ENST00000281631.10 D5/D6,ENSG00000151883.19,PARP8,protein_coding,PARP8-201,protein_coding,7475,26,25,Low Confidence
ENST00000281701,M8/D6,3,0.707994045,-0.498233932,0.5466598,ENST00000281701.11 M8/D6,ENSG00000143748.18,NVL,protein_coding,NVL-201,protein_coding,2897,23,22,High Confidence
ENST00000281828,D5/D6,3,1.481211319,0.566768502,0.249318974,ENST00000281828.8 D5/D6,ENSG00000116120.11,FARSB,protein_coding,FARSB-201,protein_coding,6761,17,16,High Confidence
ENST00000281828,F7/D6,3,1.194994417,0.256375565,2.095888387,ENST00000281828.8 F7/D6,ENSG00000116120.11,FARSB,protein_coding,FARSB-201,protein_coding,6761,17,16,Medium Confidence
ENST00000281834,D5/D6,4,0.243237033,-2.042159164,3.380126517,ENST00000281834.4 D5/D6,ENSG00000117586.11,TNFSF4,protein_coding,TNFSF4-201,protein_coding,3492,3,2,Medium Confidence
ENST00000281834,F7/D6,2,0.775741163,-0.366352793,0.027369827,ENST00000281834.4 F7/D6,ENSG00000117586.11,TNFSF4,protein_coding,TNFSF4-201,protein_coding,3492,3,2,Low Confidence
ENST00000281834,M8/D6,3,0.792593568,-0.335811676,1.801007963,ENST00000281834.4 M8/D6,ENSG00000117586.11,TNFSF4,protein_coding,TNFSF4-201,protein_coding,3492,3,2,Medium Confidence
ENST00000281871,D5/D6,2,1.212874792,0.278202314,1.77891893,ENST00000281871.11 D5/D6,ENSG00000152082.15,MZT2B,protein_coding,MZT2B-201,protein_coding,599,3,2,Low Confidence
ENST00000282026,M8/D6,3,1.421791936,0.507490248,1.235056676,ENST00000282026.2 M8/D6,ENSG00000152213.4,ARL11,protein_coding,ARL11-201,protein_coding,3552,2,1,High Confidence
ENST00000282050,M8/D6,2,0.876817181,-0.189863194,1.71083808,ENST00000282050.6 M8/D6,ENSG00000152234.16,ATP5F1A,protein_coding,ATP5F1A-201,protein_coding,1945,13,12,Low Confidence
ENST00000282058,M8/D6,3,1.192492303,0.253977568,0.128656058,ENST00000282058.11 M8/D6,ENSG00000152240.13,HAUS1,protein_coding,HAUS1-201,protein_coding,1072,9,8,High Confidence
ENST00000282074,M8/D6,4,2.463164344,1.299258149,2.381480755,ENST00000282074.7 M8/D6,ENSG00000152253.9,SPC25,protein_coding,SPC25-201,protein_coding,1342,7,6,Medium Confidence
ENST00000282077,D5/D6,3,0.728694408,-0.458089204,3.228250585,ENST00000282077.8 D5/D6,ENSG00000152256.14,PDK1,protein_coding,PDK1-201,protein_coding,14072,11,10,Medium Confidence
ENST00000282077,M8/D6,3,0.738360813,-0.438820322,2.880245782,ENST00000282077.8 M8/D6,ENSG00000152256.14,PDK1,protein_coding,PDK1-201,protein_coding,14072,11,10,Medium Confidence
ENST00000282268,F7/D6,3,0.472174412,-1.106056545,13.03410134,ENST00000282268.7 F7/D6,ENSG00000152422.16,XRCC4,protein_coding,XRCC4-201,protein_coding,1696,8,7,Low Confidence
ENST00000282268,M8/D6,3,0.401174666,-1.335409874,10.62656545,ENST00000282268.7 M8/D6,ENSG00000152422.16,XRCC4,protein_coding,XRCC4-201,protein_coding,1696,8,7,Low Confidence
ENST00000282272,F7/D6,2,0.689033056,-0.537932444,2.82901006,ENST00000282272.15 F7/D6,ENSG00000065413.20,ANKRD44,protein_coding,ANKRD44-201,protein_coding,6087,28,27,Medium Confidence
ENST00000282276,D5/D6,2,1.41164139,0.497312211,0.922765764,ENST00000282276.8 D5/D6,ENSG00000247626.5,MARS2,protein_coding,MARS2-201,protein_coding,3027,1,0,Low Confidence
ENST00000282308,D5/D6,2,1.189367577,0.250190724,0.233376995,ENST00000282308.4 D5/D6,ENSG00000152454.4,ZNF256,protein_coding,ZNF256-201,protein_coding,2207,3,2,Low Confidence
ENST00000282356,D5/D6,3,0.757564549,-0.402702842,3.877348963,ENST00000282356.9 D5/D6,ENSG00000152495.11,CAMK4,protein_coding,CAMK4-201,protein_coding,11942,11,10,Low Confidence
ENST00000282388,D5/D6,2,0.773272945,-0.370971689,0.543800271,ENST00000282388.4 D5/D6,ENSG00000152518.8,ZFP36L2,protein_coding,ZFP36L2-201,protein_coding,3693,2,1,Low Confidence
ENST00000282388,M8/D6,2,0.799720664,-0.322497799,0.955568472,ENST00000282388.4 M8/D6,ENSG00000152518.8,ZFP36L2,protein_coding,ZFP36L2-201,protein_coding,3693,2,1,Low Confidence
ENST00000282633,D5/D6,3,1.401789843,0.486605502,2.131772542,ENST00000282633.10 D5/D6,ENSG00000099290.17,WASHC2A,protein_coding,WASHC2A-201,protein_coding,4642,31,30,Medium Confidence
ENST00000282924,F7/D6,2,1.944604146,0.959269755,1.692842013,ENST00000282924.9 F7/D6,ENSG00000152969.21,JAKMIP1,protein_coding,JAKMIP1-201,protein_coding,2585,13,12,Low Confidence
ENST00000282990,D5/D6,3,0.697045821,-0.520757757,0.760968673,ENST00000282990.10 D5/D6,ENSG00000153029.16,MR1,protein_coding,MR1-201,protein_coding,2043,5,4,High Confidence
ENST00000283006,D5/D6,3,1.423689452,0.509582526,0.60122244,ENST00000283006.7 D5/D6,ENSG00000153044.10,CENPH,protein_coding,CENPH-201,protein_coding,1354,9,8,High Confidence
ENST00000283006,M8/D6,3,1.477240495,0.562791,0.889748259,ENST00000283006.7 M8/D6,ENSG00000153044.10,CENPH,protein_coding,CENPH-201,protein_coding,1354,9,8,High Confidence
ENST00000283027,D5/D6,3,0.873970578,-0.194400477,0.629930873,ENST00000283027.10 D5/D6,ENSG00000103274.11,NUBP1,protein_coding,NUBP1-201,protein_coding,1231,11,10,High Confidence
ENST00000283033,D5/D6,3,0.637315088,-0.654000615,5.26421328,ENST00000283033.10 D5/D6,ENSG00000153066.13,TXNDC11,protein_coding,TXNDC11-201,protein_coding,3116,12,11,Low Confidence
ENST00000283033,F7/D6,3,0.781903787,-0.356143869,2.918862666,ENST00000283033.10 F7/D6,ENSG00000153066.13,TXNDC11,protein_coding,TXNDC11-201,protein_coding,3116,12,11,Medium Confidence
ENST00000283033,M8/D6,3,0.632066475,-0.666463909,5.547395388,ENST00000283033.10 M8/D6,ENSG00000153066.13,TXNDC11,protein_coding,TXNDC11-201,protein_coding,3116,12,11,Low Confidence
ENST00000283195,D5/D6,2,1.319454283,0.39960314,2.165108269,ENST00000283195.11 D5/D6,ENSG00000153201.17,RANBP2,protein_coding,RANBP2-201,protein_coding,11708,29,28,Medium Confidence
ENST00000283290,D5/D6,3,1.278269009,0.354185995,0.194922666,ENST00000283290.10 D5/D6,ENSG00000144848.11,ATG3,protein_coding,ATG3-201,protein_coding,1568,12,11,High Confidence
ENST00000283415,F7/D6,2,1.16646362,0.221869911,1.939514823,ENST00000283415.4 F7/D6,ENSG00000153395.10,LPCAT1,protein_coding,LPCAT1-201,protein_coding,3945,14,13,Medium Confidence
