# {
#     "command": "/home/zhaojiaxin/anaconda3/envs/majiq/bin/voila --license /home/zhaojiaxin/sci_pjt/alt_spl/addon/majiq_license_academic_official.lic modulize --directory /cold_data/wangduo/AsimulatoR/majiq/simulate/voila --show-read-counts --show-per-sample-psi --untrimmed-exons --show-all -j 10 /cold_data/wangduo/AsimulatoR/majiq/splicegraph.sql /cold_data/wangduo/AsimulatoR/majiq/simulate/test-control.deltapsi.voila",
#     "dpsi_changing_threshold": 0.2,
#     "dpsi_nonchanging_threshold": 0.95,
#     "dpsi_probability_changing_threshold": 0.95,
#     "voila_version": "2.5.6.dev1+g8423f68b"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	junction_name	junction_coord	denovo	intron	reference_exon_coord	spliced_with_coord	exons_skipped_coords	num_skipped_exons	event_non_changing	event_changing	junction_changing	test_median_reads	control_median_reads	test_median_psi	control_median_psi	control-test_median_dpsi	control-test_probability_changing	control-test_probability_non_changing
ENSG00000169418_1	ENSG00000169418	ENSG00000169418	1	+	ENSG00000169418:s:153680801-153681029	ENSG00000169418_1_MES_1	False	Distal	153681029-153693106	False	False	153680801-153681029	153693106-153693992	153681180-153681293;153681549-153681839;153682498-153682589;153683376-153683511;153683740-153683824;153684964-153685084;153685806-153685880;153686123-153686200;153686646-153686750;153687016-153687087;153687200-153687356;153687634-153687789;153688053-153688221;153688724-153689099;153689188-153689311;153689453-153689521;153689806-153689980;153690284-153690382	18	False	True	True	133	248	4.779e-01	7.835e-01	3.092e-01	9.940e-01	1.593e-17
ENSG00000169418_1	ENSG00000169418	ENSG00000169418	1	+	ENSG00000169418:s:153680801-153681029	ENSG00000169418_1_MES_1	False	Proximal	153681029-153681180	False	False	153680801-153681029	153681180-153681293	153681180-153681293;153681549-153681839;153682498-153682589;153683376-153683511;153683740-153683824;153684964-153685084;153685806-153685880;153686123-153686200;153686646-153686750;153687016-153687087;153687200-153687356;153687634-153687789;153688053-153688221;153688724-153689099;153689188-153689311;153689453-153689521;153689806-153689980;153690284-153690382	18	False	True	True	153	67	5.221e-01	2.165e-01	-3.092e-01	9.940e-01	2.220e-16
ENSG00000169418_1	ENSG00000169418	ENSG00000169418	1	+	ENSG00000169418:t:153693106-153693992	ENSG00000169418_1_MES_1	False	Distal	153681029-153693106	False	False	153693106-153693992	153680801-153681029	153681180-153681293;153681549-153681839;153682498-153682589;153683376-153683511;153683740-153683824;153684964-153685084;153685806-153685880;153686123-153686200;153686646-153686750;153687016-153687087;153687200-153687356;153687634-153687789;153688053-153688221;153688724-153689099;153689188-153689311;153689453-153689521;153689806-153689980;153690284-153690382	18	False	True	True	133	248	4.699e-01	7.724e-01	3.025e-01	9.902e-01	1.282e-14
ENSG00000169418_1	ENSG00000169418	ENSG00000169418	1	+	ENSG00000169418:t:153693106-153693992	ENSG00000169418_1_MES_1	False	Proximal	153690382-153693106	False	False	153680801-153681029	153690284-153690382	153681180-153681293;153681549-153681839;153682498-153682589;153683376-153683511;153683740-153683824;153684964-153685084;153685806-153685880;153686123-153686200;153686646-153686750;153687016-153687087;153687200-153687356;153687634-153687789;153688053-153688221;153688724-153689099;153689188-153689311;153689453-153689521;153689806-153689980;153690284-153690382	18	False	True	True	147	78	5.301e-01	2.276e-01	-3.025e-01	9.902e-01	1.266e-14
ENSG00000116288_1	ENSG00000116288	ENSG00000116288	1	+	ENSG00000116288:s:7962763-7962875	ENSG00000116288_1_MES_1	False	Distal	7962875-7977652	False	False	7962763-7962875	7977652-7977738	7965324-7965425;7969085-7969148;7969345-7969404;7970894-7971521;7971629-7971957	5	False	False	False	50	53	8.002e-01	8.476e-01	3.210e-02	2.520e-03	3.396e-01
ENSG00000116288_1	ENSG00000116288	ENSG00000116288	1	+	ENSG00000116288:s:7962763-7962875	ENSG00000116288_1_MES_1	False	Proximal	7962875-7965324	False	False	7962763-7962875	7965324-7965425	7965324-7965425;7969085-7969148;7969345-7969404;7970894-7971521;7971629-7971957	5	False	False	False	11	13	1.998e-01	1.524e-01	-3.210e-02	2.520e-03	3.396e-01
ENSG00000116288_1	ENSG00000116288	ENSG00000116288	1	+	ENSG00000116288:t:7977652-7977738	ENSG00000116288_1_MES_1	False	Distal	7962875-7977652	False	False	7977652-7977738	7962763-7962875	7965324-7965425;7969085-7969148;7969345-7969404;7970894-7971521;7971629-7971957	5	False	False	False	50	53	8.084e-01	8.251e-01	9.159e-03	8.506e-04	4.739e-01
ENSG00000116288_1	ENSG00000116288	ENSG00000116288	1	+	ENSG00000116288:t:7977652-7977738	ENSG00000116288_1_MES_1	False	Proximal	7971957-7977652	False	False	7962763-7962875	7971629-7971957	7965324-7965425;7969085-7969148;7969345-7969404;7970894-7971521;7971629-7971957	5	False	False	False	12	10	1.916e-01	1.749e-01	-9.159e-03	8.506e-04	4.739e-01
ENSG00000235038_1	ENSG00000235038	ENSG00000235038	1	+	ENSG00000235038:s:58060139-58060307	ENSG00000235038_1_MES_1	False	Distal	58060307-58080011	False	False	58060139-58060307	58080011-58080274	58071550-58071634;58074399-58074425;58077989-58078063	3	False	False	False	52	34	2.780e-01	1.259e-01	-1.525e-01	1.193e-01	3.237e-03
ENSG00000235038_1	ENSG00000235038	ENSG00000235038	1	+	ENSG00000235038:s:58060139-58060307	ENSG00000235038_1_MES_1	False	Proximal	58060307-58071550	False	False	58060139-58060307	58071550-58071634	58071550-58071634;58074399-58074425;58077989-58078063	3	False	False	False	117	247	7.220e-01	8.741e-01	1.525e-01	1.193e-01	3.237e-03
ENSG00000235038_1	ENSG00000235038	ENSG00000235038	1	+	ENSG00000235038:t:58080011-58080274	ENSG00000235038_1_MES_1	False	Distal	58060307-58080011	False	False	58080011-58080274	58060139-58060307	58071550-58071634;58074399-58074425;58077989-58078063	3	False	False	False	52	34	1.994e-01	8.206e-02	-1.214e-01	3.337e-03	1.162e-02
ENSG00000235038_1	ENSG00000235038	ENSG00000235038	1	+	ENSG00000235038:t:58080011-58080274	ENSG00000235038_1_MES_1	False	Proximal	58078063-58080011	False	False	58060139-58060307	58077989-58078063	58071550-58071634;58074399-58074425;58077989-58078063	3	False	False	False	204	398	8.006e-01	9.179e-01	1.214e-01	3.337e-03	1.162e-02
ENSG00000160781_1	ENSG00000160781	ENSG00000160781	1	-	ENSG00000160781:s:156247510-156247632	ENSG00000160781_1_MES_1	False	Distal	156244672-156247510	False	False	156247510-156247632	156244582-156244672	156244690-156244911;156245142-156245277;156245535-156245661;156245782-156246250;156246681-156246756	5	False	False	False	3	4	1.803e-01	2.796e-01	6.221e-02	1.177e-01	1.443e-01
ENSG00000160781_1	ENSG00000160781	ENSG00000160781	1	-	ENSG00000160781:s:156247510-156247632	ENSG00000160781_1_MES_1	False	Proximal	156246756-156247510	False	False	156247510-156247632	156246681-156246756	156244690-156244911;156245142-156245277;156245535-156245661;156245782-156246250;156246681-156246756	5	False	False	False	15	12	8.197e-01	7.204e-01	-6.221e-02	1.177e-01	1.443e-01
ENSG00000160781_1	ENSG00000160781	ENSG00000160781	1	-	ENSG00000160781:t:156244582-156244672	ENSG00000160781_1_MES_1	False	Distal	156244672-156247510	False	False	156244582-156244672	156247510-156247632	156244690-156244911;156245142-156245277;156245535-156245661;156245782-156246250;156246681-156246756	5	False	False	False	3	4	1.955e-01	2.143e-01	-1.776e-04	4.713e-02	2.371e-01
ENSG00000160781_1	ENSG00000160781	ENSG00000160781	1	-	ENSG00000160781:t:156244582-156244672	ENSG00000160781_1_MES_1	False	Proximal	156244672-156244690	False	False	156247510-156247632	156244690-156244911	156244690-156244911;156245142-156245277;156245535-156245661;156245782-156246250;156246681-156246756	5	False	False	False	15	19	8.045e-01	7.857e-01	1.776e-04	4.713e-02	2.371e-01
ENSG00000143434_2	ENSG00000143434	ENSG00000143434	1	-	ENSG00000143434:s:151136857-151137076	ENSG00000143434_2_MES_1	False	Distal	151135764-151136857	False	False	151136857-151137074	151135591-151135764	151136011-151136163;151136448-151136579	2	True	False	False	4157	4148	9.819e-01	9.834e-01	7.772e-16	6.565e-21	1.000e+00
ENSG00000143434_2	ENSG00000143434	ENSG00000143434	1	-	ENSG00000143434:s:151136857-151137076	ENSG00000143434_2_MES_1	False	Proximal				151136857-151137074		151136011-151136163;151136448-151136579	2	True	False				1.814e-02;9.819e-01	1.658e-02;9.834e-01		6.565e-21;6.565e-21	1.000e+00;1.000e+00
ENSG00000143434_2	ENSG00000143434	ENSG00000143434	1	-	ENSG00000143434:t:151135589-151135764	ENSG00000143434_2_MES_1	False	Distal	151135764-151136857	False	False	151135591-151135764	151136857-151137074	151136011-151136163;151136448-151136579	2	True	False	False	4157	4148	9.829e-01	9.843e-01	7.772e-16	6.565e-21	1.000e+00
ENSG00000143434_2	ENSG00000143434	ENSG00000143434	1	-	ENSG00000143434:t:151135589-151135764	ENSG00000143434_2_MES_1	False	Proximal				151136857-151137074		151136011-151136163;151136448-151136579	2	True	False				9.829e-01;1.715e-02	9.843e-01;1.572e-02		6.565e-21;6.565e-21	1.000e+00;1.000e+00
ENSG00000213047_6	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:s:197645690-197645743	ENSG00000213047_6_MES_1	False	Distal	197512953-197645690	False	False	197645690-197645743	197512871-197512953	197539964-197540071;197540959-197541015;197545567-197545990;197546733-197546773;197552255-197553112;197583152-197583253;197595208-197595333;197605482-197607174;197611931-197611976;197617659-197617759;197642711-197642821	11	False	False	False	24	19	6.518e-01	6.704e-01	1.178e-02	1.518e-02	3.250e-01
ENSG00000213047_6	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:s:197645690-197645743	ENSG00000213047_6_MES_1	False	Proximal	197642821-197645690	False	False	197645690-197645743	197642711-197642821	197539964-197540071;197540959-197541015;197545567-197545990;197546733-197546773;197552255-197553112;197583152-197583253;197595208-197595333;197605482-197607174;197611931-197611976;197617659-197617759;197642711-197642821	11	False	False	False	14	10	3.482e-01	3.296e-01	-1.178e-02	1.518e-02	3.250e-01
ENSG00000213047_6	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:t:197512871-197512953	ENSG00000213047_6_MES_1	False	Distal	197512953-197645690	False	False	197512871-197512953	197645690-197645743	197539964-197540071;197540959-197541015;197545567-197545990;197546733-197546773;197552255-197553112;197583152-197583253;197595208-197595333;197605482-197607174;197611931-197611976;197617659-197617759;197642711-197642821	11	False	False	False	24	19	6.698e-01	6.134e-01	-3.547e-02	4.130e-02	2.478e-01
ENSG00000213047_6	ENSG00000213047	ENSG00000213047	1	-	ENSG00000213047:t:197512871-197512953	ENSG00000213047_6_MES_1	False	Proximal	197512953-197539964	False	False	197645690-197645743	197539964-197540071	197539964-197540071;197540959-197541015;197545567-197545990;197546733-197546773;197552255-197553112;197583152-197583253;197595208-197595333;197605482-197607174;197611931-197611976;197617659-197617759;197642711-197642821	11	False	False	False	11	12	3.302e-01	3.866e-01	3.547e-02	4.130e-02	2.478e-01
ENSG00000027644_7	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156845372-156845413	ENSG00000027644_7_MES_1	True	Distal	156841794-156845372	False	False	156845372-156845413	156841665-156841794	156842112-156842271;156842398-156842508;156843004-156843233;156843427-156843479;156844175-156844280;156844462-156844624;156844707-156844843;156845076-156845296	8	False	False	False	42	98	9.096e-01	9.561e-01	3.365e-02	4.085e-04	3.717e-01
ENSG00000027644_7	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:s:156845372-156845413	ENSG00000027644_7_MES_1	True	Proximal	156845296-156845372	False	False	156845372-156845413	156845076-156845296	156842112-156842271;156842398-156842508;156843004-156843233;156843427-156843479;156844175-156844280;156844462-156844624;156844707-156844843;156845076-156845296	8	False	False	False	4	5	9.039e-02	4.394e-02	-3.365e-02	4.085e-04	3.717e-01
ENSG00000027644_7	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:t:156841665-156841794	ENSG00000027644_7_MES_1	True	Distal	156841794-156845372	False	False	156841665-156841794	156845372-156845413	156842112-156842271;156842398-156842508;156843004-156843233;156843427-156843479;156844175-156844280;156844462-156844624;156844707-156844843;156845076-156845296	8	False	False	False	42	98	8.911e-01	9.662e-01	6.445e-02	4.128e-03	1.886e-01
ENSG00000027644_7	ENSG00000027644	ENSG00000027644	1	-	ENSG00000027644:t:156841665-156841794	ENSG00000027644_7_MES_1	True	Proximal	156841794-156842112	False	False	156845372-156845413	156842112-156842271	156842112-156842271;156842398-156842508;156843004-156843233;156843427-156843479;156844175-156844280;156844462-156844624;156844707-156844843;156845076-156845296	8	False	False	False	5	3	1.089e-01	3.384e-02	-6.445e-02	4.128e-03	1.886e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:s:1175958-1175982	ENSG00000162571_1_MES_1	True	Distal	1175982-1176280	True	False	1175958-1175982	1176280-1176312	na-1175932;na-1175957;1175958-1175982;1175983-1176015;1176016-1176063	5	False	False	False	49	69	7.004e-02	9.217e-02	7.897e-03	8.792e-21	7.814e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:s:1175958-1175982	ENSG00000162571_1_MES_1	True	Proximal	1175982-1175983	False	True	1175958-1175982	na-1175932	na-1175932;na-1175957;1175958-1175982;1175983-1176015;1176016-1176063	5	False	False	False	217	425	9.295e-01	8.647e-01	-5.327e-02	6.386e-10	3.959e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:t:1176230-1176312	ENSG00000162571_1_MES_1	True	Distal	1175982-1176280	True	False	1176280-1176312	1175958-1175982	na-1175932;na-1175957;1175958-1175982;1175983-1176015;1176016-1176063	5	False	False	False	49	69	4.864e-02	7.490e-02	1.965e-02	1.175e-20	6.517e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:t:1176230-1176312	ENSG00000162571_1_MES_1	True	Proximal	1175982-1176280	True	False	1175958-1175982	1176016-1176063	na-1175932;na-1175957;1175958-1175982;1175983-1176015;1176016-1176063	5	False	False	False	49	69	4.864e-02	7.490e-02	1.965e-02	1.175e-20	6.517e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:s:1176016-1176063	ENSG00000162571_1_MES_2	True	Distal	1176063-1176172	True	False	1176016-1176063	1176172-1176196	1175958-1175982;1175983-1176015	2	False	False	False	41	77	5.320e-02	1.010e-01	3.386e-02	1.675e-20	3.953e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:s:1176016-1176063	ENSG00000162571_1_MES_2	True	Proximal				1176016-1176063		1175958-1175982;1175983-1176015	2	False	False		;;;;;	;;;;;	8.366e-02;1.517e-03;6.930e-01;2.241e-01;2.299e-03;6.950e-01;3.023e-01;6.259e-02;3.584e-04;3.584e-04;9.367e-01;9.731e-02;5.320e-02;8.487e-01;2.176e-02;7.839e-02;8.958e-01;4.738e-04;7.004e-02;9.295e-01	6.283e-02;3.384e-01;5.192e-01;7.596e-02;2.872e-01;3.493e-01;3.637e-01;1.555e-03;4.652e-02;1.080e-01;8.451e-01;5.727e-02;1.010e-01;8.437e-01;2.730e-02;6.724e-03;9.661e-01;4.310e-02;9.217e-02;8.647e-01		1.392e-04;9.993e-01;2.637e-01;1.638e-01;9.414e-01;9.701e-01;4.511e-03;1.810e-20;8.878e-21;3.696e-20;3.694e-05;1.237e-20;1.675e-20;2.130e-19;7.160e-21;2.213e-20;1.320e-09;7.964e-21;8.792e-21;6.386e-10	5.103e-01;1.499e-19;2.729e-02;1.807e-02;1.270e-11;3.016e-05;3.055e-01;5.150e-01;8.263e-01;8.243e-02;1.133e-01;5.842e-01;3.953e-01;7.266e-01;9.978e-01;4.273e-01;1.854e-01;9.066e-01;7.814e-01;3.959e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:t:1176172-1176196	ENSG00000162571_1_MES_2	True	Distal	1176063-1176172	True	False	1176172-1176196	1176016-1176063	1175958-1175982;1175983-1176015	2	False	False	False	41	77	5.503e-02	1.070e-01	4.131e-02	1.895e-20	3.470e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:t:1176172-1176196	ENSG00000162571_1_MES_2	True	Proximal				1176016-1176063		1175958-1175982;1175983-1176015	2	False	False		;;;;;;	;;;;;;	1.561e-03;2.725e-04;6.209e-02;4.400e-02;8.934e-01;8.494e-02;1.275e-01;4.196e-02;2.270e-04;7.430e-01;2.073e-02;9.793e-01;1.317e-01;8.683e-01;6.681e-02;4.776e-04;9.327e-01;1.577e-02;1.668e-04;4.864e-02;1.668e-04;2.789e-01;6.585e-01;5.503e-02;5.933e-02;8.834e-01	3.498e-02;7.202e-02;8.818e-02;2.363e-02;7.826e-01;5.333e-02;1.118e-01;1.625e-02;3.921e-02;7.828e-01;1.681e-02;9.832e-01;9.525e-02;9.047e-01;2.177e-01;6.288e-02;7.194e-01;1.995e-02;3.923e-02;7.490e-02;8.975e-02;7.003e-02;7.069e-01;1.070e-01;1.703e-03;8.907e-01		7.220e-21;1.986e-20;8.195e-21;9.526e-21;1.044e-03;1.071e-20;7.836e-21;8.334e-21;7.297e-21;8.789e-09;7.176e-21;7.173e-21;2.002e-15;2.576e-13;5.382e-02;1.873e-20;6.264e-01;7.141e-21;7.266e-21;1.175e-20;2.243e-20;6.244e-01;3.121e-05;1.895e-20;1.681e-20;2.653e-14	9.900e-01;4.748e-01;8.422e-01;7.957e-01;1.884e-02;6.797e-01;8.478e-01;8.823e-01;9.804e-01;5.721e-01;9.959e-01;9.959e-01;5.285e-01;5.285e-01;1.570e-03;4.911e-01;3.172e-09;1.000e+00;9.842e-01;6.517e-01;3.724e-01;8.284e-12;3.700e-01;3.470e-01;5.402e-01;7.695e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:s:1176064-1176088	ENSG00000162571_1_MES_3	True	Distal	1176088-1176280	True	False	1176064-1176088	1176280-1176312	1175983-1176015;1176016-1176063	2	False	False	False		31	3.584e-04	1.080e-01	8.460e-02	3.696e-20	8.243e-02
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:s:1176064-1176088	ENSG00000162571_1_MES_3	True	Proximal				1176064-1176088		1175983-1176015;1176016-1176063	2	False	False		;;;;;	;;;;;	8.366e-02;1.517e-03;6.930e-01;2.241e-01;2.299e-03;6.950e-01;3.023e-01;6.259e-02;3.584e-04;3.584e-04;9.367e-01;9.731e-02;5.320e-02;8.487e-01;2.176e-02;7.839e-02;8.958e-01;4.738e-04;7.004e-02;9.295e-01	6.283e-02;3.384e-01;5.192e-01;7.596e-02;2.872e-01;3.493e-01;3.637e-01;1.555e-03;4.652e-02;1.080e-01;8.451e-01;5.727e-02;1.010e-01;8.437e-01;2.730e-02;6.724e-03;9.661e-01;4.310e-02;9.217e-02;8.647e-01		1.392e-04;9.993e-01;2.637e-01;1.638e-01;9.414e-01;9.701e-01;4.511e-03;1.810e-20;8.878e-21;3.696e-20;3.694e-05;1.237e-20;1.675e-20;2.130e-19;7.160e-21;2.213e-20;1.320e-09;7.964e-21;8.792e-21;6.386e-10	5.103e-01;1.499e-19;2.729e-02;1.807e-02;1.270e-11;3.016e-05;3.055e-01;5.150e-01;8.263e-01;8.243e-02;1.133e-01;5.842e-01;3.953e-01;7.266e-01;9.978e-01;4.273e-01;1.854e-01;9.066e-01;7.814e-01;3.959e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:t:1176230-1176312	ENSG00000162571_1_MES_3	True	Distal	1176088-1176280	True	False	1176280-1176312	1176064-1176088	1175983-1176015;1176016-1176063	2	False	False	False		31	1.668e-04	8.975e-02	5.625e-02	2.243e-20	3.724e-01
ENSG00000162571_1	ENSG00000162571	ENSG00000162571	1	+	ENSG00000162571:t:1176230-1176312	ENSG00000162571_1_MES_3	True	Proximal				1176064-1176088		1175983-1176015;1176016-1176063	2	False	False		;;;;;;	;;;;;;	1.561e-03;2.725e-04;6.209e-02;4.400e-02;8.934e-01;8.494e-02;1.275e-01;4.196e-02;2.270e-04;7.430e-01;2.073e-02;9.793e-01;1.317e-01;8.683e-01;6.681e-02;4.776e-04;9.327e-01;1.577e-02;1.668e-04;4.864e-02;1.668e-04;2.789e-01;6.585e-01;5.503e-02;5.933e-02;8.834e-01	3.498e-02;7.202e-02;8.818e-02;2.363e-02;7.826e-01;5.333e-02;1.118e-01;1.625e-02;3.921e-02;7.828e-01;1.681e-02;9.832e-01;9.525e-02;9.047e-01;2.177e-01;6.288e-02;7.194e-01;1.995e-02;3.923e-02;7.490e-02;8.975e-02;7.003e-02;7.069e-01;1.070e-01;1.703e-03;8.907e-01		7.220e-21;1.986e-20;8.195e-21;9.526e-21;1.044e-03;1.071e-20;7.836e-21;8.334e-21;7.297e-21;8.789e-09;7.176e-21;7.173e-21;2.002e-15;2.576e-13;5.382e-02;1.873e-20;6.264e-01;7.141e-21;7.266e-21;1.175e-20;2.243e-20;6.244e-01;3.121e-05;1.895e-20;1.681e-20;2.653e-14	9.900e-01;4.748e-01;8.422e-01;7.957e-01;1.884e-02;6.797e-01;8.478e-01;8.823e-01;9.804e-01;5.721e-01;9.959e-01;9.959e-01;5.285e-01;5.285e-01;1.570e-03;4.911e-01;3.172e-09;1.000e+00;9.842e-01;6.517e-01;3.724e-01;8.284e-12;3.700e-01;3.470e-01;5.402e-01;7.695e-01
ENSG00000116833_1	ENSG00000116833	ENSG00000116833	1	+	ENSG00000116833:s:200039658-200039795	ENSG00000116833_1_MES_1	False	Distal	200039795-200173963	False	False	200039658-200039795	200173963-200177420	200042825-200042965;200043774-200044535;200045443-200045584;200048172-200048818;200057504-200058424;200111202-200111321;200120808-200120955	7	False	False	False	80	90	9.266e-01	9.640e-01	2.892e-02	4.097e-06	4.814e-01
ENSG00000116833_1	ENSG00000116833	ENSG00000116833	1	+	ENSG00000116833:s:200039658-200039795	ENSG00000116833_1_MES_1	False	Proximal	200039795-200042825	False	False	200039658-200039795	200042825-200042965	200042825-200042965;200043774-200044535;200045443-200045584;200048172-200048818;200057504-200058424;200111202-200111321;200120808-200120955	7	False	False	False	7	5	7.345e-02	3.601e-02	-2.892e-02	4.097e-06	4.814e-01
ENSG00000116833_1	ENSG00000116833	ENSG00000116833	1	+	ENSG00000116833:t:200173963-200177420	ENSG00000116833_1_MES_1	False	Distal	200039795-200173963	False	False	200173963-200177420	200039658-200039795	200042825-200042965;200043774-200044535;200045443-200045584;200048172-200048818;200057504-200058424;200111202-200111321;200120808-200120955	7	False	False	False	80	90	9.649e-01	9.827e-01	3.344e-03	3.244e-13	8.837e-01
ENSG00000116833_1	ENSG00000116833	ENSG00000116833	1	+	ENSG00000116833:t:200173963-200177420	ENSG00000116833_1_MES_1	False	Proximal				200039658-200039795		200042825-200042965;200043774-200044535;200045443-200045584;200048172-200048818;200057504-200058424;200111202-200111321;200120808-200120955	7	False	False				9.649e-01;3.512e-02	9.827e-01;1.731e-02		3.244e-13;7.655e-21	8.837e-01;8.837e-01
ENSG00000116984_4	ENSG00000116984	ENSG00000116984	1	+		ENSG00000116984_4_MES_1	False	Distal	236862343-236897006	False	False	236862236-236862343	236897006-236897118	236863454-236863554;236873773-236873840;236874726-236874846;236880755-236880836;236885121-236885219;236886292-236889336;236891133-236895550	7	False	False		5	10					
ENSG00000116984_4	ENSG00000116984	ENSG00000116984	1	+		ENSG00000116984_4_MES_1	False	Proximal				236862236-236862343		236863454-236863554;236873773-236873840;236874726-236874846;236880755-236880836;236885121-236885219;236886292-236889336;236891133-236895550	7	False	False								
ENSG00000116984_4	ENSG00000116984	ENSG00000116984	1	+	ENSG00000116984:t:236897006-236897118	ENSG00000116984_4_MES_1	False	Distal	236862343-236897006	False	False	236897006-236897118	236862236-236862343	236863454-236863554;236873773-236873840;236874726-236874846;236880755-236880836;236885121-236885219;236886292-236889336;236891133-236895550	7	False	False	False	5	10	2.965e-01	6.698e-01	3.444e-01	8.695e-01	1.243e-03
ENSG00000116984_4	ENSG00000116984	ENSG00000116984	1	+	ENSG00000116984:t:236897006-236897118	ENSG00000116984_4_MES_1	False	Proximal	236895550-236897006	False	False	236862236-236862343	236891133-236895550	236863454-236863554;236873773-236873840;236874726-236874846;236880755-236880836;236885121-236885219;236886292-236889336;236891133-236895550	7	False	False	False	15	5	7.035e-01	3.302e-01	-3.444e-01	8.695e-01	1.243e-03
ENSG00000237352_4	ENSG00000237352	ENSG00000237352	1	+	ENSG00000237352:s:59032861-59033231	ENSG00000237352_4_MES_1	False	Distal	59033231-59126984	False	False	59032861-59033231	59126984-59127062	59042172-59042230;59044494-59045565;59048184-59049231;59056407-59057032;59062115-59062184;59082221-59082437;59082568-59082970;59083428-59083520;59086403-59086596;59088015-59088973;59103512-59104116;59112506-59112589	12	False	False	False	26	21	5.579e-01	5.265e-01	-1.124e-02	8.540e-03	3.605e-01
ENSG00000237352_4	ENSG00000237352	ENSG00000237352	1	+	ENSG00000237352:s:59032861-59033231	ENSG00000237352_4_MES_1	False	Proximal	59033231-59042172	False	False	59032861-59033231	59042172-59042230	59042172-59042230;59044494-59045565;59048184-59049231;59056407-59057032;59062115-59062184;59082221-59082437;59082568-59082970;59083428-59083520;59086403-59086596;59088015-59088973;59103512-59104116;59112506-59112589	12	False	False	False	21	20	4.421e-01	4.735e-01	1.124e-02	8.540e-03	3.605e-01
ENSG00000237352_4	ENSG00000237352	ENSG00000237352	1	+	ENSG00000237352:t:59126984-59127062	ENSG00000237352_4_MES_1	False	Distal	59033231-59126984	False	False	59126984-59127062	59032861-59033231	59042172-59042230;59044494-59045565;59048184-59049231;59056407-59057032;59062115-59062184;59082221-59082437;59082568-59082970;59083428-59083520;59086403-59086596;59088015-59088973;59103512-59104116;59112506-59112589	12	False	False	False	26	21	5.700e-01	5.210e-01	-3.544e-02	4.311e-02	2.515e-01
ENSG00000237352_4	ENSG00000237352	ENSG00000237352	1	+	ENSG00000237352:t:59126984-59127062	ENSG00000237352_4_MES_1	False	Proximal	59112589-59126984	False	False	59032861-59033231	59112506-59112589	59042172-59042230;59044494-59045565;59048184-59049231;59056407-59057032;59062115-59062184;59082221-59082437;59082568-59082970;59083428-59083520;59086403-59086596;59088015-59088973;59103512-59104116;59112506-59112589	12	False	False	False	19	20	4.300e-01	4.790e-01	3.544e-02	4.311e-02	2.515e-01
ENSG00000198837_6	ENSG00000198837	ENSG00000198837	1	-	ENSG00000198837:s:153937488-153937614	ENSG00000198837_6_MES_1	False	Distal	153933871-153937488	False	False	153937488-153937614	153933483-153933871	153934135-153934302;153934760-153934964;153935833-153936188;153936542-153936748	4	False	False	False	34	34	5.592e-01	6.193e-01	4.496e-02	3.969e-02	2.219e-01
ENSG00000198837_6	ENSG00000198837	ENSG00000198837	1	-	ENSG00000198837:s:153937488-153937614	ENSG00000198837_6_MES_1	False	Proximal	153936748-153937488	False	False	153937488-153937614	153936542-153936748	153934135-153934302;153934760-153934964;153935833-153936188;153936542-153936748	4	False	False	False	23	18	4.408e-01	3.807e-01	-4.496e-02	3.969e-02	2.219e-01
ENSG00000198837_6	ENSG00000198837	ENSG00000198837	1	-	ENSG00000198837:t:153933483-153933871	ENSG00000198837_6_MES_1	False	Distal	153933871-153937488	False	False	153933483-153933871	153937488-153937614	153934135-153934302;153934760-153934964;153935833-153936188;153936542-153936748	4	False	False	False	34	34	6.197e-01	5.927e-01	-1.045e-02	8.922e-03	3.521e-01
