# {
#     "command": "/home/zhaojiaxin/anaconda3/envs/majiq/bin/voila --license /home/zhaojiaxin/sci_pjt/alt_spl/addon/majiq_license_academic_official.lic modulize --directory /cold_data/wangduo/AsimulatoR/majiq/simulate/voila --show-read-counts --show-per-sample-psi --untrimmed-exons --show-all -j 10 /cold_data/wangduo/AsimulatoR/majiq/splicegraph.sql /cold_data/wangduo/AsimulatoR/majiq/simulate/test-control.deltapsi.voila",
#     "dpsi_changing_threshold": 0.2,
#     "dpsi_nonchanging_threshold": 0.95,
#     "dpsi_probability_changing_threshold": 0.95,
#     "voila_version": "2.5.6.dev1+g8423f68b"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_size	event_non_changing	event_changing	junction_changing	test_median_reads	control_median_reads	test_median_psi	control_median_psi	control-test_median_dpsi	control-test_probability_changing	control-test_probability_non_changing
ENSG00000116237_1	ENSG00000116237	ENSG00000116237	1	-	ENSG00000116237:s:6231902-6232119	ENSG00000116237_1_A5_1	False	False	6231902-6232119	E2	6221193-6225262	Proximal	6225262-6231902	2	False	False	False	11	3	2.374e-01	6.299e-02	-1.655e-01	3.253e-01	1.521e-02
ENSG00000116237_1	ENSG00000116237	ENSG00000116237	1	-	ENSG00000116237:s:6231902-6232119	ENSG00000116237_1_A5_1	False	False	6231902-6232119	E2	6221193-6225262	Distal	6225262-6231904	2	False	False	False	35	59	7.626e-01	9.370e-01	1.655e-01	3.253e-01	1.521e-02
ENSG00000225087_1	ENSG00000225087	ENSG00000225087	1	-	ENSG00000225087:s:72764868-72764963	ENSG00000225087_1_A5_1	False	False	72764868-72764963	E2	72756531-72756558	Proximal	72756558-72764868	28	False	False	False	26	17	9.328e-01	9.070e-01	-1.422e-02	4.429e-03	4.324e-01
ENSG00000225087_1	ENSG00000225087	ENSG00000225087	1	-	ENSG00000225087:s:72764868-72764963	ENSG00000225087_1_A5_1	False	False	72764868-72764963	E2	72756531-72756558	Distal	72756558-72764896	28	False	False	False	2	2	6.718e-02	9.302e-02	1.422e-02	4.429e-03	4.324e-01
ENSG00000217897_1	ENSG00000217897	ENSG00000217897	1	-	ENSG00000217897:s:39304866-39304898	ENSG00000217897_1_A5_1	False	False	39304866-39304898	E2	39304294-39304548	Proximal	39304548-39304866	23	False	False	False	189	117	9.571e-01	9.490e-01	-3.282e-03	1.856e-10	6.386e-01
ENSG00000217897_1	ENSG00000217897	ENSG00000217897	1	-	ENSG00000217897:s:39304866-39304898	ENSG00000217897_1_A5_1	False	False	39304866-39304898	E2	39304294-39304548	Distal	39304548-39304889	23	False	False	False	12	34	4.291e-02	5.100e-02	3.282e-03	1.109e-20	6.386e-01
ENSG00000183831_1	ENSG00000183831	ENSG00000183831	1	-	ENSG00000183831:s:173624787-173624925	ENSG00000183831_1_A5_1	False	False	173624787-173624925	E2	173608336-173610215	Proximal	173610215-173624787	136	False	False	False	4	4	9.299e-02	5.421e-02	-2.129e-02	1.927e-04	4.689e-01
ENSG00000183831_1	ENSG00000183831	ENSG00000183831	1	-	ENSG00000183831:s:173624787-173624925	ENSG00000183831_1_A5_1	False	False	173624787-173624925	E2	173608336-173610215	Distal	173610215-173624923	136	False	False	False	37	69	9.070e-01	9.458e-01	2.129e-02	1.927e-04	4.689e-01
ENSG00000117523_1	ENSG00000117523	ENSG00000117523	1	+	ENSG00000117523:s:171589369-171589605	ENSG00000117523_1_A5_1	False	False	171589369-171589605	E2	171591152-171591313	Proximal	171589605-171591152	199	False	False	False	3	2	1.216e-01	3.597e-02	-5.707e-02	4.399e-02	1.940e-01
ENSG00000117523_1	ENSG00000117523	ENSG00000117523	1	+	ENSG00000117523:s:171589369-171589605	ENSG00000117523_1_A5_1	False	False	171589369-171589605	E2	171591152-171591313	Distal	171589406-171591152	199	False	False	False	12	19	8.784e-01	9.640e-01	5.707e-02	4.399e-02	1.940e-01
ENSG00000158716_1	ENSG00000158716	ENSG00000158716	1	+	ENSG00000158716:s:159780932-159781367	ENSG00000158716_1_A5_1	False	False	159780932-159781367	E2	159782153-159782543	Proximal	159781367-159782153	372	False	False	False	4	1	4.087e-01	1.003e-01	-2.754e-01	7.503e-01	3.589e-03
ENSG00000158716_1	ENSG00000158716	ENSG00000158716	1	+	ENSG00000158716:s:159780932-159781367	ENSG00000158716_1_A5_1	False	False	159780932-159781367	E2	159782153-159782543	Distal	159780995-159782153	372	False	False	False	10	19	5.913e-01	8.997e-01	2.754e-01	7.503e-01	3.589e-03
ENSG00000186205_1	ENSG00000186205	ENSG00000186205	1	+	ENSG00000186205:s:220805052-220805113	ENSG00000186205_1_A5_1	False	False	220805052-220805113	E2	220805203-220805729	Proximal	220805113-220805203	23	False	False	False	38	36	7.760e-01	6.898e-01	-5.938e-02	4.286e-02	1.785e-01
ENSG00000186205_1	ENSG00000186205	ENSG00000186205	1	+	ENSG00000186205:s:220805052-220805113	ENSG00000186205_1_A5_1	False	False	220805052-220805113	E2	220805203-220805729	Distal	220805090-220805203	23	False	False	False	11	19	2.240e-01	3.102e-01	5.938e-02	4.286e-02	1.785e-01
ENSG00000117425_3	ENSG00000117425	ENSG00000117425	1	-	ENSG00000117425:s:44831975-44832044	ENSG00000117425_3_A5_1	False	False	44831975-44832044	E2	44831706-44831797	Proximal	44831797-44831975	26	False	False	False	42	21	8.790e-01	6.130e-01	-2.522e-01	7.388e-01	1.368e-03
ENSG00000117425_3	ENSG00000117425	ENSG00000117425	1	-	ENSG00000117425:s:44831975-44832044	ENSG00000117425_3_A5_1	False	False	44831975-44832044	E2	44831706-44831797	Distal	44831797-44832001	26	False	False	False	5	13	1.210e-01	3.870e-01	2.522e-01	7.388e-01	1.368e-03
ENSG00000143624_5	ENSG00000143624	ENSG00000143624	1	+	ENSG00000143624:s:153768893-153768961	ENSG00000143624_5_A5_1	False	False	153768893-153768961	E2	153769769-153769844	Proximal	153768961-153769769	10	False	False	False	107	48	9.887e-01	9.426e-01	-2.116e-02	6.558e-07	5.959e-01
ENSG00000143624_5	ENSG00000143624	ENSG00000143624	1	+	ENSG00000143624:s:153768893-153768961	ENSG00000143624_5_A5_1	False	False	153768893-153768961	E2	153769769-153769844	Distal	153768951-153769769	10	False	False	False	1	3	1.131e-02	5.740e-02	2.116e-02	6.553e-07	5.959e-01
ENSG00000122420_1	ENSG00000122420	ENSG00000122420	1	+	ENSG00000122420:s:78497874-78497944	ENSG00000122420_1_A5_1	False	False	78497874-78497944	E2	78532213-78532353	Proximal	78497944-78532213	13	False	False	False	20	11	2.702e-01	8.702e-02	-1.748e-01	3.315e-01	4.560e-03
ENSG00000122420_1	ENSG00000122420	ENSG00000122420	1	+	ENSG00000122420:s:78497874-78497944	ENSG00000122420_1_A5_1	False	False	78497874-78497944	E2	78532213-78532353	Distal	78497931-78532213	13	False	False	False	55	115	7.298e-01	9.130e-01	1.748e-01	3.315e-01	4.560e-03
ENSG00000197403_1	ENSG00000197403	ENSG00000197403	1	-	ENSG00000197403:s:158764236-158766700	ENSG00000197403_1_A5_1	False	False	158764236-158766700	E2	158747814-158747899	Proximal	158747899-158764236	1009	False	False	False	19	15	9.160e-01	8.272e-01	-5.490e-02	4.809e-02	1.885e-01
ENSG00000197403_1	ENSG00000197403	ENSG00000197403	1	-	ENSG00000197403:s:158764236-158766700	ENSG00000197403_1_A5_1	False	False	158764236-158766700	E2	158747814-158747899	Distal	158747899-158765245	1009	False	False	False	2	2	8.397e-02	1.728e-01	5.490e-02	4.809e-02	1.885e-01
ENSG00000116741_1	ENSG00000116741	ENSG00000116741	1	+	ENSG00000116741:s:192809458-192809535	ENSG00000116741_1_A5_1	False	False	192809458-192809535	E2	192810166-192810899	Proximal	192809535-192810166	8	False	False	False	948	998	7.662e-01	7.648e-01	-4.608e-04	6.558e-21	9.192e-01
ENSG00000116741_1	ENSG00000116741	ENSG00000116741	1	+	ENSG00000116741:s:192809458-192809535	ENSG00000116741_1_A5_1	False	False	192809458-192809535	E2	192810166-192810899	Distal	192809527-192810166	8	False	False	False	283	310	2.301e-01	2.305e-01	3.615e-04	6.112e-21	9.652e-01
ENSG00000237352_6	ENSG00000237352	ENSG00000237352	1	+	ENSG00000237352:s:59132930-59133128	ENSG00000237352_6_A5_1	False	False	59132930-59133128	E2	59149901-59150550	Proximal	59133128-59149901	45	False	False	False	19	20	4.028e-01	4.666e-01	3.537e-02	2.171e-02	2.718e-01
ENSG00000237352_6	ENSG00000237352	ENSG00000237352	1	+	ENSG00000237352:s:59132930-59133128	ENSG00000237352_6_A5_1	False	False	59132930-59133128	E2	59149901-59150550	Distal	59133083-59149901	45	False	False	False	27	23	5.972e-01	5.334e-01	-3.537e-02	2.171e-02	2.718e-01
ENSG00000198837_3	ENSG00000198837	ENSG00000198837	1	-	ENSG00000198837:s:153942878-153943130	ENSG00000198837_3_A5_1	False	False	153942878-153943130	E2	153941869-153942625	Proximal	153942625-153942878	171	False	False	False	19	20	4.036e-01	3.917e-01	-1.112e-02	6.161e-03	3.786e-01
ENSG00000198837_3	ENSG00000198837	ENSG00000198837	1	-	ENSG00000198837:s:153942878-153943130	ENSG00000198837_3_A5_1	False	False	153942878-153943130	E2	153941869-153942625	Distal	153942625-153943049	171	False	False	False	31	38	5.964e-01	6.083e-01	1.112e-02	6.161e-03	3.786e-01
ENSG00000254154_3	ENSG00000254154	ENSG00000254154	1	-	ENSG00000254154:s:177985860-177985929	ENSG00000254154_3_A5_1	False	False	177985860-177985929	E2	177984956-177985062	Proximal	177985062-177985860	40	False	False	False	10	11	2.590e-01	2.955e-01	2.179e-02	2.121e-02	3.265e-01
ENSG00000254154_3	ENSG00000254154	ENSG00000254154	1	-	ENSG00000254154:s:177985860-177985929	ENSG00000254154_3_A5_1	False	False	177985860-177985929	E2	177984956-177985062	Distal	177985062-177985900	40	False	False	False	25	26	7.410e-01	7.045e-01	-2.179e-02	2.121e-02	3.265e-01
ENSG00000157077_1	ENSG00000157077	ENSG00000157077	1	+	ENSG00000157077:s:52216369-52216474	ENSG00000157077_1_A5_1	False	False	52216369-52216474	E2	52233171-52233276	Proximal	52216474-52233171	3	False	False	False	14	13	9.880e-01	9.321e-01	-3.581e-02	2.320e-02	3.216e-01
ENSG00000157077_1	ENSG00000157077	ENSG00000157077	1	+	ENSG00000157077:s:52216369-52216474	ENSG00000157077_1_A5_1	False	False	52216369-52216474	E2	52233171-52233276	Distal	52216471-52233171	3	False	False	False		2	1.205e-02	6.787e-02	3.581e-02	2.320e-02	3.216e-01
ENSG00000143127_2	ENSG00000143127	ENSG00000143127	1	-	ENSG00000143127:s:145904052-145904200	ENSG00000143127_2_A5_1	False	False	145904052-145904200	E2	145902454-145902961	Proximal	145902961-145904052	71	False	False	False	243	118	9.815e-01	9.060e-01	-6.163e-02	2.844e-07	2.717e-01
ENSG00000143127_2	ENSG00000143127	ENSG00000143127	1	-	ENSG00000143127:s:145904052-145904200	ENSG00000143127_2_A5_1	False	False	145904052-145904200	E2	145902454-145902961	Distal	145902961-145904123	71	False	False	False	3	14	1.848e-02	9.403e-02	6.163e-02	2.841e-07	2.717e-01
ENSG00000215720_1	ENSG00000215720	ENSG00000215720	1	-	ENSG00000215720:s:15192750-15192845	ENSG00000215720_1_A5_1	False	False	15192750-15192845	E2	15191828-15192441	Proximal	15192441-15192750	36	False	True	True	1475	760	5.661e-01	2.348e-01	-3.582e-01	1.000e+00	0.000e+00
ENSG00000215720_1	ENSG00000215720	ENSG00000215720	1	-	ENSG00000215720:s:15192750-15192845	ENSG00000215720_1_A5_1	False	False	15192750-15192845	E2	15191828-15192441	Distal	15192441-15192786	36	False	True	True	1123	2468	4.339e-01	7.652e-01	3.582e-01	1.000e+00	2.602e-20
ENSG00000286219_1	ENSG00000286219	ENSG00000286219	1	+	ENSG00000286219:s:149430934-149431015	ENSG00000286219_1_A5_1	False	False	149430934-149431015	E2	149455318-149455577	Proximal	149431015-149455318	5	False	False	False	116	125	7.696e-01	7.925e-01	1.417e-02	8.980e-05	5.160e-01
ENSG00000286219_1	ENSG00000286219	ENSG00000286219	1	+	ENSG00000286219:s:149430934-149431015	ENSG00000286219_1_A5_1	False	False	149430934-149431015	E2	149455318-149455577	Distal	149431010-149455318	5	False	False	False	33	31	2.304e-01	2.075e-01	-1.417e-02	8.980e-05	5.160e-01
ENSG00000228776_1	ENSG00000228776	ENSG00000228776	1	+	ENSG00000228776:s:42140635-42140695	ENSG00000228776_1_A5_1	False	False	42140635-42140695	E2	42140999-42141391	Proximal	42140695-42140999	18	False	False	False	28	16	6.301e-02	4.658e-02	-2.330e-02	1.290e-20	6.081e-01
ENSG00000228776_1	ENSG00000228776	ENSG00000228776	1	+	ENSG00000228776:s:42140635-42140695	ENSG00000228776_1_A5_1	False	False	42140635-42140695	E2	42140999-42141391	Distal	42140677-42140999	18	False	False	False	448	452	9.370e-01	9.534e-01	2.330e-02	1.227e-20	6.081e-01
ENSG00000226208_1	ENSG00000226208	ENSG00000226208	1	-	ENSG00000226208:s:70720202-70720289	ENSG00000226208_1_A5_1	False	False	70720202-70720289	E2	70715933-70716276	Proximal	70716276-70720202	34	False	False	False	36	36	3.503e-01	5.811e-01	2.001e-01	5.332e-01	8.526e-03
ENSG00000226208_1	ENSG00000226208	ENSG00000226208	1	-	ENSG00000226208:s:70720202-70720289	ENSG00000226208_1_A5_1	False	False	70720202-70720289	E2	70715933-70716276	Distal	70716276-70720236	34	False	False	False	55	28	6.497e-01	4.189e-01	-2.001e-01	5.332e-01	8.526e-03
ENSG00000224810_1	ENSG00000224810	ENSG00000224810	1	-	ENSG00000224810:s:182068317-182068370	ENSG00000224810_1_A5_1	False	False	182068317-182068370	E2	182062677-182064901	Proximal	182064901-182068317	50	False	False	False	4	4	6.981e-02	1.190e-01	2.888e-02	6.797e-03	3.418e-01
ENSG00000224810_1	ENSG00000224810	ENSG00000224810	1	-	ENSG00000224810:s:182068317-182068370	ENSG00000224810_1_A5_1	False	False	182068317-182068370	E2	182062677-182064901	Distal	182064901-182068367	50	False	False	False	44	24	9.302e-01	8.810e-01	-2.888e-02	6.797e-03	3.418e-01
ENSG00000142687_4	ENSG00000142687	ENSG00000142687	1	-	ENSG00000142687:s:35470863-35470960	ENSG00000142687_4_A5_1	False	False	35470863-35470960	E2	35466608-35466695	Proximal	35466695-35470863	46	False	False	False	47	49	6.992e-01	7.222e-01	1.455e-02	2.343e-03	3.948e-01
ENSG00000142687_4	ENSG00000142687	ENSG00000142687	1	-	ENSG00000142687:s:35470863-35470960	ENSG00000142687_4_A5_1	False	False	35470863-35470960	E2	35466608-35466695	Distal	35466695-35470909	46	False	False	False	21	17	3.008e-01	2.778e-01	-1.455e-02	2.343e-03	3.948e-01
ENSG00000248333_6	ENSG00000248333	ENSG00000248333	1	-	ENSG00000248333:s:1636897-1637004	ENSG00000248333_6_A5_1	False	False	1636897-1637004	E2	1636682-1636798	Proximal	1636798-1636897	98	False	False	False	22	15	8.101e-02	6.059e-02	-4.480e-03	7.412e-21	8.661e-01
ENSG00000248333_6	ENSG00000248333	ENSG00000248333	1	-	ENSG00000248333:s:1636897-1637004	ENSG00000248333_6_A5_1	False	False	1636897-1637004	E2	1636682-1636798	Distal	1636798-1636995	98	False	False	False	264	257	9.190e-01	9.394e-01	4.480e-03	7.298e-21	8.661e-01
ENSG00000162618_1	ENSG00000162618	ENSG00000162618	1	-	ENSG00000162618:s:79006543-79006820	ENSG00000162618_1_A5_1	False	False	79006543-79006820	E2	79005070-79005219	Proximal	79005219-79006543	181	False	False	False	10	10	3.970e-01	3.334e-01	-2.988e-02	4.650e-02	2.340e-01
ENSG00000162618_1	ENSG00000162618	ENSG00000162618	1	-	ENSG00000162618:s:79006543-79006820	ENSG00000162618_1_A5_1	False	False	79006543-79006820	E2	79005070-79005219	Distal	79005219-79006724	181	False	False	False	14	18	6.030e-01	6.666e-01	2.988e-02	4.650e-02	2.340e-01
ENSG00000143799_6	ENSG00000143799	ENSG00000143799	1	-	ENSG00000143799:s:226374226-226376067	ENSG00000143799_6_A5_1	False	False	226374226-226376067	E2	226372856-226372915	Proximal	226372915-226374226	1367	False	False	False	201	112	9.644e-01	9.020e-01	-5.518e-02	5.572e-06	2.758e-01
ENSG00000143799_6	ENSG00000143799	ENSG00000143799	1	-	ENSG00000143799:s:226374226-226376067	ENSG00000143799_6_A5_1	False	False	226374226-226376067	E2	226372856-226372915	Distal	226372915-226375593	1367	False	False	False	6	13	3.555e-02	9.799e-02	5.518e-02	5.573e-06	2.758e-01
ENSG00000203469_1	ENSG00000203469	ENSG00000203469	1	+	ENSG00000203469:s:10458555-10458772	ENSG00000203469_1_A5_1	False	False	10458555-10458772	E2	10459090-10459338	Proximal	10458772-10459090	12	False	True	True	36	12	8.702e-01	4.596e-01	-4.147e-01	9.944e-01	3.701e-07
ENSG00000203469_1	ENSG00000203469	ENSG00000203469	1	+	ENSG00000203469:s:10458555-10458772	ENSG00000203469_1_A5_1	False	False	10458555-10458772	E2	10459090-10459338	Distal	10458760-10459090	12	False	True	True	4	18	1.298e-01	5.404e-01	4.147e-01	9.944e-01	3.702e-07
ENSG00000285778_1	ENSG00000285778	ENSG00000285778	1	-	ENSG00000285778:s:73915129-73915340	ENSG00000285778_1_A5_1	False	False	73915129-73915340	E2	73911338-73913416	Proximal	73913416-73915129	92	False	False	False	46	109	2.854e-02	6.368e-02	5.126e-02	1.904e-20	4.751e-01
ENSG00000285778_1	ENSG00000285778	ENSG00000285778	1	-	ENSG00000285778:s:73915129-73915340	ENSG00000285778_1_A5_1	False	False	73915129-73915340	E2	73911338-73913416	Distal	73913416-73915221	92	False	False	False	1599	1557	9.715e-01	9.363e-01	-5.126e-02	2.043e-20	4.751e-01
ENSG00000117791_1	ENSG00000117791	ENSG00000117791	1	+	ENSG00000117791:s:220754368-220754432	ENSG00000117791_1_A5_1	False	False	220754368-220754432	E2	220754947-220755120	Proximal	220754432-220754947	6	False	False	False	132	117	4.151e-01	4.403e-01	1.161e-02	4.170e-08	6.552e-01
ENSG00000117791_1	ENSG00000117791	ENSG00000117791	1	+	ENSG00000117791:s:220754368-220754432	ENSG00000117791_1_A5_1	False	False	220754368-220754432	E2	220754947-220755120	Distal	220754426-220754947	6	False	False	False	187	170	5.849e-01	5.597e-01	-1.161e-02	4.172e-08	6.552e-01
ENSG00000188295_1	ENSG00000188295	ENSG00000188295	1	-	ENSG00000188295:s:247101987-247102113	ENSG00000188295_1_A5_1	False	False	247101987-247102113	E2	247101731-247101791	Proximal	247101791-247101987	109	False	True	True	143	76	7.097e-01	3.755e-01	-3.361e-01	9.982e-01	2.386e-13
ENSG00000188295_1	ENSG00000188295	ENSG00000188295	1	-	ENSG00000188295:s:247101987-247102113	ENSG00000188295_1_A5_1	False	False	247101987-247102113	E2	247101731-247101791	Distal	247101791-247102096	109	False	True	True	55	129	2.903e-01	6.245e-01	3.361e-01	9.982e-01	2.553e-13
ENSG00000242598_1	ENSG00000242598	ENSG00000242598	1	-	ENSG00000242598:s:81557565-81557832	ENSG00000242598_1_A5_1	False	False	81557565-81557832	E2	81557121-81557373	Proximal	81557373-81557565	174	False	False	False	230	246	7.457e-01	7.081e-01	-2.715e-02	6.001e-07	4.643e-01
ENSG00000242598_1	ENSG00000242598	ENSG00000242598	1	-	ENSG00000242598:s:81557565-81557832	ENSG00000242598_1_A5_1	False	False	81557565-81557832	E2	81557121-81557373	Distal	81557373-81557739	174	False	False	False	76	104	2.543e-01	2.919e-01	2.715e-02	5.999e-07	4.643e-01
ENSG00000272094_1	ENSG00000272094	ENSG00000272094	1	-	ENSG00000272094:s:90862857-90862920	ENSG00000272094_1_A5_1	False	False	90862857-90862920	E2	90860550-90861364	Proximal	90861364-90862857	20	False	False	False	46	107	6.325e-02	1.475e-01	6.771e-02	6.373e-10	2.286e-01
ENSG00000272094_1	ENSG00000272094	ENSG00000272094	1	-	ENSG00000272094:s:90862857-90862920	ENSG00000272094_1_A5_1	False	False	90862857-90862920	E2	90860550-90861364	Distal	90861364-90862877	20	False	False	False	638	632	9.368e-01	8.525e-01	-6.771e-02	7.294e-10	2.286e-01
