# {
#     "command": "/home/zhaojiaxin/anaconda3/envs/majiq/bin/voila --license /home/zhaojiaxin/sci_pjt/alt_spl/addon/majiq_license_academic_official.lic modulize --directory /cold_data/wangduo/AsimulatoR/majiq/simulate/voila --show-read-counts --show-per-sample-psi --untrimmed-exons --show-all -j 10 /cold_data/wangduo/AsimulatoR/majiq/splicegraph.sql /cold_data/wangduo/AsimulatoR/majiq/simulate/test-control.deltapsi.voila",
#     "dpsi_changing_threshold": 0.2,
#     "dpsi_nonchanging_threshold": 0.95,
#     "dpsi_probability_changing_threshold": 0.95,
#     "voila_version": "2.5.6.dev1+g8423f68b"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	event_id	complex	denovo	reference_exon_coord	spliced_with	spliced_with_coord	junction_name	junction_coord	event_non_changing	event_changing	junction_changing	test_median_reads	control_median_reads	test_median_psi	control_median_psi	control-test_median_dpsi	control-test_probability_changing	control-test_probability_non_changing
ENSG00000094975_1	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:t:172551512-172552152	ENSG00000094975_1_afe_1	False	False	172551512-172552152	A	172533118-172533497	Proximal	172533497-172551512	False	False	False	18	18	3.912e-01	3.386e-01	-3.174e-02	2.200e-02	2.708e-01
ENSG00000094975_1	ENSG00000094975	ENSG00000094975	1	+	ENSG00000094975:t:172551512-172552152	ENSG00000094975_1_afe_1	False	False	172551512-172552152	A	172532349-172532799	Distal	172532799-172551512	False	False	False	31	34	6.088e-01	6.614e-01	3.174e-02	2.200e-02	2.708e-01
ENSG00000224311_1	ENSG00000224311	ENSG00000224311	1	-	ENSG00000224311:t:27229106-27229235	ENSG00000224311_1_afe_1	False	False	27229106-27229235	A	27233445-27233602	Proximal	27229235-27233445	False	False	False	11	7	3.314e-01	2.643e-01	-3.877e-02	6.538e-02	2.040e-01
ENSG00000224311_1	ENSG00000224311	ENSG00000224311	1	-	ENSG00000224311:t:27229106-27229235	ENSG00000224311_1_afe_1	False	False	27229106-27229235	A	27234262-27234352	Distal	27229235-27234262	False	False	False	209	173	6.686e-01	7.357e-01	3.877e-02	6.538e-02	2.040e-01
ENSG00000284237_1	ENSG00000284237	ENSG00000284237	1	+	ENSG00000284237:t:207961321-207963963	ENSG00000284237_1_afe_1	False	False	207961321-207963963	A	207960115-207960182	Proximal	207960182-207961321	False	False	False	4	6	1.646e-01	3.659e-01	1.660e-01	4.047e-01	2.876e-02
ENSG00000284237_1	ENSG00000284237	ENSG00000284237	1	+	ENSG00000284237:t:207961321-207963963	ENSG00000284237_1_afe_1	False	False	207961321-207963963	A	207959292-207959839	Distal	207959839-207961321	False	False	False	25	12	8.354e-01	6.341e-01	-1.660e-01	4.047e-01	2.876e-02
ENSG00000123836_1	ENSG00000123836	ENSG00000123836	1	+	ENSG00000123836:t:207042169-207042212	ENSG00000123836_1_afe_1	False	False	207042169-207042212	A	207034946-207035080	Proximal	207035080-207042169	False	False	False	20	25	6.614e-01	6.666e-01	9.968e-03	1.866e-02	3.235e-01
ENSG00000123836_1	ENSG00000123836	ENSG00000123836	1	+	ENSG00000123836:t:207042169-207042212	ENSG00000123836_1_afe_1	False	False	207042169-207042212	A	207034366-207034472	Distal	207034472-207042169	False	False	False	8	12	3.386e-01	3.334e-01	-9.968e-03	1.866e-02	3.235e-01
ENSG00000116574_1	ENSG00000116574	ENSG00000116574	1	+	ENSG00000116574:t:228743285-228746664	ENSG00000116574_1_afe_1	False	False	228743285-228746664	A	228737673-228737731	Proximal	228737731-228743285	False	False	False	35	32	5.586e-01	5.967e-01	2.135e-02	8.880e-03	3.466e-01
ENSG00000116574_1	ENSG00000116574	ENSG00000116574	1	+	ENSG00000116574:t:228743285-228746664	ENSG00000116574_1_afe_1	False	False	228743285-228746664	A	228735479-228736004	Distal	228736004-228743285	False	False	False	24	23	4.414e-01	4.033e-01	-2.135e-02	8.880e-03	3.466e-01
ENSG00000117425_1	ENSG00000117425	ENSG00000117425	1	-	ENSG00000117425:t:44832152-44832341	ENSG00000117425_1_afe_1	False	False	44832152-44832341	A	44841847-44842039	Proximal	44832341-44841847	False	False	False	4	8	8.898e-02	3.366e-01	2.379e-01	6.563e-01	4.918e-03
ENSG00000117425_1	ENSG00000117425	ENSG00000117425	1	-	ENSG00000117425:t:44832152-44832341	ENSG00000117425_1_afe_1	False	False	44832152-44832341	A	44842861-44843253	Distal	44832341-44842861	False	False	False	44	11	9.110e-01	6.634e-01	-2.379e-01	6.563e-01	4.918e-03
ENSG00000169991_1	ENSG00000169991	ENSG00000169991	1	-	ENSG00000169991:t:18919678-18919773	ENSG00000169991_1_afe_1	False	False	18919678-18919773	A	18921061-18921121	Proximal	18919773-18921061	False	False	False	15	6	2.770e-01	7.457e-02	-1.985e-01	4.887e-01	1.819e-03
ENSG00000169991_1	ENSG00000169991	ENSG00000169991	1	-	ENSG00000169991:t:18919678-18919773	ENSG00000169991_1_afe_1	False	False	18919678-18919773	A	18955668-18956676	Distal	18919773-18955668	False	False	False	38	82	7.230e-01	9.254e-01	1.985e-01	4.887e-01	1.819e-03
ENSG00000121764_1	ENSG00000121764	ENSG00000121764	1	+	ENSG00000121764:t:31618756-31618816	ENSG00000121764_1_afe_1	False	False	31618756-31618816	A	31618021-31618126	Proximal	31618126-31618756	False	False	False	3	1	2.334e-01	5.340e-02	-1.527e-01	3.342e-01	3.409e-02
ENSG00000121764_1	ENSG00000121764	ENSG00000121764	1	+	ENSG00000121764:t:31618756-31618816	ENSG00000121764_1_afe_1	False	False	31618756-31618816	A	31617686-31617881	Distal	31617881-31618756	False	False	False	11	29	7.666e-01	9.466e-01	1.527e-01	3.342e-01	3.409e-02
ENSG00000286019_1	ENSG00000286019	ENSG00000286019	1	-	ENSG00000286019:t:148615691-148615950	ENSG00000286019_1_afe_1	False	False	148615691-148615950	A	148640016-148640089	Proximal	148615950-148640016	False	False	False	26	31	1.927e-01	2.666e-01	5.681e-02	3.283e-03	2.107e-01
ENSG00000286019_1	ENSG00000286019	ENSG00000286019	1	-	ENSG00000286019:t:148615691-148615950	ENSG00000286019_1_afe_1	False	False	148615691-148615950	A	148679462-148679746	Distal	148615950-148679462	False	False	False	118	77	8.073e-01	7.334e-01	-5.681e-02	3.283e-03	2.107e-01
ENSG00000163463_1	ENSG00000163463	ENSG00000163463	1	-	ENSG00000163463:t:155169787-155172489	ENSG00000163463_1_afe_1	False	False	155169787-155172489	A	155172565-155173304	Proximal	155172489-155172565	False	False	False	50	116	2.505e-02	9.875e-02	6.627e-02	2.562e-20	2.376e-01
ENSG00000163463_1	ENSG00000163463	ENSG00000163463	1	-	ENSG00000163463:t:155169787-155172489	ENSG00000163463_1_afe_1	False	False	155169787-155172489	A	155173317-155173475	Distal	155172489-155173317	False	False	False	2053	1037	9.750e-01	9.012e-01	-6.627e-02	2.815e-20	2.376e-01
ENSG00000143624_4	ENSG00000143624	ENSG00000143624	1	+	ENSG00000143624:t:153768893-153768961	ENSG00000143624_4_afe_1	True	False	153768893-153768961	A	153766475-153767827	Proximal	153767827-153768893	False	False	False	112	49	9.822e-01	9.142e-01	-5.321e-02	1.034e-03	2.758e-01
ENSG00000143624_4	ENSG00000143624	ENSG00000143624	1	+	ENSG00000143624:t:153768893-153768961	ENSG00000143624_4_afe_1	True	False	153768893-153768961	A	153764944-153765063	Distal	153765063-153768893	False	False	False	2	4	1.783e-02	8.584e-02	5.321e-02	1.034e-03	2.758e-01
ENSG00000228971_1	ENSG00000228971	ENSG00000228971	1	+	ENSG00000228971:t:95510881-95511008	ENSG00000228971_1_afe_1	False	False	95510881-95511008	A	95510538-95510653	Proximal	95510653-95510881	False	False	False	24	32	9.548e-01	9.106e-01	-2.365e-02	1.302e-03	4.043e-01
ENSG00000228971_1	ENSG00000228971	ENSG00000228971	1	+	ENSG00000228971:t:95510881-95511008	ENSG00000228971_1_afe_1	False	False	95510881-95511008	A	95510059-95510362	Distal	95510362-95510881	False	False	False	2	3	4.516e-02	8.941e-02	2.365e-02	1.302e-03	4.043e-01
ENSG00000143398_1	ENSG00000143398	ENSG00000143398	1	+	ENSG00000143398:t:151213517-151213547	ENSG00000143398_1_afe_1	False	False	151213517-151213547	A	151198551-151199187	Proximal	151199187-151213517	False	False	False	334	339	8.376e-01	8.360e-01	6.271e-05	4.123e-19	8.056e-01
ENSG00000143398_1	ENSG00000143398	ENSG00000143398	1	+	ENSG00000143398:t:151213517-151213547	ENSG00000143398_1_afe_1	False	False	151213517-151213547	A	151197949-151198117	Distal	151198117-151213517	False	False	False	63	65	1.624e-01	1.640e-01	-6.269e-05	7.382e-21	8.056e-01
ENSG00000117461_1	ENSG00000117461	ENSG00000117461	1	-	ENSG00000117461:t:46040140-46043871	ENSG00000117461_1_afe_1	False	False	46040140-46043871	A	46045918-46046088	Proximal	46043871-46045918	False	False	False	13	15	8.553e-01	8.816e-01	2.575e-02	5.224e-02	2.292e-01
ENSG00000117461_1	ENSG00000117461	ENSG00000117461	1	-	ENSG00000117461:t:46040140-46043871	ENSG00000117461_1_afe_1	False	False	46040140-46043871	A	46046551-46046625	Distal	46043871-46046551	False	False	False	1	2	1.447e-01	1.184e-01	-2.575e-02	5.224e-02	2.292e-01
ENSG00000237352_1	ENSG00000237352	ENSG00000237352	1	+	ENSG00000237352:t:58953859-58953919	ENSG00000237352_1_afe_1	False	False	58953859-58953919	A	58939614-58939795	Proximal	58939795-58953859	False	False	False	13	18	5.653e-01	6.021e-01	1.900e-02	2.934e-02	2.690e-01
ENSG00000237352_1	ENSG00000237352	ENSG00000237352	1	+	ENSG00000237352:t:58953859-58953919	ENSG00000237352_1_afe_1	False	False	58953859-58953919	A	58933643-58933795	Distal	58933795-58953859	False	False	False	13	14	4.347e-01	3.979e-01	-1.900e-02	2.934e-02	2.690e-01
ENSG00000198837_1	ENSG00000198837	ENSG00000198837	1	-	ENSG00000198837:t:153944058-153944397	ENSG00000198837_1_afe_1	False	False	153944058-153944397	A	153945135-153945269	Proximal	153944397-153945135	False	False	False	7	8	2.033e-01	1.918e-01	-3.742e-03	2.701e-03	4.029e-01
ENSG00000198837_1	ENSG00000198837	ENSG00000198837	1	-	ENSG00000198837:t:153944058-153944397	ENSG00000198837_1_afe_1	False	False	153944058-153944397	A	153946301-153946718	Distal	153944397-153946301	False	False	False	39	38	7.967e-01	8.082e-01	3.742e-03	2.701e-03	4.029e-01
ENSG00000254154_1	ENSG00000254154	ENSG00000254154	1	-	ENSG00000254154:t:178034705-178034801	ENSG00000254154_1_afe_1	True	False	178034705-178034801	A	178037694-178037801	Proximal	178034801-178037694	False	False	False	16	13	4.038e-01	4.289e-01	1.584e-02	2.217e-02	2.970e-01
ENSG00000254154_1	ENSG00000254154	ENSG00000254154	1	-	ENSG00000254154:t:178034705-178034801	ENSG00000254154_1_afe_1	True	False	178034705-178034801	A	178037897-178038007	Distal	178034801-178037897	False	False	False	3	7	9.569e-02	2.652e-01	1.439e-01	2.882e-01	3.714e-02
ENSG00000254154_1	ENSG00000254154	ENSG00000254154	1	-	ENSG00000254154:t:178034705-178034801	ENSG00000254154_1_afe_2	True	True	178034705-178034801	A	178037694-178037801	Proximal	178034802-178037693	False	False	False	17	9	4.902e-01	3.130e-01	-1.609e-01	3.782e-01	3.247e-02
ENSG00000254154_1	ENSG00000254154	ENSG00000254154	1	-	ENSG00000254154:t:178034705-178034801	ENSG00000254154_1_afe_2	True	False	178034705-178034801	A	178037897-178038007	Distal	178034801-178037897	False	False	False	3	7	9.569e-02	2.652e-01	1.439e-01	2.882e-01	3.714e-02
ENSG00000135750_1	ENSG00000135750	ENSG00000135750	1	+	ENSG00000135750:t:233630508-233630803	ENSG00000135750_1_afe_1	False	False	233630508-233630803	A	233629558-233629914	Proximal	233629914-233630508	False	False	False	1142	561	9.859e-01	9.300e-01	-5.001e-02	2.009e-20	4.789e-01
ENSG00000135750_1	ENSG00000135750	ENSG00000135750	1	+	ENSG00000135750:t:233630508-233630803	ENSG00000135750_1_afe_1	False	False	233630508-233630803	A	233614106-233614526	Distal	233614526-233630508	False	False	False	19	38	1.410e-02	7.000e-02	5.001e-02	1.874e-20	4.789e-01
ENSG00000204060_1	ENSG00000204060	ENSG00000204060	1	+	ENSG00000204060:t:41381616-41383590	ENSG00000204060_1_afe_1	False	False	41381616-41383590	A	41366679-41366775	Proximal	41366775-41381616	False	False	False	10	3	3.398e-01	6.011e-02	-2.651e-01	7.693e-01	1.581e-03
ENSG00000204060_1	ENSG00000204060	ENSG00000204060	1	+	ENSG00000204060:t:41381616-41383590	ENSG00000204060_1_afe_1	False	False	41381616-41383590	A	41361922-41362344	Distal	41362344-41381616	False	False	False	22	24	6.602e-01	9.399e-01	2.651e-01	7.693e-01	1.581e-03
ENSG00000143127_1	ENSG00000143127	ENSG00000143127	1	-	ENSG00000143127:t:145907041-145907150	ENSG00000143127_1_afe_1	False	False	145907041-145907150	A	145907354-145907465	Proximal	145907150-145907354	False	False	False	128	52	9.829e-01	9.086e-01	-5.421e-02	2.025e-04	2.842e-01
ENSG00000143127_1	ENSG00000143127	ENSG00000143127	1	-	ENSG00000143127:t:145907041-145907150	ENSG00000143127_1_afe_1	False	False	145907041-145907150	A	145909963-145910111	Distal	145907150-145909963	False	False	False	3	5	1.712e-02	9.144e-02	5.421e-02	2.025e-04	2.842e-01
ENSG00000162894_1	ENSG00000162894	ENSG00000162894	1	-	ENSG00000162894:t:206921341-206921433	ENSG00000162894_1_afe_1	False	False	206921341-206921433	A	206921818-206921998	Proximal	206921433-206921818	False	False	False	20	21	8.367e-01	8.732e-01	1.726e-02	9.052e-03	3.773e-01
ENSG00000162894_1	ENSG00000162894	ENSG00000162894	1	-	ENSG00000162894:t:206921341-206921433	ENSG00000162894_1_afe_1	False	False	206921341-206921433	A	206923147-206923247	Distal	206921433-206923147	False	False	False	3	3	1.633e-01	1.268e-01	-1.726e-02	9.052e-03	3.773e-01
ENSG00000152092_1	ENSG00000152092	ENSG00000152092	1	-	ENSG00000152092:t:177024583-177024732	ENSG00000152092_1_afe_1	False	False	177024583-177024732	A	177029634-177029741	Proximal	177024732-177029634	False	False	False	11	10	9.353e-01	9.340e-01	8.895e-04	6.968e-03	4.473e-01
ENSG00000152092_1	ENSG00000152092	ENSG00000152092	1	-	ENSG00000152092:t:177024583-177024732	ENSG00000152092_1_afe_1	False	False	177024583-177024732	A	177030806-177030952	Distal	177024732-177030806	False	False	False	2	1	6.466e-02	6.597e-02	-8.895e-04	6.968e-03	4.473e-01
ENSG00000241860_1	ENSG00000241860	ENSG00000241860	1	-	ENSG00000241860:t:169049-169264	ENSG00000241860_1_afe_1	False	False	169049-169264	A	172557-172688	Proximal	169264-172557	False	False	False	24	37	1.547e-01	2.256e-01	5.366e-02	1.517e-03	2.348e-01
ENSG00000241860_1	ENSG00000241860	ENSG00000241860	1	-	ENSG00000241860:t:169049-169264	ENSG00000241860_1_afe_1	False	False	169049-169264	A	173753-173862	Distal	169264-173753	False	False	False	148	138	8.453e-01	7.744e-01	-5.366e-02	1.517e-03	2.348e-01
ENSG00000078369_1	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:t:1890188-1890493	ENSG00000078369_1_afe_1	False	False	1890188-1890493	A	1890820-1891117	Proximal	1890493-1890820	False	False	False	1741	1648	8.646e-01	8.572e-01	-3.777e-03	6.764e-21	8.877e-01
ENSG00000078369_1	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:t:1890188-1890493	ENSG00000078369_1_afe_1	False	False	1890188-1890493	A	1891998-1892292	Distal	1890493-1891998	False	False	False	271	270	1.354e-01	1.428e-01	3.777e-03	6.696e-21	8.877e-01
ENSG00000116406_1	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:t:184744635-184746749	ENSG00000116406_1_afe_1	False	False	184744635-184746749	A	184749547-184749592	Proximal	184746749-184749547	False	False	False	8	14	1.329e-01	1.847e-01	3.521e-02	6.732e-03	3.262e-01
ENSG00000116406_1	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:t:184744635-184746749	ENSG00000116406_1_afe_1	False	False	184744635-184746749	A	184754489-184754907	Distal	184746749-184754489	False	False	False	64	64	8.671e-01	8.153e-01	-3.521e-02	6.732e-03	3.262e-01
ENSG00000230426_2	ENSG00000230426	ENSG00000230426	1	+	ENSG00000230426:t:187417911-187418003	ENSG00000230426_2_afe_1	True	False	187417911-187418003	A	187373848-187374445	Proximal	187374445-187417911	False	False	False	2	2	5.435e-02	1.053e-01	3.066e-02	9.969e-03	3.312e-01
ENSG00000230426_2	ENSG00000230426	ENSG00000230426	1	+	ENSG00000230426:t:187417911-187418003	ENSG00000230426_2_afe_1	True	False	187417911-187418003	A	187303466-187303539	Distal	187303539-187417911	False	False	False	16	18	9.457e-01	8.947e-01	-3.066e-02	9.969e-03	3.312e-01
ENSG00000285782_1	ENSG00000285782	ENSG00000285782	1	-	ENSG00000285782:t:83423895-83424002	ENSG00000285782_1_afe_1	False	False	83423895-83424002	A	83424100-83424236	Proximal	83424002-83424100	False	False	False	9	7	5.392e-01	2.916e-01	-2.034e-01	5.175e-01	1.906e-02
ENSG00000285782_1	ENSG00000285782	ENSG00000285782	1	-	ENSG00000285782:t:83423895-83424002	ENSG00000285782_1_afe_1	False	False	83423895-83424002	A	83425319-83425353	Distal	83424002-83425319	False	False	False	5	13	4.608e-01	7.084e-01	2.034e-01	5.175e-01	1.906e-02
ENSG00000143337_1	ENSG00000143337	ENSG00000143337	1	+	ENSG00000143337:t:179917452-179920077	ENSG00000143337_1_afe_1	True	False	179917452-179920077	A	179913998-179914054	Proximal	179914054-179917452	False	False	False	1	3	9.035e-02	1.420e-01	2.480e-02	1.966e-02	3.387e-01
ENSG00000143337_1	ENSG00000143337	ENSG00000143337	1	+	ENSG00000143337:t:179917452-179920077	ENSG00000143337_1_afe_1	True	False	179917452-179920077	A	179884692-179884769	Distal	179884769-179917452	False	False	False	20	19	9.097e-01	8.580e-01	-2.480e-02	1.966e-02	3.387e-01
ENSG00000143801_1	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:t:226870767-226871404	ENSG00000143801_1_afe_1	False	False	226870767-226871404	A	226870517-226870649	Proximal	226870649-226870767	False	False	False	17	21	6.810e-01	7.911e-01	8.358e-02	1.571e-01	1.087e-01
ENSG00000143801_1	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:t:226870767-226871404	ENSG00000143801_1_afe_1	False	False	226870767-226871404	A	226870184-226870505	Distal	226870505-226870767	False	False	False	8	6	3.190e-01	2.089e-01	-8.358e-02	1.571e-01	1.087e-01
ENSG00000143502_1	ENSG00000143502	ENSG00000143502	1	-	ENSG00000143502:t:223358825-223359121	ENSG00000143502_1_afe_1	False	False	223358825-223359121	A	223360203-223360311	Proximal	223359121-223360203	False	False	False	1099	2172	9.184e-01	9.797e-01	5.138e-02	1.909e-20	4.729e-01
ENSG00000143502_1	ENSG00000143502	ENSG00000143502	1	-	ENSG00000143502:t:223358825-223359121	ENSG00000143502_1_afe_1	False	False	223358825-223359121	A	223363278-223364233	Distal	223359121-223363278	False	False	False	95	47	8.164e-02	2.030e-02	-5.138e-02	2.048e-20	4.729e-01
ENSG00000272030_1	ENSG00000272030	ENSG00000272030	1	-	ENSG00000272030:t:153633036-153633157	ENSG00000272030_1_afe_1	False	False	153633036-153633157	A	153633958-153634110	Proximal	153633157-153633958	False	False	False	9	16	5.532e-01	7.342e-01	1.337e-01	3.059e-01	5.031e-02
ENSG00000272030_1	ENSG00000272030	ENSG00000272030	1	-	ENSG00000272030:t:153633036-153633157	ENSG00000272030_1_afe_1	False	False	153633036-153633157	A	153634214-153634397	Distal	153633157-153634214	False	False	False	6	4	4.468e-01	2.658e-01	-1.337e-01	3.059e-01	5.031e-02
ENSG00000092621_1	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:t:119669191-119669401	ENSG00000092621_1_afe_1	False	False	119669191-119669401	A	119659798-119659913	Proximal	119659913-119669191	False	True	True	70	147	2.305e-01	5.678e-01	3.438e-01	9.997e-01	3.304e-20
ENSG00000092621_1	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:t:119669191-119669401	ENSG00000092621_1_afe_1	False	False	119669191-119669401	A	119648411-119648628	Distal	119648628-119669191	False	True	True	241	124	7.695e-01	4.322e-01	-3.438e-01	9.997e-01	0.000e+00
ENSG00000237899_1	ENSG00000237899	ENSG00000237899	1	-	ENSG00000237899:t:40673316-40673458	ENSG00000237899_1_afe_1	False	False	40673316-40673458	A	40681495-40681550	Proximal	40673458-40681495	False	False	False	111	228	3.841e-02	1.500e-01	1.255e-01	4.316e-20	4.091e-06
ENSG00000237899_1	ENSG00000237899	ENSG00000237899	1	-	ENSG00000237899:t:40673316-40673458	ENSG00000237899_1_afe_1	False	False	40673316-40673458	A	40687525-40687588	Distal	40673458-40687525	False	False	False	2728	1317	9.616e-01	8.500e-01	-1.255e-01	5.758e-14	4.091e-06
ENSG00000052723_1	ENSG00000052723	ENSG00000052723	1	-	ENSG00000052723:t:114778932-114779054	ENSG00000052723_1_afe_1	False	False	114778932-114779054	A	114779098-114779284	Proximal	114779054-114779098	False	False	False	18	31	2.940e-01	5.657e-01	2.619e-01	7.783e-01	1.586e-03
ENSG00000052723_1	ENSG00000052723	ENSG00000052723	1	-	ENSG00000052723:t:114778932-114779054	ENSG00000052723_1_afe_1	False	False	114778932-114779054	A	114780110-114780685	Distal	114779054-114780110	False	False	False	41	26	7.060e-01	4.343e-01	-2.619e-01	7.783e-01	1.586e-03
ENSG00000069812_1	ENSG00000069812	ENSG00000069812	1	-	ENSG00000069812:t:6419607-6419702	ENSG00000069812_1_afe_1	False	False	6419607-6419702	A	6419776-6419919	Proximal	6419702-6419776	False	False	False	4	9	1.727e-01	3.890e-01	1.843e-01	4.659e-01	2.253e-02
ENSG00000069812_1	ENSG00000069812	ENSG00000069812	1	-	ENSG00000069812:t:6419607-6419702	ENSG00000069812_1_afe_1	False	False	6419607-6419702	A	6424478-6424670	Distal	6419702-6424478	False	False	False	13	13	8.273e-01	6.110e-01	-1.843e-01	4.659e-01	2.253e-02
ENSG00000198815_1	ENSG00000198815	ENSG00000198815	1	-	ENSG00000198815:t:42334925-42334965	ENSG00000198815_1_afe_1	False	False	42334925-42334965	A	42335059-42335235	Proximal	42334965-42335059	False	False	False	33	59	9.347e-01	9.664e-01	2.010e-02	1.627e-04	5.203e-01
ENSG00000198815_1	ENSG00000198815	ENSG00000198815	1	-	ENSG00000198815:t:42334925-42334965	ENSG00000198815_1_afe_1	False	False	42334925-42334965	A	42335626-42335877	Distal	42334965-42335626	False	False	False	3	2	6.535e-02	3.355e-02	-2.010e-02	1.627e-04	5.203e-01
ENSG00000242193_1	ENSG00000242193	ENSG00000242193	1	-	ENSG00000242193:t:178034705-178034801	ENSG00000242193_1_afe_1	False	False	178034705-178034801	A	178035274-178037801	Proximal	178034801-178035274	False	False	False	18	11	8.210e-01	5.906e-01	-1.844e-01	4.614e-01	2.181e-02
ENSG00000242193_1	ENSG00000242193	ENSG00000242193	1	-	ENSG00000242193:t:178034705-178034801	ENSG00000242193_1_afe_1	False	False	178034705-178034801	A	178037897-178037950	Distal	178034801-178037897	False	False	False	3	7	1.790e-01	4.094e-01	1.844e-01	4.614e-01	2.181e-02
ENSG00000203307_1	ENSG00000203307	ENSG00000203307	1	+	ENSG00000203307:t:166087087-166087483	ENSG00000203307_1_afe_1	False	False	166087087-166087483	A	166082605-166082731	Proximal	166082731-166087087	False	True	True	142	315	3.864e-01	6.992e-01	3.186e-01	9.994e-01	2.727e-20
ENSG00000203307_1	ENSG00000203307	ENSG00000203307	1	+	ENSG00000203307:t:166087087-166087483	ENSG00000203307_1_afe_1	False	False	166087087-166087483	A	166081183-166081252	Distal	166081252-166087087	False	True	True	219	130	6.136e-01	3.008e-01	-3.186e-01	9.994e-01	0.000e+00
ENSG00000198746_1	ENSG00000198746	ENSG00000198746	1	-	ENSG00000198746:t:26894236-26894410	ENSG00000198746_1_afe_1	False	False	26894236-26894410	A	26897301-26897725	Proximal	26894410-26897301	False	False	False	2	3	4.038e-02	9.375e-02	3.127e-02	2.027e-03	3.781e-01
ENSG00000198746_1	ENSG00000198746	ENSG00000198746	1	-	ENSG00000198746:t:26894236-26894410	ENSG00000198746_1_afe_1	False	False	26894236-26894410	A	26899992-26900467	Distal	26894410-26899992	False	False	False	34	29	9.596e-01	9.062e-01	-3.127e-02	2.027e-03	3.781e-01
