# {
#     "command": "/home/zhaojiaxin/anaconda3/envs/majiq/bin/voila --license /home/zhaojiaxin/sci_pjt/alt_spl/addon/majiq_license_academic_official.lic modulize --directory /cold_data/wangduo/AsimulatoR/majiq/simulate/voila --show-read-counts --show-per-sample-psi --untrimmed-exons --show-all -j 10 /cold_data/wangduo/AsimulatoR/majiq/splicegraph.sql /cold_data/wangduo/AsimulatoR/majiq/simulate/test-control.deltapsi.voila",
#     "dpsi_changing_threshold": 0.2,
#     "dpsi_nonchanging_threshold": 0.95,
#     "dpsi_probability_changing_threshold": 0.95,
#     "voila_version": "2.5.6.dev1+g8423f68b"
# }
module_id	gene_id	gene_name	seqid	strand	lsv_id	cassette	tandem_cassette	alt3	alt5	putative_alt3	putative_alt5	alt3_5	mxe	ir	ale	afe	putative_ale	putative_afe	orphan_junc	other	multi_exon_spanning	complex	denovo_juncs	denovo_introns	num_events	module_event_combination
ENSG00000228044_1	ENSG00000228044	ENSG00000228044	1	+	ENSG00000228044:t:234680811-234681122;ENSG00000228044:s:234660134-234660924	1																False	0	0	1	cassette^1
ENSG00000117154_1	ENSG00000117154	ENSG00000117154	1	+	ENSG00000117154:t:18365223-18365703;ENSG00000117154:s:18107798-18108198		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000244703_1	ENSG00000244703	ENSG00000244703	1	+	ENSG00000244703:t:207655190-207655275;ENSG00000244703:s:207652547-207652735	1																False	0	0	1	cassette^1
ENSG00000196550_1	ENSG00000196550	ENSG00000196550	1	-	ENSG00000196550:t:206199807-206199884;ENSG00000196550:s:206204252-206204414		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000134697_1	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:t:37592712-37592806											1						False	0	0	1	afe^1
ENSG00000134697_2	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:t:37583867-37583933;ENSG00000134697:s:37592712-37592806								1									False	0	0	1	mxe^1
ENSG00000134697_3	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:s:37583867-37583933			1														False	0	0	1	alt3^1
ENSG00000134697_4	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:s:37582778-37583346;ENSG00000134697:t:37575595-37575699		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000134697_5	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:s:37575595-37575699									1								False	0	0	1	ir^1
ENSG00000134697_6	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:t:37568851-37570893;ENSG00000134697:s:37574665-37574823	1																False	0	0	1	cassette^1
ENSG00000134697_7	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:s:37568851-37570893				1													False	0	0	1	alt5^1
ENSG00000134697_8	ENSG00000134697	ENSG00000134697	1	-	ENSG00000134697:s:37568275-37568417										1							False	0	0	1	ale^1
ENSG00000158869_1	ENSG00000158869	ENSG00000158869	1	+	ENSG00000158869:s:161218703-161218723										1							False	0	0	1	ale^1
ENSG00000238042_1	ENSG00000238042	ENSG00000238042	1	-	ENSG00000238042:s:221914423-221914531;ENSG00000238042:t:221883800-221883888	1																False	0	0	1	cassette^1
ENSG00000268043_1	ENSG00000268043	ENSG00000268043	1	+	ENSG00000268043:s:146976929-146977001			1														False	0	0	1	alt3^1
ENSG00000268043_2	ENSG00000268043	ENSG00000268043	1	+	ENSG00000268043:t:146991113-146991285											1						False	1	0	1	afe^1
ENSG00000268043_3	ENSG00000268043	ENSG00000268043	1	+	ENSG00000268043:t:146992712-146992884;ENSG00000268043:t:146991995-146992046;ENSG00000268043:s:146991113-146991285	1														1		False	1	0	2	cassette^1
ENSG00000268043_4	ENSG00000268043	ENSG00000268043	1	+	ENSG00000268043:s:146992712-146992884										1							False	0	0	1	ale^1
ENSG00000291135_1	ENSG00000291135	ENSG00000291135	1	+	ENSG00000291135:s:121087821-121088908;ENSG00000291135:t:121092994-121093801	1																False	1	0	1	cassette^1
ENSG00000291135_2	ENSG00000291135	ENSG00000291135	1	+	ENSG00000291135:s:121092994-121093801										1							False	0	0	1	ale^1
ENSG00000162551_1	ENSG00000162551	ENSG00000162551	1	+	ENSG00000162551:t:21577383-21578410;ENSG00000162551:s:21575733-21575924	1																False	0	0	1	cassette^1
ENSG00000263956_1	ENSG00000263956	ENSG00000263956	1	-	ENSG00000263956:t:148105360-148105528;ENSG00000263956:s:148106942-148107114	1																False	1	0	1	cassette^1
ENSG00000263956_2	ENSG00000263956	ENSG00000263956	1	-	ENSG00000263956:s:148105360-148105528										1							False	0	0	1	ale^1
ENSG00000234116_1	ENSG00000234116	ENSG00000234116	1	-	ENSG00000234116:t:243005845-243006274;ENSG00000234116:s:243007374-243007468	1																False	0	0	1	cassette^1
ENSG00000239945_1	ENSG00000239945	ENSG00000239945	1	-	ENSG00000239945:s:90287-91105			3				3										True	3	0	6	alt3^3|alt3_5^3
ENSG00000117500_1	ENSG00000117500	ENSG00000117500	1	-	ENSG00000117500:t:93156036-93156483;ENSG00000117500:s:93160129-93163210	1																False	0	0	1	cassette^1
ENSG00000237993_1	ENSG00000237993	ENSG00000237993	1	-	ENSG00000237993:t:116013813-116014083;ENSG00000237993:s:116017452-116017705	1																False	0	0	1	cassette^1
ENSG00000162777_1	ENSG00000162777	ENSG00000162777	1	-	ENSG00000162777:s:111199623-111200243;ENSG00000162777:t:111192140-111192317		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000196154_1	ENSG00000196154	ENSG00000196154	1	-	ENSG00000196154:s:153550065-153550136				1													False	0	0	1	alt5^1
ENSG00000058453_1	ENSG00000058453	ENSG00000058453	1	+	ENSG00000058453:s:16945462-16945606;ENSG00000058453:t:16946761-16946991	1																False	0	0	1	cassette^1
ENSG00000271425_1	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:t:146164751-146165010											1						False	0	0	1	afe^1
ENSG00000271425_2	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:s:146156480-146156815;ENSG00000271425:t:146144907-146145061;ENSG00000271425:s:146164751-146165010															1		True	1	0	1	other^1
ENSG00000271425_3	ENSG00000271425	ENSG00000271425	1	-	ENSG00000271425:s:146112054-146112226;ENSG00000271425:t:146069543-146069715;ENSG00000271425:t:146068341-146068561									1	1	5					2	True	3	0	9	ir^1|ale^1|afe^5|multi_exon_spanning^2
ENSG00000226828_1	ENSG00000226828	ENSG00000226828	1	+	ENSG00000226828:t:244003383-244003500											1						False	0	0	1	afe^1
ENSG00000225334_1	ENSG00000225334	ENSG00000225334	1	+	ENSG00000225334:t:224773173-224773350;ENSG00000225334:s:224766324-224767153										1					1		False	0	0	2	ale^1
ENSG00000260971_1	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:t:56375838-56376202											1						False	0	0	1	afe^1
ENSG00000260971_2	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:s:56375203-56375371			1														False	0	0	1	alt3^1
ENSG00000260971_3	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:t:56248285-56249200;ENSG00000260971:s:56285388-56285570								1									False	0	0	1	mxe^1
ENSG00000260971_4	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:s:56235991-56236434				1													False	0	0	1	alt5^1
ENSG00000260971_5	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:s:56224408-56224525;ENSG00000260971:t:56172204-56173802		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000260971_6	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:s:56172204-56173802									1								False	0	0	1	ir^1
ENSG00000260971_7	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:t:56161118-56161167;ENSG00000260971:s:56168239-56168490	1																False	0	0	1	cassette^1
ENSG00000260971_8	ENSG00000260971	ENSG00000260971	1	-	ENSG00000260971:s:56161118-56161167										1							False	0	0	1	ale^1
ENSG00000237463_1	ENSG00000237463	ENSG00000237463	1	-	ENSG00000237463:t:165574018-165574088;ENSG00000237463:s:165581355-165582155	1																False	0	0	1	cassette^1
ENSG00000143155_1	ENSG00000143155	ENSG00000143155	1	+	ENSG00000143155:s:168183902-168184081				1													False	0	0	1	alt5^1
ENSG00000162482_1	ENSG00000162482	ENSG00000162482	1	-	ENSG00000162482:s:19286185-19286372				1													False	0	0	1	alt5^1
ENSG00000143632_1	ENSG00000143632	ENSG00000143632	1	-	ENSG00000143632:t:229432270-229432431																1	False	0	0	1	multi_exon_spanning^1
ENSG00000236069_1	ENSG00000236069	ENSG00000236069	1	+	ENSG00000236069:t:192537754-192538102;ENSG00000236069:s:192517190-192517906		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000197273_1	ENSG00000197273	ENSG00000197273	1	-	ENSG00000197273:s:42164638-42164745;ENSG00000197273:t:42162690-42162970	1																False	0	0	1	cassette^1
ENSG00000176261_1	ENSG00000176261	ENSG00000176261	1	-	ENSG00000176261:s:32650402-32650903;ENSG00000176261:t:32620820-32621948																1	False	0	0	1	multi_exon_spanning^1
ENSG00000197323_1	ENSG00000197323	ENSG00000197323	1	-	ENSG00000197323:s:114421436-114421636;ENSG00000197323:t:114392790-114397990		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000229742_1	ENSG00000229742	ENSG00000229742	1	+	ENSG00000229742:s:224297646-224297766				1													False	0	0	1	alt5^1
ENSG00000121774_1	ENSG00000121774	ENSG00000121774	1	+	ENSG00000121774:s:32039515-32039573				1													False	0	0	1	alt5^1
ENSG00000230114_1	ENSG00000230114	ENSG00000230114	1	+	ENSG00000230114:s:49266143-49266246										1							False	0	0	1	ale^1
ENSG00000143801_1	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:t:226870767-226871404											1						False	0	0	1	afe^1
ENSG00000143801_2	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:s:226875365-226875552;ENSG00000143801:t:226884623-226884682								1									False	0	0	1	mxe^1
ENSG00000143801_3	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:s:226884623-226884682				1													False	0	0	1	alt5^1
ENSG00000143801_4	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:s:226885461-226885679;ENSG00000143801:t:226888829-226891365	1																False	0	0	1	cassette^1
ENSG00000143801_5	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:t:226910589-226910757;ENSG00000143801:s:226891743-226891849		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000143801_6	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:s:226910589-226910757			1														False	0	0	1	alt3^1
ENSG00000143801_7	ENSG00000143801	ENSG00000143801	1	+	ENSG00000143801:s:226917527-226918055										1							False	0	0	1	ale^1
ENSG00000143502_1	ENSG00000143502	ENSG00000143502	1	-	ENSG00000143502:t:223358825-223359121											1						False	0	0	1	afe^1
ENSG00000143502_2	ENSG00000143502	ENSG00000143502	1	-	ENSG00000143502:s:223337330-na														2			True	2	0	2	orphan_junc^2
ENSG00000143502_3	ENSG00000143502	ENSG00000143502	1	-	ENSG00000143502:t:223229197-223229450;ENSG00000143502:s:223264405-223264818																1	False	0	0	1	multi_exon_spanning^1
ENSG00000272030_1	ENSG00000272030	ENSG00000272030	1	-	ENSG00000272030:t:153633036-153633157											1						False	0	0	1	afe^1
ENSG00000286496_1	ENSG00000286496	ENSG00000286496	1	+	ENSG00000286496:s:241357343-241357482			1														False	0	0	1	alt3^1
ENSG00000116750_1	ENSG00000116750	ENSG00000116750	1	-	ENSG00000116750:s:193020307-193020456										1							False	0	0	1	ale^1
ENSG00000230898_1	ENSG00000230898	ENSG00000230898	1	-	ENSG00000230898:s:166164790-166165095			1														False	0	0	1	alt3^1
ENSG00000228863_1	ENSG00000228863	ENSG00000228863	1	+	ENSG00000228863:t:160691695-160692240;ENSG00000228863:s:160684955-160685101	1																False	0	0	1	cassette^1
ENSG00000291217_1	ENSG00000291217	ENSG00000291217	1	-	ENSG00000291217:s:243078988-243079052;ENSG00000291217:s:243067621-243067722;ENSG00000291217:t:243066073-243066241															1	1	True	1	0	2	multi_exon_spanning^1|other^1
ENSG00000092621_1	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:t:119669191-119669401											1						False	0	0	1	afe^1
ENSG00000092621_2	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:s:119669191-119669401				1													False	0	0	1	alt5^1
ENSG00000092621_3	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:s:119670543-119670663;ENSG00000092621:t:119726636-119726905		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000092621_4	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:s:119726636-119726905;ENSG00000092621:t:119729940-119730071								1									False	0	0	1	mxe^1
ENSG00000092621_5	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:s:119729940-119730071									1								False	0	0	1	ir^1
ENSG00000092621_6	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:s:119734304-119734981			1														False	0	0	1	alt3^1
ENSG00000092621_7	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:t:119739462-119740518;ENSG00000092621:s:119735295-119735443	1																False	0	0	1	cassette^1
ENSG00000092621_8	ENSG00000092621	ENSG00000092621	1	+	ENSG00000092621:s:119739462-119740518										1							False	0	0	1	ale^1
ENSG00000169962_1	ENSG00000169962	ENSG00000169962	1	+	ENSG00000169962:s:1332921-1333124										1							False	0	0	1	ale^1
ENSG00000198162_1	ENSG00000198162	ENSG00000198162	1	+	ENSG00000198162:t:117499382-117499554;ENSG00000198162:s:117466334-117466427								1									False	0	0	1	mxe^1
ENSG00000237899_1	ENSG00000237899	ENSG00000237899	1	-	ENSG00000237899:t:40673316-40673458											1						False	0	0	1	afe^1
ENSG00000143614_1	ENSG00000143614	ENSG00000143614	1	-	ENSG00000143614:s:153819606-153819735				1													False	0	0	1	alt5^1
ENSG00000116580_1	ENSG00000116580	ENSG00000116580	1	-	ENSG00000116580:s:155831535-155831620;ENSG00000116580:t:155821474-155821548								1									False	0	0	1	mxe^1
ENSG00000116580_2	ENSG00000116580	ENSG00000116580	1	-	ENSG00000116580:t:155815805-155816262;ENSG00000116580:s:155821474-155821548	1																False	0	0	1	cassette^1
ENSG00000116580_3	ENSG00000116580	ENSG00000116580	1	-	ENSG00000116580:t:155754017-155754488																1	False	0	0	1	multi_exon_spanning^1
ENSG00000116580_4	ENSG00000116580	ENSG00000116580	1	-	ENSG00000116580:s:155753204-155753414										1							False	0	0	1	ale^1
ENSG00000229983_1	ENSG00000229983	ENSG00000229983	1	+	ENSG00000229983:t:212190041-212190259;ENSG00000229983:s:212168207-212168265								1					2				True	1	0	3	mxe^1|putative_afe^2
ENSG00000132854_1	ENSG00000132854	ENSG00000132854	1	-	ENSG00000132854:s:62272873-62275087;ENSG00000132854:s:62253063-62253209;ENSG00000132854:t:na-62264291														3	1		True	3	0	4	orphan_junc^3|other^1
ENSG00000116237_1	ENSG00000116237	ENSG00000116237	1	-	ENSG00000116237:s:6231902-6232119				1													False	0	0	1	alt5^1
ENSG00000052723_1	ENSG00000052723	ENSG00000052723	1	-	ENSG00000052723:t:114778932-114779054											1						False	0	0	1	afe^1
ENSG00000198821_1	ENSG00000198821	ENSG00000198821	1	-	ENSG00000198821:s:167438970-167439664;ENSG00000198821:t:167432939-167433059								1									False	0	0	1	mxe^1
ENSG00000069812_1	ENSG00000069812	ENSG00000069812	1	-	ENSG00000069812:t:6419607-6419702											1						False	0	0	1	afe^1
ENSG00000127423_1	ENSG00000127423	ENSG00000127423	1	-	ENSG00000127423:t:25831913-25832158;ENSG00000127423:s:25859280-25859458								1									False	0	0	1	mxe^1
ENSG00000116661_1	ENSG00000116661	ENSG00000116661	1	-	ENSG00000116661:s:11654031-11654197;ENSG00000116661:t:11649528-11650074								1									False	0	0	1	mxe^1
ENSG00000225087_1	ENSG00000225087	ENSG00000225087	1	-	ENSG00000225087:s:72764868-72764963				1													False	0	0	1	alt5^1
ENSG00000174332_1	ENSG00000174332	ENSG00000174332	1	-	ENSG00000174332:t:53506237-53506776;ENSG00000174332:s:53509849-53510027	1																False	0	0	1	cassette^1
ENSG00000082512_1	ENSG00000082512	ENSG00000082512	1	+	ENSG00000082512:s:211353239-211353618;ENSG00000082512:t:211372128-211374946		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000198815_1	ENSG00000198815	ENSG00000198815	1	-	ENSG00000198815:t:42334925-42334965											1						False	0	0	1	afe^1
ENSG00000126067_1	ENSG00000126067	ENSG00000126067	1	-	ENSG00000126067:s:35605233-35605282									1								False	0	0	1	ir^1
ENSG00000168679_1	ENSG00000168679	ENSG00000168679	1	-	ENSG00000168679:s:110390865-110391082									1								False	0	0	1	ir^1
ENSG00000183888_1	ENSG00000183888	ENSG00000183888	1	+	ENSG00000183888:s:16004236-16004385									1								False	0	0	1	ir^1
ENSG00000116882_1	ENSG00000116882	ENSG00000116882	1	+	ENSG00000116882:t:119392439-119392687;ENSG00000116882:s:119386622-119386831	1																False	0	0	1	cassette^1
ENSG00000242193_1	ENSG00000242193	ENSG00000242193	1	-	ENSG00000242193:t:178034705-178034801											1						False	0	0	1	afe^1
ENSG00000058673_1	ENSG00000058673	ENSG00000058673	1	+	ENSG00000058673:s:203795623-203795794									1								False	0	1	1	ir^1
ENSG00000143294_1	ENSG00000143294	ENSG00000143294	1	+	ENSG00000143294:s:156782282-156782329									1								False	0	0	1	ir^1
ENSG00000217897_1	ENSG00000217897	ENSG00000217897	1	-	ENSG00000217897:s:39304866-39304898				1													False	0	0	1	alt5^1
ENSG00000183831_1	ENSG00000183831	ENSG00000183831	1	-	ENSG00000183831:s:173624787-173624925				1													False	0	0	1	alt5^1
ENSG00000117523_1	ENSG00000117523	ENSG00000117523	1	+	ENSG00000117523:s:171589369-171589605				1													False	0	0	1	alt5^1
ENSG00000290854_1	ENSG00000290854	ENSG00000290854	1	-	ENSG00000290854:s:1738321-1738448									1								False	0	1	1	ir^1
ENSG00000158716_1	ENSG00000158716	ENSG00000158716	1	+	ENSG00000158716:s:159780932-159781367				1													False	0	0	1	alt5^1
ENSG00000203307_1	ENSG00000203307	ENSG00000203307	1	+	ENSG00000203307:t:166087087-166087483											1						False	0	0	1	afe^1
ENSG00000198746_1	ENSG00000198746	ENSG00000198746	1	-	ENSG00000198746:t:26894236-26894410											1						False	0	0	1	afe^1
ENSG00000158488_1	ENSG00000158488	ENSG00000158488	1	+	ENSG00000158488:s:158355827-158356105										1							False	0	0	1	ale^1
ENSG00000275064_1	ENSG00000275064	ENSG00000275064	1	+	ENSG00000275064:t:145518400-145518538;ENSG00000275064:s:145509047-145509236		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000152092_1	ENSG00000152092	ENSG00000152092	1	-	ENSG00000152092:t:177024583-177024732											1						False	0	0	1	afe^1
ENSG00000268575_1	ENSG00000268575	ENSG00000268575	1	-	ENSG00000268575:s:1704904-1705025									1								False	0	1	1	ir^1
ENSG00000268575_2	ENSG00000268575	ENSG00000268575	1	-	ENSG00000268575:s:1704550-1704655									1								False	0	1	1	ir^1
ENSG00000268575_3	ENSG00000268575	ENSG00000268575	1	-	ENSG00000268575:s:1704223-1704344									1								False	0	1	1	ir^1
ENSG00000268575_4	ENSG00000268575	ENSG00000268575	1	-	ENSG00000268575:s:1703824-1703995									1								False	0	1	1	ir^1
ENSG00000268575_5	ENSG00000268575	ENSG00000268575	1	-	ENSG00000268575:s:1703476-1703624									1								False	0	1	1	ir^1
ENSG00000143158_1	ENSG00000143158	ENSG00000143158	1	-	ENSG00000143158:t:167924497-167924537;ENSG00000143158:s:167936533-167936805	1																False	0	0	1	cassette^1
ENSG00000203668_1	ENSG00000203668	ENSG00000203668	1	-	ENSG00000203668:s:241639183-241639249			1														False	0	0	1	alt3^1
ENSG00000233427_1	ENSG00000233427	ENSG00000233427	1	-	ENSG00000233427:t:28870483-28871002;ENSG00000233427:s:28877021-28877336	1																False	0	0	1	cassette^1
ENSG00000241128_1	ENSG00000241128	ENSG00000241128	1	-	ENSG00000241128:s:247734186-247734425										1							False	0	0	1	ale^1
ENSG00000150337_1	ENSG00000150337	ENSG00000150337	1	+	ENSG00000150337:s:149790054-149790338										1							False	0	0	1	ale^1
ENSG00000284240_1	ENSG00000284240	ENSG00000284240	1	+	ENSG00000284240:s:87216933-87217000;ENSG00000284240:t:87227027-87227146								1									False	0	0	1	mxe^1
ENSG00000075151_1	ENSG00000075151	ENSG00000075151	1	-	ENSG00000075151:s:20980334-20980448			1														False	0	0	1	alt3^1
ENSG00000075151_2	ENSG00000075151	ENSG00000075151	1	-	ENSG00000075151:t:20851258-20851478																1	False	0	0	1	multi_exon_spanning^1
ENSG00000075151_3	ENSG00000075151	ENSG00000075151	1	-	ENSG00000075151:t:20840856-20841028;ENSG00000075151:s:20849415-20849530	1																False	0	0	1	cassette^1
ENSG00000075151_4	ENSG00000075151	ENSG00000075151	1	-	ENSG00000075151:s:20840856-20841028				1													False	0	0	1	alt5^1
ENSG00000075151_5	ENSG00000075151	ENSG00000075151	1	-	ENSG00000075151:s:20829147-20829272										1							False	0	0	1	ale^1
ENSG00000075151_6	ENSG00000075151	ENSG00000075151	1	-	ENSG00000075151:s:20813158-20813239										1							False	0	0	1	ale^1
ENSG00000241860_1	ENSG00000241860	ENSG00000241860	1	-	ENSG00000241860:t:169049-169264											1						False	0	0	1	afe^1
ENSG00000224358_1	ENSG00000224358	ENSG00000224358	1	+	ENSG00000224358:s:165768929-165769375			1														False	0	0	1	alt3^1
ENSG00000078369_1	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:t:1890188-1890493											1						False	0	0	1	afe^1
ENSG00000078369_2	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:s:1890188-1890493			1														False	0	0	1	alt3^1
ENSG00000078369_3	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:s:1876582-1876806;ENSG00000078369:s:1889964-1890091;ENSG00000078369:t:1853152-1853297		1													1	1	True	0	0	3	tandem_cassette^1|multi_exon_spanning^1|other^1
ENSG00000078369_4	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:s:1853152-1853297;ENSG00000078369:t:1847878-1848036								1									False	0	0	1	mxe^1
ENSG00000078369_5	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:s:1833840-1834127									1								False	0	0	1	ir^1
ENSG00000078369_6	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:t:1804417-1804581;ENSG00000078369:s:1815756-1815862	1																False	0	0	1	cassette^1
ENSG00000078369_7	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:s:1793245-1794197				1													False	0	0	1	alt5^1
ENSG00000078369_8	ENSG00000078369	ENSG00000078369	1	-	ENSG00000078369:s:1790395-1790596										1							False	0	0	1	ale^1
ENSG00000090273_1	ENSG00000090273	ENSG00000090273	1	+	ENSG00000090273:s:26902282-26902366;ENSG00000090273:t:26922142-26922492								1									False	0	0	1	mxe^1
ENSG00000116698_1	ENSG00000116698	ENSG00000116698	1	+	ENSG00000116698:s:183473721-183473898										1							False	0	0	1	ale^1
ENSG00000116698_2	ENSG00000116698	ENSG00000116698	1	+	ENSG00000116698:s:183551818-183554193										1							False	0	0	1	ale^1
ENSG00000116406_1	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:t:184744635-184746749											1						False	0	0	1	afe^1
ENSG00000116406_2	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:t:184736950-184737064;ENSG00000116406:s:184744635-184746749	1																False	0	0	1	cassette^1
ENSG00000116406_3	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:t:184725055-184726389;ENSG00000116406:s:184736950-184737064								1									False	0	0	1	mxe^1
ENSG00000116406_4	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:t:184713523-184717012;ENSG00000116406:s:184723751-184723856		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000116406_5	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:s:184713523-184717012				1													False	0	0	1	alt5^1
ENSG00000116406_6	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:s:184711723-184712598									1								False	0	0	1	ir^1
ENSG00000116406_7	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:s:184706643-184706808			1														False	0	0	1	alt3^1
ENSG00000116406_8	ENSG00000116406	ENSG00000116406	1	-	ENSG00000116406:s:184702811-184703659										1							False	0	0	1	ale^1
ENSG00000135778_1	ENSG00000135778	ENSG00000135778	1	+	ENSG00000135778:t:232961903-232970118;ENSG00000135778:s:232950842-232951132								1									False	0	0	1	mxe^1
ENSG00000230426_1	ENSG00000230426	ENSG00000230426	1	+	ENSG00000230426:s:187254376-187254543									1								False	0	0	1	ir^1
ENSG00000230426_2	ENSG00000230426	ENSG00000230426	1	+	ENSG00000230426:t:187417911-187418003;ENSG00000230426:s:187303466-187303539										1	1					1	True	0	0	3	ale^1|afe^1|multi_exon_spanning^1
ENSG00000230426_3	ENSG00000230426	ENSG00000230426	1	+	ENSG00000230426:t:187477020-187477220;ENSG00000230426:s:187466919-187467109	1																False	0	0	1	cassette^1
ENSG00000230426_4	ENSG00000230426	ENSG00000230426	1	+	ENSG00000230426:s:187477020-187477220				1													False	0	0	1	alt5^1
ENSG00000230426_5	ENSG00000230426	ENSG00000230426	1	+	ENSG00000230426:s:187480290-187480614;ENSG00000230426:t:187641226-187641481								1									False	0	0	1	mxe^1
ENSG00000233430_1	ENSG00000233430	ENSG00000233430	1	-	ENSG00000233430:t:143812872-143813006;ENSG00000233430:s:143820837-143821072								1									False	0	0	1	mxe^1
ENSG00000186377_1	ENSG00000186377	ENSG00000186377	1	+	ENSG00000186377:t:47035806-47035933;ENSG00000186377:s:47029990-47030131								1									False	0	0	1	mxe^1
ENSG00000289234_1	ENSG00000289234	ENSG00000289234	1	+	ENSG00000289234:s:247338214-247338680;ENSG00000289234:t:247357774-247360818								1									False	0	0	1	mxe^1
ENSG00000224939_1	ENSG00000224939	ENSG00000224939	1	+	ENSG00000224939:s:234629311-234629747									1								False	0	0	1	ir^1
ENSG00000179902_1	ENSG00000179902	ENSG00000179902	1	-	ENSG00000179902:s:109106535-109107122				1													False	0	0	1	alt5^1
ENSG00000285782_1	ENSG00000285782	ENSG00000285782	1	-	ENSG00000285782:t:83423895-83424002											1						False	0	0	1	afe^1
ENSG00000203864_1	ENSG00000203864	ENSG00000203864	1	+	ENSG00000203864:t:116706457-116706603;ENSG00000203864:s:116694112-116694197		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000233693_1	ENSG00000233693	ENSG00000233693	1	-	ENSG00000233693:t:164769116-164769356;ENSG00000233693:s:164770327-164771577	1																False	0	0	1	cassette^1
ENSG00000143337_1	ENSG00000143337	ENSG00000143337	1	+	ENSG00000143337:s:179884692-179884769;ENSG00000143337:t:179917452-179920077											1					1	True	0	0	2	afe^1|multi_exon_spanning^1
ENSG00000169418_1	ENSG00000169418	ENSG00000169418	1	+	ENSG00000169418:t:153693106-153693992;ENSG00000169418:s:153680801-153681029		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000116288_1	ENSG00000116288	ENSG00000116288	1	+	ENSG00000116288:s:7962763-7962875;ENSG00000116288:t:7977652-7977738		1														1	False	0	0	2	tandem_cassette^1|multi_exon_spanning^1
ENSG00000187733_1	ENSG00000187733	ENSG00000187733	1	+	ENSG00000187733:s:103751933-103752130				1													False	0	0	1	alt5^1
